nuts,Annual Tiger Mosquito Climatic Suitability (-) ensemble None - RCP8.5 - (2041 - 2070)
DE50,82.79489390055339
DE60,82.8311777750651
DE71,83.1024065653483
DE72,78.48702621459961
DE73,73.03411509195963
DE80,77.19844767252604
DE91,76.72804768880208
BG41,61.62741444905599
BG42,59.28580373128255
CH01,52.5898026784261
AT32,44.56420694986979
AT33,41.861185201009114
AT34,54.93356119791667
BE10,92.4996114095052
BE23,91.15614140828451
BE24,91.8023068745931
BE25,89.56612294514974
BE31,90.74235458374024
BE32,90.46564534505208
BE33,84.53401387532553
BE34,82.29991709391275
BE35,87.52976430257162
BG31,59.23098894755046
BG32,63.42310612996419
BG33,66.15907974243164
BG34,63.417893473307295
DE92,80.66338500976562
DE93,80.68442815144857
DE94,80.70536626180014
CZ07,61.94064242045085
CZ08,59.75206387837728
AL01,72.76722615559896
AL02,76.45739669799805
AL03,75.54613037109375
AT11,79.90400899251303
AT12,72.96030807495117
AT13,80.32307764689128
AT21,50.916457112630205
AT22,52.69068565368652
AT31,71.1181032816569
DK05,65.07781422932943
BE21,91.48265329996745
BE22,91.70995534261068
ES43,51.4639840443929
ES51,65.05327237447104
ES52,49.871157836914065
ES53,48.039773305257164
ES61,46.54436416625977
ES62,38.89197692871094
ES63,59.29838358561198
ES64,39.217429606119794
CH02,69.247003809611
CH03,90.42059046427408
CH04,92.15114034016928
CH05,51.18855590820313
CH06,64.57510312398274
CH07,54.13351186116537
CY00,43.05580991109212
CZ01,71.2039306640625
CZ02,68.98223406473795
CZ03,67.46710510253907
CZ04,65.21862780253092
CZ05,67.74978192647298
CZ06,65.83668060302735
DE40,75.34721349080404
EL53,65.5893492380778
EL54,76.46460444132487
EL61,57.68630027770996
EL62,65.72706731160481
EL63,67.77145500183106
ES70,0.0
ITC1,69.6665766398112
ITC2,37.14473508199056
DE11,82.19881718953451
DE12,85.82069218953451
DE13,82.24373423258463
DE14,81.76539840698243
DE21,73.78609135945638
DE22,75.05958658854166
DE23,71.05853729248047
DE24,73.11156895955403
DE25,76.8955581665039
DE26,78.4975191752116
DE27,76.86870600382487
DE30,77.16437759399415
EL42,47.67060585021973
LV00,62.09734293619792
ME00,69.33199081420898
MK00,61.977057393391924
MT00,34.686272557576494
NL11,77.61064580281575
NL12,79.8044667561849
EL64,56.2238208770752
EL65,62.54812266031901
ES11,95.80606511433919
ES12,90.36878560384115
ES13,90.02561365763346
ES21,94.8885892232259
ES22,80.29308293660482
ES23,74.6502924601237
ES24,61.30894393920899
ES30,55.18418871561686
IE05,70.73601379394532
IE06,70.93383229573568
IS00,41.1480047861735
ITC3,88.43871332804362
FI19,42.1317320505778
FI1B,52.739376831054685
FI1C,50.682674662272134
DEA1,90.47738698323568
DEA2,85.79797032674153
DEA3,85.54086354573568
DEA4,79.43105112711588
DEA5,79.90625559488932
DEB1,82.88659108479818
DEB2,83.11166661580404
DEB3,86.6575309753418
DEC0,89.34878463745117
DED2,79.00830663045248
DED4,71.15625826517741
DED5,78.72725728352864
DEE0,73.68240076700846
DEF0,79.19081624348958
DEG0,72.24400583902995
DK01,66.03489507039389
DK02,69.30146179199218
DK03,71.17186113993327
DK04,67.7298828125
ES41,75.42553532918295
ES42,51.090704600016274
HU23,77.65371729532878
HU31,64.5552609761556
HU32,65.79596252441407
HU33,66.89012285868327
IE04,68.79723230997722
EE00,58.54473711649577
EL30,40.87486661275228
EL41,51.94536539713542
EL43,57.006677118937176
EL51,59.240735371907554
EL52,52.4585688273112
FI20,40.90007610321045
FR10,94.83229497273763
FRB0,94.66025848388672
FRC1,94.26450653076172
FRC2,86.74809341430664
FRD1,91.65485280354818
FRD2,93.66809387207032
FRE1,90.12129669189453
FRE2,93.52577641805013
FRF1,87.92686436971029
NL13,79.48681767781575
NL21,82.88005294799805
NL22,85.69577306111654
NL23,84.37023086547852
NL31,85.08289794921875
NL32,83.97606455485025
ITG2,62.73432235717773
ITH1,31.376004219055176
ITH2,42.928505452473956
FRI3,96.72724380493165
FRJ1,81.010316212972
FRJ2,89.37415084838867
FRK1,87.42543207804361
FRK2,81.17691904703776
FRL0,72.2812993367513
FRM0,82.42167816162109
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,52.74213727315267
TR32,56.659106190999346
TR33,59.06471900939941
HR03,80.87919133504232
HR02,84.24738210042318
HU11,62.8478141784668
HU12,64.14156926472982
HU21,72.2600596110026
HU22,79.71415532430014
PT16,81.00096740722657
PT17,64.91402498881023
FRF2,92.06527938842774
FRF3,90.12576115926107
FRG0,95.94962895711264
FRH0,91.46770528157552
FRI1,95.23465627034506
FRI2,95.13662109375
ITC4,69.7325838724772
ITF1,77.54561843872071
ITF2,76.94457473754883
ITF3,76.3099578857422
ITF4,54.131875610351564
ITF5,69.0124989827474
ITF6,65.53701515197754
ITG1,50.087345377604166
LT01,62.795593388875325
LT02,63.75697555541992
LU00,85.46469039916992
PL22,66.60776036580404
PL41,68.6032948811849
PL42,72.01987686157227
PT18,56.77631454467773
PT20,0.0
PT30,0.0
RO11,60.69724082946777
RO12,49.89302101135254
RO21,56.499751790364584
RO22,55.70048179626465
RO31,57.114950815836586
RO32,63.79736671447754
ITH3,69.68339029947917
ITH4,71.06920623779297
ITH5,76.79041112263998
ITI1,81.32956110636393
ITI2,83.17249018351237
ITI3,83.6423230489095
ITI4,75.13065109252929
LI00,63.6234556833903
FI1D,32.840599060058594
TR82,64.22462094624838
TR83,59.47194328308105
TR90,0.0
TRA1,0.0
TRA2,0.0
PL43,74.61682942708333
PL51,70.9337334950765
PL52,72.24085998535156
PL61,64.8028803507487
PL62,66.10938720703125
PL63,68.77780189514161
PL71,67.86502456665039
PL72,66.37339719136556
PL81,66.35768585205078
PL82,68.29694226582845
PL84,62.7133285522461
PL91,66.1870304107666
PL92,65.93716163635254
PT11,89.71841557820638
PT15,65.25342750549316
TRB1,0.0
TRB2,0.0
TRC1,0.0
RS12,70.67749862670898
RS21,73.00277506510416
RS22,64.48872922261556
SE11,51.048849487304686
SE12,48.22537536621094
NL33,86.79466908772787
NL34,90.9652323404948
NL41,88.70047760009766
NL42,90.44271596272786
PL21,60.14795468648275
UKM6,63.98824195861816
TR22,60.886246871948245
TRC2,0.0
TRC3,0.0
UKC1,64.76927947998047
UKC2,64.34379920959472
UKD1,67.33908818562826
UKD3,73.74152806599935
UKD4,71.2759401957194
UKD6,75.26463953653972
UKD7,75.53521779378255
UKE1,70.78040211995443
UKE2,66.66852582295736
UKE3,70.42269643147786
RO41,58.314370218912764
RO42,65.57924512227376
RS11,71.55275650024414
TR41,66.19273974100749
TR42,73.07387669881184
TR51,54.45981508890788
TR52,56.40742823282878
TR61,62.674112447102864
TR62,49.94265569051107
TR63,0.0
TR71,55.08695068359375
TR72,60.17492955525716
TR81,81.9236831665039
UKK1,81.99958318074545
UKK2,80.3978385925293
UKK3,78.43258183797201
UKK4,78.34922281901042
UKL1,72.02787373860677
UKL2,72.04957021077475
UKM5,62.5076535542806
UKM7,63.2028917948405
UKM8,66.83724365234374
UKM9,66.29878209431966
UKN0,67.98663533528646
SE21,52.42344754536946
SE22,64.414892578125
SE23,56.99162165323893
SE31,36.889807510375974
SE32,30.377538617451986
SE33,28.22836996714274
SI03,82.29020716349284
SI04,76.06334788004557
SK01,72.04996337890626
SK02,67.52412376403808
SK03,52.315552139282225
SK04,55.89153836568197
TR10,78.19932581583659
TR21,64.6787722269694
UKE4,70.30517069498698
UKF1,72.57492039998372
UKF2,74.48876215616862
UKF3,71.50110524495443
UKG1,78.48441060384114
UKG2,75.13005345662435
UKG3,79.59336496988932
UKH1,72.62108968098958
UKH2,76.05179799397787
UKH3,75.17143147786459
UKI3,83.50047124226889
UKI4,83.55651143391927
UKI5,81.59093170166015
UKI6,82.32612711588541
UKI7,82.1030751546224
UKJ1,79.34181620279948
UKJ2,84.3883534749349
UKJ3,83.14680531819661
UKJ4,82.58472366333008
NO09,42.249227905273436
NO0A,45.604391988118486
NO0B,33.95635903676351
HR05,88.93188552856445
HR06,87.69215596516928
NO02,27.405425707499187
NO06,38.71408831278483
NO07,28.93461093902588
NO08,39.84649785359701
