nuts,Annual Tiger Mosquito Climatic Suitability (-) ensemble None - RCP4.5 - (2071 - 2100)
DE50,83.41777648925782
DE60,83.57469228108724
DE71,83.43789774576823
DE72,78.7080561319987
DE73,73.09804789225261
DE80,77.80632629394532
DE91,76.85112965901693
BG41,61.57547149658203
BG42,61.37844518025716
CH01,51.85325317382812
AT32,43.93338165283203
AT33,41.20696792602539
AT34,54.35586954752604
BE10,92.93050638834636
BE23,91.59898579915365
BE24,92.21580556233724
BE25,89.22616170247396
BE31,91.09588572184245
BE32,90.64388122558594
BE33,84.51681111653646
BE34,82.17557779947917
BE35,87.40854848225912
BG31,60.86726659138997
BG32,65.81705017089844
BG33,69.1446767171224
BG34,66.0570546468099
DE92,80.86226806640624
DE93,80.80145721435547
DE94,80.7184341430664
CZ07,61.410038757324216
CZ08,59.548953755696616
AL01,72.98287048339844
AL02,77.35706583658855
AL03,76.49582214355469
AT11,79.58329569498697
AT12,72.21187184651693
AT13,79.61446533203124
AT21,49.42662073771159
AT22,52.109989166259766
AT31,70.97774302164713
DK05,65.45968983968099
BE21,91.91515045166015
BE22,91.92807973225912
ES43,54.22565460205078
ES51,68.05120697021485
ES52,51.782125854492186
ES53,50.21313451131185
ES61,49.6810910542806
ES62,40.3615353902181
ES63,62.032693481445314
ES64,40.63967666625977
CH02,68.54151407877605
CH03,90.57855428059896
CH04,92.65275115966797
CH05,50.774505615234375
CH06,64.01151885986329
CH07,53.36277847290039
CY00,42.05043360392253
CZ01,70.39998219807943
CZ02,68.10455474853515
CZ03,66.47025909423829
CZ04,64.23934580485026
CZ05,67.55679423014323
CZ06,64.43660303751628
DE40,75.22556508382162
EL53,66.90795033772787
EL54,77.95926615397136
EL61,58.757171885172525
EL62,66.7536849975586
EL63,69.16064656575521
ES70,0.0
ITC1,71.1587158203125
ITC2,36.09112828572591
DE11,82.19242045084636
DE12,86.35039774576823
DE13,81.98130238850912
DE14,81.51350911458333
DE21,73.43303985595703
DE22,75.09663289388021
DE23,70.69680379231771
DE24,72.72007548014322
DE25,76.54519602457682
DE26,78.50119984944662
DE27,76.38375498453776
DE30,77.0959950764974
EL42,47.29375508626302
LV00,61.61803359985352
ME00,68.8118886311849
MK00,62.180171712239584
MT00,34.53765589396159
NL11,77.33414052327474
NL12,79.18418579101562
EL64,57.149723052978516
EL65,64.36455942789713
ES11,95.87928721110026
ES12,88.87825571695963
ES13,89.02360127766927
ES21,94.86505635579427
ES22,81.47343393961589
ES23,75.61801096598307
ES24,63.06690495808919
ES30,57.64047012329102
IE05,69.19606119791666
IE06,69.10247955322265
IS00,40.87879638671875
ITC3,90.15245005289714
FI19,39.79651819864909
FI1B,51.60461349487305
FI1C,49.29189758300781
DEA1,90.59569803873698
DEA2,85.89248657226562
DEA3,85.59536488850911
DEA4,79.69751434326172
DEA5,80.14145914713542
DEB1,83.23406321207682
DEB2,83.25844167073568
DEB3,87.19378967285157
DEC0,89.53908081054688
DED2,79.21302388509115
DED4,70.73317311604818
DED5,77.9085454305013
DEE0,72.88454081217448
DEF0,79.774680074056
DEG0,71.82592163085937
DK01,66.53345438639323
DK02,69.56508076985678
DK03,71.53680267333985
DK04,68.45273844401042
ES41,77.21615142822266
ES42,53.692266845703124
HU23,77.86772308349609
HU31,63.75729268391927
HU32,65.42986907958985
HU33,66.9596435546875
IE04,67.6721934000651
EE00,57.92375793457031
EL30,40.37921727498372
EL41,51.73319091796875
EL43,57.31847305297852
EL51,60.0823616027832
EL52,52.98080622355143
FI20,40.43219248453776
FR10,95.46701202392578
FRB0,95.79565022786458
FRC1,95.2210464477539
FRC2,86.69228871663411
FRD1,91.50003306070964
FRD2,93.7563247680664
FRE1,89.9136957804362
FRE2,93.77805989583334
FRF1,88.25770212809245
NL13,79.30965881347656
NL21,82.93044586181641
NL22,85.89439646402995
NL23,84.44507497151693
NL31,85.15795644124348
NL32,83.60206909179688
ITG2,65.67621053059896
ITH1,30.14813372294108
ITH2,40.96114501953125
FRI3,97.85609893798828
FRJ1,82.82257130940755
FRJ2,91.08330891927083
FRK1,87.23326059977214
FRK2,81.4835418701172
FRL0,73.63847452799479
FRM0,84.36338958740234
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,53.048621368408206
TR32,58.40058517456055
TR33,61.70262985229492
HR03,81.80907338460287
HR02,85.02630615234375
HU11,62.806235249837236
HU12,64.28144098917643
HU21,71.50255686442057
HU22,78.88226776123047
