nuts,Annual Tiger Mosquito Climatic Suitability (-) ensemble None - RCP4.5 - (2071 - 2100)
PT16,84.7562973022461
PT17,69.38663787841797
FRF2,92.18479512532552
FRF3,90.0766367594401
FRG0,96.62609303792318
FRH0,91.26663055419922
FRI1,96.87700703938802
FRI2,95.2743896484375
ITC4,71.23760375976562
ITF1,78.71761728922526
ITF2,79.39989013671875
ITF3,78.71689910888672
ITF4,55.06827290852865
ITF5,70.63729197184244
ITF6,66.77956034342448
ITG1,50.591197458903
LT01,62.314900716145836
LT02,63.175227355957034
LU00,85.43310953776042
PL22,66.19695281982422
PL41,67.1866470336914
PL42,72.03738708496094
PT18,62.31051330566406
PT20,0.0
PT30,0.0
RO11,60.50406977335612
RO12,49.25153605143229
RO21,55.931740061442056
RO22,57.449378967285156
RO31,58.68716125488281
RO32,65.83250935872395
ITH3,71.13514963785808
ITH4,71.39668273925781
ITH5,78.6984639485677
ITI1,83.5232940673828
ITI2,85.55623575846354
ITI3,85.69524841308593
ITI4,76.47112375895182
LI00,62.6058848063151
FI1D,31.847479502360027
TR82,64.96647694905599
TR83,61.66409200032552
TR90,0.0
TRA1,0.0
TRA2,0.0
PL43,74.06181996663412
PL51,70.01963551839192
PL52,71.17069295247396
PL61,63.44899368286133
PL62,65.32183787027995
PL63,68.93240712483724
PL71,66.33518981933594
PL72,64.97605209350586
PL81,64.50043614705403
PL82,67.820974222819
PL84,61.3054443359375
PL91,64.67055308024088
PL92,64.60874201456706
PT11,91.82698364257813
PT15,71.30975087483723
TRB1,0.0
TRB2,0.0
TRC1,0.0
RS12,71.68457539876302
RS21,73.4484649658203
RS22,64.9431645711263
SE11,49.86879272460938
SE12,46.68218078613281
NL33,86.78099619547525
NL34,91.10462748209635
NL41,88.98059590657552
NL42,90.49327748616537
PL21,59.617392222086586
UKM6,63.96029561360677
TR22,61.912427266438804
TRC2,0.0
TRC3,0.0
UKC1,62.76047897338867
UKC2,62.91662572224935
UKD1,66.2049336751302
UKD3,71.75623931884766
UKD4,69.58231862386067
UKD6,72.9331792195638
UKD7,73.60249176025391
UKE1,67.56891530354818
UKE2,64.4668093363444
UKE3,67.15351155598958
RO41,59.8525281270345
RO42,65.66357981363932
RS11,73.77111612955729
TR41,69.1285171508789
TR42,74.62910970052083
TR51,57.72311197916667
TR52,59.32488479614258
TR61,64.69725443522135
TR62,50.67895329793294
TR63,0.0
TR71,58.46879348754883
TR72,63.49033788045247
TR81,83.16795552571615
UKK1,80.16548614501953
UKK2,78.31597951253255
UKK3,76.40989329020182
UKK4,76.04518178304036
UKL1,70.10855814615886
UKL2,69.95263264973958
UKM5,62.15942509969076
UKM7,62.69755986531575
UKM8,66.1165064493815
UKM9,65.4200215657552
UKN0,66.91342620849609
SE21,51.3133903503418
SE22,64.59098459879557
SE23,56.13490702311198
SE31,35.49852549235026
SE32,29.60830103556315
SE33,27.525298436482746
SI03,81.74853871663412
SI04,75.87912089029948
SK01,70.40304056803386
SK02,66.34434458414714
SK03,51.872623443603516
SK04,55.324808247884114
TR10,80.20789591471355
TR21,65.75526580810546
UKE4,67.9872533162435
UKF1,69.68743998209635
UKF2,71.62300262451171
UKF3,68.36406046549479
UKG1,76.03394978841146
UKG2,72.62645060221354
UKG3,77.33711954752604
UKH1,69.77231903076172
UKH2,73.48656972249348
UKH3,72.81805013020833
UKI3,82.21500549316406
UKI4,82.29022521972657
UKI5,80.01225992838542
UKI6,80.91743927001953
UKI7,80.61126912434896
UKJ1,77.20713500976562
UKJ2,83.30958302815755
UKJ3,81.62982584635417
UKJ4,81.32898712158203
NO09,41.404317982991536
NO0A,45.63310241699219
NO0B,31.910977427164713
HR05,90.43659871419271
HR06,88.49721984863281
NO02,26.580563227335613
NO06,38.531052907307945
NO07,29.121017074584962
NO08,38.5649055480957
