nuts,Annual Tiger Mosquito Climatic Suitability (-) ensemble None - RCP4.5 - (2041 - 2070)
DE50,79.0006581624349
DE60,78.91070556640625
DE71,79.56196441650391
DE72,74.0748908996582
DE73,68.04335428873698
DE80,72.71147791544597
DE91,72.23777770996094
BG41,58.05134925842285
BG42,59.804578145345054
CH01,50.162543614705406
AT32,41.75627555847168
AT33,39.34401563008626
AT34,51.94325091044108
BE10,90.5993886311849
BE23,88.90841929117839
BE24,89.72725219726563
BE25,86.40920511881511
BE31,88.27544809977213
BE32,87.84857889811198
BE33,80.97358932495118
BE34,78.27594045003255
BE35,84.15584564208984
BG31,58.90946464538574
BG32,63.41704953511556
BG33,66.92823816935221
BG34,65.8000981648763
DE92,76.49395167032877
DE93,76.19725341796875
DE94,76.41623662312826
CZ07,56.25416666666667
CZ08,54.71448237101237
AL01,70.981201171875
AL02,76.77519353230794
AL03,75.65672505696615
AT11,75.35181681315105
AT12,68.57123006184896
AT13,76.7089464823405
AT21,46.20336443583171
AT22,48.99340744018555
AT31,67.22055486043294
DK05,59.829410044352215
BE21,89.14957326253256
BE22,89.4173365275065
ES43,54.99159291585286
ES51,66.96318893432617
ES52,53.494306310017905
ES53,51.172036743164064
ES61,50.71757456461589
ES62,42.83223037719726
ES63,64.86761474609375
ES64,42.81158599853516
CH02,65.71415990193685
CH03,87.25573552449545
CH04,89.58532053629557
CH05,48.927106857299805
CH06,61.20335693359375
CH07,51.60345217386882
CY00,42.08052101135254
CZ01,66.13426005045572
CZ02,63.482129923502605
CZ03,61.84217872619629
CZ04,59.648917007446286
CZ05,62.87109820048014
CZ06,59.39599583943685
DE40,70.82021052042643
EL53,64.02133267720541
EL54,78.36706720987955
EL61,59.86489753723144
EL62,68.9489028930664
EL63,71.00763142903646
ES70,0.0
ITC1,69.08444188435872
ITC2,34.408105341593426
DE11,78.74969838460287
DE12,83.08967946370443
DE13,78.34515126546223
DE14,77.6522715250651
DE21,69.98307317097982
DE22,71.20588556925456
DE23,65.8929842631022
DE24,68.25263366699218
DE25,72.45350748697916
DE26,74.36715723673503
DE27,72.91616694132487
DE30,72.6184466044108
EL42,48.02052307128906
LV00,55.137102127075195
ME00,65.64011866251627
MK00,59.34060656229655
MT00,34.66782671610515
NL11,72.9255605061849
NL12,74.91086705525716
EL64,59.61791229248047
EL65,66.71722259521485
ES11,94.77210973103841
ES12,87.1446907043457
ES13,87.47305450439453
ES21,93.91569671630859
ES22,81.31936492919922
ES23,74.25980148315429
ES24,63.09343198140462
ES30,58.14587987263997
IE05,67.82800521850587
IE06,67.48507486979166
IS00,36.6891279856364
ITC3,89.05987116495768
FI19,34.97472724914551
FI1B,45.61629524230957
FI1C,43.38095003763835
DEA1,87.76908162434896
DEA2,82.41744435628256
DEA3,81.89942296346028
DEA4,75.2953987121582
DEA5,75.93591639200847
DEB1,78.95745747884115
DEB2,79.14200744628906
DEB3,83.5706792195638
DEC0,86.3836675008138
DED2,75.75435740152994
DED4,66.63134651184082
DED5,74.2663360595703
DEE0,68.31729354858399
DEF0,74.57164942423502
DEG0,66.97020161946615
DK01,59.92735481262207
DK02,63.05973828633626
DK03,65.56949729919434
DK04,62.34984664916992
ES41,76.53492584228516
ES42,55.190755208333336
HU23,74.11281560262044
HU31,59.339887110392254
HU32,61.27160911560058
HU33,62.79351615905762
IE04,66.63402150472005
EE00,51.07510630289713
EL30,41.994742965698244
EL41,52.761623255411784
EL43,59.879007212320964
EL51,61.243835576375325
EL52,53.88504219055176
FI20,32.93382968902588
FR10,93.92611872355143
FRB0,94.05427703857421
FRC1,93.16306788126627
FRC2,83.98994318644206
FRD1,89.09106216430663
FRD2,91.59922561645507
FRE1,86.98677419026693
FRE2,91.49403076171875
FRF1,85.3101437886556
NL13,75.01284815470378
NL21,78.87854232788087
NL22,82.1052370707194
NL23,80.3972287495931
NL31,81.22187143961588
NL32,79.43439407348633
ITG2,67.02273890177409
ITH1,28.457509358723957
ITH2,37.9714552561442
FRI3,97.08493982950846
FRJ1,82.34543380737304
FRJ2,90.64382883707682
FRK1,84.34471689860025
FRK2,79.32897771199545
FRL0,72.3141855875651
FRM0,83.98923950195312
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,54.28832867940267
TR32,60.20995979309082
TR33,62.594733301798506
HR03,80.81129557291666
HR02,82.05553563435872
HU11,58.77847696940104
HU12,59.93986523946126
HU21,67.84161122639973
HU22,75.19119440714518
PT16,85.86081186930339
PT17,71.31552429199219
FRF2,89.66860758463541
FRF3,87.27690277099609
FRG0,95.3293337504069
FRH0,88.93335291544597
FRI1,96.77886555989583
FRI2,93.66805648803711
ITC4,69.89349924723307
ITF1,77.67737019856771
ITF2,80.35314331054687
ITF3,79.75283711751302
ITF4,56.958744049072266
ITF5,71.44418970743816
ITF6,68.09393742879232
ITG1,52.18951733907064
LT01,56.241832224528
LT02,56.862741470336914
LU00,81.73031260172526
PL22,61.27678159077962
PL41,62.45446612040202
PL42,67.26281305948893
PT18,64.58501345316569
PT20,0.0
PT30,0.0
RO11,56.370675786336264
RO12,45.4775094350179
RO21,52.97071901957194
RO22,55.865216700236004
RO31,56.32001813252767
RO32,63.185503260294595
ITH3,69.19097162882487
ITH4,69.86718724568685
ITH5,76.43130264282226
ITI1,82.97115275065104
ITI2,84.72341181437174
ITI3,84.61274337768555
ITI4,77.14926071166992
LI00,58.98512306213379
FI1D,28.59334882100423
TR82,61.76172345479329
TR83,59.04597829182943
TR90,0.0
TRA1,0.0
TRA2,0.0
PL43,70.26910247802735
PL51,65.88598988850912
PL52,66.80814463297526
PL61,57.922327931722
PL62,59.490346908569336
PL63,63.1534231821696
PL71,61.09039484659831
PL72,59.65449816385905
PL81,59.20382359822591
PL82,62.61123936971028
PL84,55.34322446187337
PL91,59.61879615783691
PL92,59.261220169067386
PT11,91.76962763468424
PT15,72.80894037882487
TRB1,0.0
TRB2,0.0
TRC1,0.0
RS12,68.28561350504557
RS21,69.88048807779948
RS22,61.325279998779294
SE11,41.17754084269206
SE12,39.84853274027507
NL33,83.19191258748373
NL34,88.2846908569336
NL41,85.67487233479818
NL42,87.76538441975912
PL21,54.66839472452799
UKM6,62.34136123657227
TR22,65.46824862162272
TRC2,0.0
TRC3,0.0
UKC1,59.923649088541666
UKC2,60.56660919189453
UKD1,64.35086123148601
UKD3,68.9200663248698
UKD4,67.3009740193685
UKD6,69.26929626464843
UKD7,70.34508666992187
UKE1,62.61475677490235
UKE2,61.21127586364746
UKE3,62.957871500651045
RO41,57.114284133911134
RO42,61.77105611165364
RS11,71.35472284952799
TR41,69.4072036743164
TR42,74.75117899576823
TR51,56.00735778808594
TR52,57.6607551574707
TR61,65.5559211730957
TR62,50.824252700805665
TR63,0.0
TR71,56.54264437357585
TR72,61.10225118001302
TR81,82.3353141784668
UKK1,75.59314931233725
UKK2,74.52117436726888
UKK3,73.36871007283528
UKK4,72.90553868611654
UKL1,67.96055959065755
UKL2,67.49697392781576
UKM5,59.9746711730957
UKM7,60.12144317626953
UKM8,64.59642766316732
UKM9,63.88131167093913
UKN0,66.01187744140626
SE21,44.58222147623698
SE22,57.93490371704102
SE23,50.3164301554362
SE31,32.801116116841634
SE32,28.173566754659017
SE33,26.156547864278156
SI03,78.21282755533854
SI04,72.93129653930664
SK01,66.83842531840007
SK02,62.0249516805013
SK03,47.42985967000325
SK04,50.372288640340166
TR10,84.82360178629557
TR21,68.87289657592774
UKE4,64.89031600952148
UKF1,65.41486002604167
UKF2,66.35404167175292
UKF3,63.04316151936849
UKG1,71.37169952392578
UKG2,68.83388824462891
UKG3,72.61745045979818
UKH1,64.78722012837729
UKH2,68.38000818888347
UKH3,68.43310139973958
UKI3,77.93604024251302
UKI4,78.08906809488933
UKI5,75.66052042643229
UKI6,76.38905614217123
UKI7,75.9689826965332
UKJ1,72.11866785685221
UKJ2,79.33781102498372
UKJ3,77.22084070841471
UKJ4,77.0444435119629
NO09,39.078590393066406
NO0A,43.5020746866862
NO0B,28.015121587117513
HR05,87.83562571207682
HR06,85.84666188557942
NO02,25.37812875111898
NO06,37.08207054138184
NO07,27.68759905497233
NO08,35.486989720662436
