nuts,July Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,6.304426979400896
DE60,8.152321160873356
DE71,13.865257398916528
DE72,10.90610683889907
DE73,9.923642665215619
DE80,8.232673375832114
DE91,8.857744315449278
BG41,19.10480023879835
BG42,24.70348726483394
CH01,8.029996629700129
AT32,4.173274449389382
AT33,4.25632570917364
AT34,4.923079018522215
BE10,11.252350847472654
BE23,11.050551462376554
BE24,10.992249996243952
BE25,11.143249308526817
BE31,10.605652472979145
BE32,11.07992525884932
BE33,9.2749868967575
BE34,9.823353123634115
BE35,9.737824991944043
BG31,25.347020563725103
BG32,23.40534344328797
BG33,24.51317574559189
BG34,25.41218445771937
DE92,8.328774205976705
DE93,8.284956312011905
DE94,8.117787436509685
CZ07,11.323576545988502
CZ08,9.018232408042266
AL01,22.87949617624371
AL02,30.018083297240494
AL03,31.478743781000826
AT11,15.130935490599656
AT12,11.62811616795894
AT13,16.526551855621467
AT21,5.024830482001709
AT22,6.1398701997442275
AT31,6.564094112575577
DK05,8.328850709089506
BE21,10.9496027908553
BE22,10.636134328380168
ES43,47.39022748742154
ES51,29.489043511368934
ES52,41.964125646978275
ES53,30.811291991471276
ES61,47.393062537434254
ES62,48.18019129904574
ES63,0.0
ES64,0.0
CH02,7.560828809557425
CH03,9.534998804680496
CH04,9.223638378275483
CH05,6.411624164265547
CH06,6.1407328482102495
CH07,7.227651792442585
CY00,44.59356598000534
CZ01,11.483396513440143
CZ02,11.030046546240357
CZ03,9.316311871456941
CZ04,10.386721086839751
CZ05,9.678217724820817
CZ06,12.774021184962733
DE40,9.961089754692974
EL53,32.16244297719358
EL54,32.05788268564583
EL61,32.73482674025176
EL62,0.0
EL63,37.291969196772875
ES70,0.0
ITC1,15.861736683657142
ITC2,10.22167564069298
DE11,11.868646359780662
DE12,12.758370830933364
DE13,10.24913165841567
DE14,8.367527068265149
DE21,7.097439867965543
DE22,8.958236037775704
DE23,10.511334684263685
DE24,11.127666098808845
DE25,12.701185018560357
DE26,12.406380616762338
DE27,7.980345071453608
DE30,10.765563968304475
EL42,36.23369518100153
LV00,8.42065448390926
ME00,17.95991322331487
MK00,28.460216455337612
MT00,0.0
NL11,6.5270885522650675
NL12,6.58059402404919
EL64,38.19159289451025
EL65,41.82764994793548
ES11,21.226512270399052
ES12,10.344619644642902
ES13,10.269436331700197
ES21,13.955861158539951
ES22,26.722761218826584
ES23,27.06234950184718
ES24,38.22858144277611
ES30,46.35311548594329
IE05,4.809773402458895
IE06,5.504490235279755
IS00,3.7495391026138947
ITC3,17.034006754009074
FI19,6.946995430046087
FI1B,9.897631725651182
FI1C,8.72389065333936
DEA1,10.664101732429756
DEA2,9.891920303524131
DEA3,9.973728999690412
DEA4,8.462076752079684
DEA5,8.627157815273636
DEB1,12.164559085565694
DEB2,12.13044759897946
DEB3,15.204450188778724
DEC0,14.83110080475005
DED2,9.141139121661823
DED4,8.546931373516077
DED5,11.167164621491805
DEE0,10.471014091772558
DEF0,7.456984934151819
DEG0,10.878235680640246
DK01,10.38896451562457
DK02,9.554156055264043
DK03,8.078923384157635
DK04,7.5182329910108425
ES41,35.28990782161554
ES42,50.23353172283742
HU23,19.16907452724826
HU31,19.087376342048657
HU32,20.094784725259814
HU33,20.417164979176114
IE04,4.399180416445494
EE00,8.792102561852454
EL30,52.96846422487565
EL41,50.197243660382206
EL43,50.719533848152274
EL51,30.489480256054073
EL52,30.19139961966723
FI20,8.954682146332024
FR10,16.29920038806879
FRB0,18.067362408458543
FRC1,15.69554082438657
FRC2,14.072387728464163
FRD1,12.664769217322368
FRD2,12.804343706713125
FRE1,12.014635045071403
FRE2,13.369695338142089
FRF1,13.684785624297263
NL13,7.910837405931754
NL21,9.911238424245571
NL22,10.95792456866056
NL23,9.614832522076808
NL31,11.151899976462694
NL32,9.40932338261706
ITG2,41.963927860716474
ITH1,6.8060133746818146
ITH2,8.036795880978744
FRI3,21.25892573023162
FRJ1,31.161041565552484
FRJ2,20.424977180344428
FRK1,15.679584400298133
FRK2,17.629163084134788
FRL0,31.044975882671356
FRM0,27.305243043699225
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,55.001920789166256
TR32,50.4880655780614
TR33,46.18268158766839
HR03,22.019871790060176
HR02,17.591222165926528
HU11,20.299762687175942
HU12,20.19356179934079
HU21,19.118408078351372
HU22,18.12788341493882
PT16,39.03401118944081
PT17,40.90863812781965
FRF2,14.26591602749777
FRF3,14.696515487149265
FRG0,18.063383982844886
FRH0,13.916222910106985
FRI1,18.7398146214992
FRI2,15.924816720397992
ITC4,15.148813522769778
ITF1,25.31735159797365
ITF2,30.51527599383197
ITF3,33.031708638349336
ITF4,42.47729640423513
ITF5,39.39726825125035
ITF6,30.58226060215981
ITG1,42.05559419199828
LT01,8.798442011443791
LT02,8.535660016789258
LU00,11.886740361283929
PL22,10.596193381500191
PL41,13.06004119326685
PL42,8.638830388746799
PT18,45.647261834762865
PT20,0.0
PT30,0.0
RO11,12.2546705707762
RO12,10.65520425454959
RO21,15.60398795141115
RO22,24.02560568284021
RO31,20.955017005463922
RO32,19.857508214032823
ITH3,13.321704882983862
ITH4,10.78072946187426
ITH5,22.93805511275974
ITI1,26.851771166165065
ITI2,31.554986112423233
ITI3,26.552096700245823
ITI4,30.25710332999803
LI00,5.0893716903310064
FI1D,4.3446296581127966
TR82,31.132397331233708
TR83,32.68315260073685
TR90,16.652956149275006
TRA1,33.004547994676585
TRA2,14.347446809089694
PL43,12.406188639764004
PL51,10.958165776389698
PL52,11.609402629261785
PL61,11.181810040547974
PL62,9.016391943063654
PL63,7.464575174284215
PL71,13.428856799615318
PL72,10.817038614642819
PL81,10.71614979186979
PL82,9.880700343324326
PL84,10.635926623846384
PL91,12.286523420953577
PL92,11.686153240327092
PT11,30.86845149723577
PT15,45.635555632949284
TRB1,52.2240273569366
TRB2,52.31230556697843
TRC1,57.670737610559414
RS12,21.747984159441287
RS21,18.801770857047675
RS22,23.145124449020212
SE11,10.337856774860619
SE12,8.781173753173068
NL33,10.152532297261022
NL34,10.952213568599266
NL41,10.879189505669165
NL42,10.92264747130077
PL21,8.680572353990476
UKM6,3.788078344843248
TR22,47.645865158171254
TRC2,64.79748223095878
TRC3,64.46845952593196
UKC1,7.1750792912876635
UKC2,6.427847153147877
UKD1,4.953365295755074
UKD3,6.398798707059141
UKD4,5.206562124418497
UKD6,6.849251541319995
UKD7,6.011212262457145
UKE1,8.83524793274823
UKE2,7.87858577281338
UKE3,9.13125990015996
RO41,22.89554439845195
RO42,15.363761800065417
RS11,22.61622326567995
TR41,39.72134294264442
TR42,25.679392396116455
TR51,44.82466278562527
TR52,49.89675364108915
TR61,41.944726465717494
TR62,39.147701139818075
TR63,49.61704635009049
TR71,50.77275561949269
TR72,45.97357724832384
TR81,22.9274644666165
UKK1,10.234848417981434
UKK2,9.241691068455188
UKK3,7.333701884334525
UKK4,7.1555163948750335
UKL1,5.825158310222944
UKL2,6.611243947636195
UKM5,5.5384947139745595
UKM7,5.189884962296412
UKM8,4.207384832401698
UKM9,5.320573143976458
UKN0,4.3394508627612955
SE21,8.663128642546887
SE22,7.981319946683014
SE23,7.961284956841437
SE31,6.710017906750852
SE32,5.006033553484311
SE33,4.931313389286716
SI03,11.458060057091012
SI04,11.50660966891185
SK01,18.58813391020976
SK02,16.452273162343083
SK03,10.56531769883738
SK04,11.400518789395303
TR10,33.25042462908828
TR21,38.18206500375952
UKE4,8.270343947164656
UKF1,9.582402995032531
UKF2,10.481788342732282
UKF3,10.258685474012427
UKG1,9.656148486613532
UKG2,8.117467099437231
UKG3,9.489985238964124
UKH1,10.20405185226784
UKH2,11.786922045796912
UKH3,11.932431867113825
UKI3,12.997196748200295
UKI4,12.790983053337415
UKI5,12.583034784306479
UKI6,11.680968066901023
UKI7,12.44722869466901
UKJ1,10.927726333436741
UKJ2,11.773204795474404
UKJ3,11.744291562404978
UKJ4,11.169747407189067
NO09,7.826563741744232
NO0A,3.993986705170879
NO0B,0.0
HR05,16.28453646521892
HR06,15.80519100220824
NO02,5.4185486054207095
NO06,3.295426549092978
NO07,4.213804357267016
NO08,6.989374755163416
