nuts,May Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
DE50,6.110930930960717
DE60,7.139425273734132
DE71,6.8692064423370605
DE72,5.97874890031429
DE73,5.082372018845341
DE80,8.074072345712
DE91,6.188969439836839
BG41,9.804376674535003
BG42,13.878066805334077
CH01,2.0979677623550037
AT32,3.013467633925475
AT33,2.3422860608774756
AT34,2.8323216846722628
BE10,6.4146198330069994
BE23,6.203068189789948
BE24,6.339020701008754
BE25,6.120890607963424
BE31,6.109942628237078
BE32,5.920382811238074
BE33,5.233770499143479
BE34,4.490548226359728
BE35,5.217086109689418
BG31,13.240016773742122
BG32,13.360751338374584
BG33,12.616961230443863
BG34,13.78285616338578
DE92,6.073540567992239
DE93,7.170686368004038
DE94,6.194699143221899
CZ07,7.666071054072069
CZ08,6.696221837690594
AL01,9.065580422034664
AL02,12.972890285286812
AL03,14.959292626003798
AT11,9.877438287307992
AT12,8.233329469939509
AT13,11.509261662080782
AT21,3.4362838864027005
AT22,4.527237524103791
AT31,4.844186827231829
DK05,6.703378032477805
BE21,6.615039428116079
BE22,6.409887039816058
ES43,25.065047584626498
ES51,16.168133213136745
ES52,23.243816953829345
ES53,17.179940691556578
ES61,27.37535586806799
ES62,30.024781528193976
ES63,0.0
ES64,0.0
CH02,3.094062034019186
CH03,4.245412354068419
CH04,4.314940058379452
CH05,2.489719405771965
CH06,2.8021647314801026
CH07,2.441968827057368
CY00,34.884489426722155
CZ01,8.879365670853742
CZ02,9.154608993299343
CZ03,6.483795423138602
CZ04,8.6387845583831
CZ05,7.531711047002135
CZ06,9.262092893369857
DE40,9.223753404480789
EL53,16.504125129856266
EL54,15.504476461641396
EL61,20.203752384329423
EL62,0.0
EL63,20.65109365381269
ES70,0.0
ITC1,5.760591839354034
ITC2,1.8633344503225504
DE11,6.261506991897433
DE12,6.355177516427598
DE13,4.896068033868283
DE14,4.64531178542611
DE21,4.980200350273694
DE22,6.4855882382019905
DE23,6.780982221153461
DE24,7.013652312210805
DE25,6.728589896094087
DE26,6.5873500409953785
DE27,4.720243564674999
DE30,9.814677688038877
EL42,25.016910652376637
LV00,8.390601927864768
ME00,7.6168511547886695
MK00,14.974671328830846
MT00,0.0
NL11,5.904866649107168
NL12,6.009613654952078
EL64,23.1619181179898
EL65,24.628828227842575
ES11,6.829090807202645
ES12,3.9484428358585104
ES13,5.085450290134211
ES21,6.98523559911428
ES22,12.956577293940587
ES23,12.070166582157727
ES24,20.784089689933264
ES30,21.031470456320744
IE05,4.067575732941877
IE06,4.584916025540164
IS00,2.554938439090962
ITC3,5.109103516284729
FI19,7.022104710000264
FI1B,9.300919485238506
FI1C,8.44061987260201
DEA1,6.459308815106394
DEA2,5.462511710056758
DEA3,6.781551119227655
DEA4,5.526312201520389
DEA5,5.465974513196892
DEB1,6.000814072126567
DEB2,5.011248736880424
DEB3,7.16887525145125
DEC0,5.385825990064057
DED2,7.952344807745728
DED4,6.614633603824891
DED5,8.686732753740802
DEE0,8.197072564061983
DEF0,6.8074988006848685
DEG0,6.376711693482638
DK01,8.275385832394706
DK02,7.180938130230329
DK03,6.5484093937818155
DK04,6.586930457398588
ES41,16.012886963705505
ES42,24.915470095112667
HU23,12.216972531282178
HU31,13.080912726887973
HU32,13.27331863841053
HU33,13.750588647642566
IE04,4.195087987825492
EE00,7.774258897708585
EL30,33.783283178233354
EL41,22.678381715733014
EL43,34.007633373235926
EL51,17.33811023061215
EL52,16.469274149880842
FI20,5.751293748522459
FR10,5.895551446268203
FRB0,6.935386860110686
FRC1,6.177173935746866
FRC2,5.024920937257208
FRD1,5.823548261619446
FRD2,5.625980413891039
FRE1,5.895994164978183
FRE2,5.56281109267811
FRF1,6.159764824141702
NL13,6.430650437791751
NL21,6.831086612091439
NL22,6.774097595729372
NL23,6.962075668398529
NL31,6.447245573872979
NL32,5.8036948815577585
ITG2,22.012428442136073
ITH1,2.1184635986021787
ITH2,2.984810860679134
FRI3,7.149936484709399
FRJ1,12.827048028419593
FRJ2,7.647972106848071
FRK1,6.011639037709829
FRK2,6.552451066325296
FRL0,13.259224442009355
FRM0,10.973841335997898
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,28.632151078809244
TR32,31.351729274387484
TR33,26.816806227224983
HR03,8.12006827927454
HR02,9.566986095406776
HU11,12.661212835704823
HU12,13.252934962788377
HU21,12.072409911022453
HU22,11.609368040357008
PT16,16.856497303129196
PT17,21.265765653270268
FRF2,5.392471864097191
FRF3,4.980162526597568
FRG0,7.351076933116899
FRH0,6.396206275854909
FRI1,6.913847760040771
FRI2,5.04673432635876
ITC4,7.177705960186431
ITF1,11.155932923183691
ITF2,15.328405001504297
ITF3,16.17920505134272
ITF4,23.865189041460198
ITF5,20.595362200364637
ITF6,15.088820448612408
ITG1,28.668555094522553
LT01,7.348143477033195
LT02,8.277551771039743
LU00,4.800685942467718
PL22,7.8331168627341485
PL41,10.051182826125553
PL42,8.18205312420673
PT18,24.83701855174699
PT20,0.0
PT30,0.0
RO11,6.421597697196565
RO12,5.389644089268532
RO21,10.711365253032438
RO22,14.356382493922888
RO31,13.339766699022848
RO32,13.743958269606892
ITH3,6.757634479054898
ITH4,4.729993495041607
ITH5,10.530809884402592
ITI1,11.098074526418863
ITI2,13.58177850386019
ITI3,10.848636855852735
ITI4,11.63238074140625
LI00,2.4563743460700143
FI1D,4.701927091098385
TR82,12.182571721969236
TR83,12.793089254537476
TR90,5.262721678934191
TRA1,10.371649100774414
TRA2,6.732689156596937
PL43,9.853085183141598
PL51,9.095080842143046
PL52,8.999546090459276
PL61,9.49085224813125
PL62,8.200526655232295
PL63,8.170732081587195
PL71,10.270826958173458
PL72,8.50958606549837
PL81,8.813779926707015
PL82,7.059927515961197
PL84,8.833829416141072
PL91,9.98130066283213
PL92,9.595247803750777
PT11,11.445541979906821
PT15,26.547893429118684
TRB1,23.936500529261032
TRB2,13.747786012554643
TRC1,35.88864210281528
RS12,13.920755303107988
RS21,10.356672209938909
RS22,12.30393927291954
SE11,7.586050922861738
SE12,8.362422078326574
NL33,5.9750202390453415
NL34,6.1825774695564935
NL41,6.475659162660082
NL42,6.583158274293572
PL21,6.230418467382392
UKM6,3.2194407937831517
TR22,22.530202870726203
TRC2,42.65908788800302
TRC3,44.92898555765121
UKC1,4.159856201831302
UKC2,3.8687144154941246
UKD1,3.617567950350592
UKD3,4.601435455700519
UKD4,4.199947959838013
UKD6,5.046502898950383
UKD7,5.147086657341694
UKE1,5.639773499289671
UKE2,4.673530444000045
UKE3,5.887655947055412
RO41,13.41451924697979
RO42,8.659030318847499
RS11,13.46971015921801
TR41,21.85152166920194
TR42,9.991565673661071
TR51,26.22856029359888
TR52,29.571754318616783
TR61,24.52413735439211
TR62,21.419307637708894
TR63,26.698956841361795
TR71,27.487081542872613
TR72,18.57526320545463
TR81,7.456047773714223
UKK1,6.343452962044794
UKK2,5.824246133698119
UKK3,5.518647656268683
UKK4,5.026147249767107
UKL1,4.311990456773594
UKL2,4.758980725915906
UKM5,3.356405585034096
UKM7,3.817430400971215
UKM8,4.809223275102426
UKM9,4.1543606365026795
UKN0,4.191175291031442
SE21,9.577135345052712
SE22,8.326759261170759
SE23,7.7035157710997675
SE31,6.840868978790882
SE32,6.020570540630204
SE33,5.2007723338299385
SI03,7.016526452475176
SI04,5.643754200665398
SK01,14.287251004739355
SK02,10.627486040839008
SK03,6.405926707720044
SK04,7.411395638424027
TR10,14.60355878596412
TR21,20.314687018581612
UKE4,5.309277763490192
UKF1,5.832628502103601
UKF2,6.401191578914252
UKF3,6.972136209407715
UKG1,5.920488239785408
UKG2,5.412438135167297
UKG3,5.859638995947783
UKH1,6.852098410688143
UKH2,6.9786809077055585
UKH3,6.7481967113441526
UKI3,7.261100463794794
UKI4,7.096378761020789
UKI5,7.0075462321921655
UKI6,7.283173685332193
UKI7,7.0190218670493145
UKJ1,6.634343579395945
UKJ2,7.3307696164594205
UKJ3,7.47113099348163
UKJ4,6.7894874968829875
NO09,5.815401218153489
NO0A,4.024309839984305
NO0B,0.0
HR05,9.760895007191131
HR06,9.855030470000909
NO02,5.212646540148499
NO06,4.6879873967135355
NO07,3.231724007551732
NO08,6.265529790420989
