nuts,Summer Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,7.203653316628373
DE60,8.440288034817863
DE71,13.838607448527947
DE72,11.03343740066142
DE73,9.862908951224215
DE80,9.315918833859728
DE91,9.192377961590962
BG41,18.371646995471778
BG42,24.270037311008803
CH01,7.100379961817046
AT32,4.193815778528466
AT33,4.332310553517539
AT34,4.810158396098427
BE10,10.518981170641256
BE23,10.363862085268082
BE24,10.365406237476458
BE25,10.48342401157944
BE31,10.053364906728532
BE32,10.567027915732938
BE33,8.91514099088572
BE34,10.221515170697723
BE35,9.695483339247026
BG31,23.44347672428273
BG32,22.053780240920062
BG33,23.051439575373404
BG34,23.669320841568425
DE92,8.52096893820998
DE93,8.724901390060413
DE94,8.108125448724474
CZ07,10.623644330791343
CZ08,8.797350670514723
AL01,21.46335949449352
AL02,27.917410599792074
AL03,29.871431082679482
AT11,13.707831852638636
AT12,11.54618073724425
AT13,15.826942170701829
AT21,4.9638773026058605
AT22,5.657707785645281
AT31,6.985123704037794
DK05,8.907793830771551
BE21,10.401649193371098
BE22,10.269216967252902
ES43,44.067394471536296
ES51,25.953155315861242
ES52,37.96941363817591
ES53,29.537887174421318
ES61,44.17605614571156
ES62,44.86712389272013
ES63,0.0
ES64,0.0
CH02,7.512399008513384
CH03,9.04354955157259
CH04,8.855708921267079
CH05,6.014618684865049
CH06,5.954815863725931
CH07,6.509546699767697
CY00,44.813602071526724
CZ01,12.537225203332145
CZ02,12.145697080116692
CZ03,9.315432516199106
CZ04,11.126087469174278
CZ05,10.090546235350605
CZ06,12.124952627734235
DE40,11.766197940293727
EL53,29.151389011710243
EL54,29.645030401458516
EL61,32.00013394638301
EL62,0.0
EL63,36.66829897629336
ES70,0.0
ITC1,14.125601978009387
ITC2,8.93449573936963
DE11,11.607746379719819
DE12,12.494077707454759
DE13,10.053062786842753
DE14,7.972321326892768
DE21,7.0154607332461145
DE22,8.594069025519948
DE23,10.781861772823978
DE24,11.339002231158139
DE25,11.845379315196993
DE26,12.32712507290247
DE27,7.688034319378161
DE30,12.464042412243026
EL42,34.936216938766535
LV00,9.401263226951128
ME00,17.461860379436015
MK00,26.673509871582798
MT00,0.0
NL11,7.004369795412489
NL12,6.668845169366241
EL64,38.22501925225025
EL65,42.21143724809902
ES11,20.29027555405942
ES12,10.138148415905675
ES13,10.064740400704364
ES21,13.179916824848696
ES22,24.793455783208785
ES23,24.41374814718576
ES24,34.43756304238804
ES30,42.053974609996786
IE05,5.3448148673395055
IE06,5.607824774281763
IS00,4.084570816468225
ITC3,14.362993270417062
FI19,7.5110806947083635
FI1B,9.434694188860757
FI1C,8.645339854922565
DEA1,10.099030551192877
DEA2,9.558526070212007
DEA3,9.908748372866642
DEA4,8.634258429346438
DEA5,8.572954248400315
DEB1,12.045086045076793
DEB2,12.131481720187223
DEB3,14.913784942769036
DEC0,14.315210883911202
DED2,10.265075096431964
DED4,9.37409976675031
DED5,12.124896294745653
DEE0,11.404121320774001
DEF0,8.39810482677171
DEG0,10.908786200010445
DK01,10.881898206863289
DK02,9.766274228219464
DK03,8.707962690525203
DK04,8.59988633260903
ES41,32.66629626443187
ES42,45.50336378041301
HU23,18.948354859710626
HU31,18.10610799207652
HU32,20.38828761410588
HU33,21.21380749500898
IE04,4.133842263234895
EE00,8.605472028493484
EL30,52.886280601025575
EL41,45.3070901372522
EL43,48.52802557078725
EL51,30.555349532409995
EL52,27.864897602433306
FI20,8.418664487247453
FR10,16.2126341987417
FRB0,17.88757384660596
FRC1,15.306983349918692
FRC2,13.735555249549618
FRD1,12.282034029024423
FRD2,12.321399132780519
FRE1,11.323408953272025
FRE2,13.152558557618985
FRF1,13.393688965785369
NL13,7.79068769381303
NL21,9.011906202819532
NL22,10.137761903976317
NL23,8.697741774312636
NL31,10.21069279094055
NL32,8.587979221140477
ITG2,39.0901660023893
ITH1,6.144027604584997
ITH2,6.8342764437662025
FRI3,19.6512383841929
FRJ1,27.026257008588924
FRJ2,17.630497944541112
FRK1,14.73801949625128
FRK2,15.682980385719747
FRL0,27.359930439631437
FRM0,24.066529655926846
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,50.51441248682888
TR32,48.127454547500754
TR33,45.15122545904553
HR03,20.385151358257318
HR02,17.575583210365625
HU11,19.18636241948868
HU12,19.598821303920094
HU21,18.30158344638365
HU22,16.592476971315225
PT16,35.79824635305436
PT17,37.38885745274101
FRF2,14.40946628822645
FRF3,14.330332362204404
FRG0,17.64593065785216
FRH0,13.44367916796539
FRI1,16.80811470154086
FRI2,14.719882390368273
ITC4,14.1008198551079
ITF1,23.509309060029103
ITF2,29.55999241973349
ITF3,31.055972945489277
ITF4,39.57952612857526
ITF5,36.041180223599106
ITF6,28.4255017638247
ITG1,39.59488321683003
LT01,10.107712169492862
LT02,9.91147754962072
LU00,11.929989808680874
PL22,10.051081180660042
PL41,13.00187100057795
PL42,10.087951276606008
PT18,41.68639276959678
PT20,0.0
PT30,0.0
RO11,12.341096913646837
RO12,10.606701232965092
RO21,15.5987244497897
RO22,23.194412914156352
RO31,19.800361528855053
RO32,19.29206053042156
ITH3,12.893595543509916
ITH4,9.658002773923238
ITH5,20.497012354515167
ITI1,23.90559759042278
ITI2,28.617399079559732
ITI3,25.02646017279207
ITI4,27.18824295567669
LI00,4.821077437978852
FI1D,4.656767268632746
TR82,29.5193125322343
TR83,31.359067607495625
TR90,15.496239295639715
TRA1,31.440261590634535
TRA2,15.431514556447649
PL43,13.190789077824345
PL51,10.955812944496273
PL52,11.243924451282371
PL61,10.930721558668587
PL62,9.950789352392604
PL63,8.999146412693296
PL71,12.606110922819914
PL72,10.913532300716628
PL81,10.279572600284183
PL82,8.957795768620343
PL84,10.765687908355982
PL91,11.244984280948131
PL92,11.259493729228502
PT11,28.57135921210218
PT15,42.357157116200376
TRB1,49.88112765499162
TRB2,48.114375427315444
TRC1,56.52700303611429
RS12,22.08679924112603
RS21,18.694455507751826
RS22,22.364800667444076
SE11,9.340713486117217
SE12,8.540471450502944
NL33,9.395742684301618
NL34,10.105909529438456
NL41,10.472061891440475
NL42,10.571769920817557
PL21,8.064955795212137
UKM6,3.588749796402282
TR22,43.555986555534524
TRC2,62.74566316389688
TRC3,62.88929380425443
UKC1,6.429859685419716
UKC2,5.72766755624979
UKD1,4.883920878723439
UKD3,6.012686836064064
UKD4,4.937399276788353
UKD6,6.907425404371311
UKD7,6.100062406272743
UKE1,9.18544799502588
UKE2,7.348772023771273
UKE3,9.258537521716839
RO41,20.40179097583578
RO42,16.12743966782907
RS11,22.007284115714366
TR41,38.965308120955484
TR42,25.106541192999256
TR51,44.36991893882341
TR52,48.038943345381206
TR61,40.61402059560243
TR62,37.49396134815944
TR63,47.01248812486377
TR71,47.874074323232364
TR72,42.8301410168534
TR81,23.233020502455272
UKK1,10.831592496982076
UKK2,9.904036995222786
UKK3,8.587587260224396
UKK4,8.375151584603845
UKL1,5.928866063482047
UKL2,7.162960676410296
UKM5,4.570347697369076
UKM7,4.5868777191530254
UKM8,4.3822518321083805
UKM9,4.954295648406787
UKN0,4.269931478500024
SE21,9.693402436204646
SE22,9.460036687135776
SE23,8.52492108410802
SE31,6.834732411255265
SE32,5.544210918288248
SE33,5.231056383178895
SI03,11.662340627160969
SI04,10.534445126078603
SK01,17.595052967442506
SK02,15.388249417954528
SK03,9.656684034267965
SK04,10.546014306970633
TR10,31.3100982728956
TR21,36.67083817180103
UKE4,7.741146447358975
UKF1,9.930238954518035
UKF2,11.323270260336669
UKF3,11.048532142519138
UKG1,10.328081341609078
UKG2,8.712820837806614
UKG3,10.064603891249389
UKH1,10.833971069165667
UKH2,12.029077230350978
UKH3,12.037628033115574
UKI3,12.493381603854147
UKI4,12.482739303864546
UKI5,12.404441007990476
UKI6,11.771271854868912
UKI7,12.244827589214152
UKJ1,11.509406349574393
UKJ2,11.911825158843675
UKJ3,11.781594135749687
UKJ4,11.108013594893738
NO09,8.102719745349924
NO0A,4.953202550805539
NO0B,0.0
HR05,16.14314108300111
HR06,15.763582634157762
NO02,5.468612211588833
NO06,4.011813064492604
NO07,4.03141382973523
NO08,7.414523250342649
