nuts,February Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DEF0,0.7165278931507786
DEG0,1.053403156496633
DK01,0.8137425751766002
DK02,0.8914851855690367
DK03,0.648555189193586
DK04,0.6839625061786038
ES41,4.221404408099478
ES42,9.305438063265342
HU23,2.079192310596487
HU31,1.5205575376997293
HU32,1.5613411560000519
HU33,2.0094007995500136
IE04,0.9309440198891461
EE00,0.16798986058861176
EL30,4.872801190577922
EL41,4.327315612474316
EL43,6.6586609183605585
EL51,3.426351869067227
EL52,3.0928739803614373
FI20,0.554319397483616
FR10,1.2538469491403006
FRB0,1.2106075668599547
FRC1,0.9261102062927252
FRC2,1.069111014972175
FRD1,1.2068075296823633
FRD2,1.3489421308303844
FRE1,1.2081527452760492
FRE2,1.2308036086585732
FRF1,0.9323555574224893
NL13,0.958274101059198
NL21,0.8244753952117899
NL22,0.846318144798284
NL23,0.8563699001263357
NL31,0.9193316536169502
NL32,0.9620775432131645
ITG2,5.999524997324181
ITH1,1.1568840476040971
ITH2,2.067146064100508
FRI3,1.5322574603744121
FRJ1,4.244959759299886
FRJ2,2.1343699400469878
FRK1,1.805408673360115
FRK2,1.7403409359392252
FRL0,4.369238142618504
FRM0,3.7289578419364475
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,3.2360047033564436
TR32,3.8298585364167836
TR33,3.6275743297012957
HR03,1.6950733836391998
HR02,2.0119923174361785
HU11,1.931294673557918
HU12,2.002527898463562
HU21,2.0454192158694973
HU22,2.2197466426952377
PT16,6.007197285863089
PT17,7.807420410548242
FRF2,0.9544119062615037
FRF3,1.0171878664429845
FRG0,1.2908820084464132
FRH0,1.3476496452231121
FRI1,2.0560727228889655
FRI2,1.627246051111944
ITC4,3.214997157564205
ITF1,2.876996896490169
ITF2,3.0512977035821676
ITF3,2.2665155063854927
ITF4,5.129688852577582
ITF5,4.183074064889193
ITF6,3.2577868500637406
ITG1,5.919395376428246
LT01,0.23531169881843408
LT02,0.26832429048322887
LU00,0.6816123926699926
PL22,1.2326119502265396
PL41,0.8936061741148191
PL42,0.7461529980146261
PT18,9.470236168245656
PT20,0.0
PT30,0.0
RO11,0.9312268845159803
RO12,1.3031742147049652
RO21,2.4182892410126176
RO22,3.5302768518119705
RO31,3.1481270916971633
RO32,3.2963272101032697
ITH3,2.8564072048830895
ITH4,1.7717183420158382
ITH5,3.484777430447776
ITI1,2.6334508389214855
ITI2,2.5628759693295575
ITI3,3.3006057387230006
ITI4,2.4176216738777216
LI00,0.7732504102672016
FI1D,0.10619633696686241
TR82,2.6659371155409017
TR83,2.924489973689992
TR90,1.1614734196828413
TRA1,0.9925094587183187
TRA2,0.10368650706966961
PL43,0.7485103128627849
PL51,1.1323270045663933
PL52,1.3354358728361988
PL61,0.8268996885119161
PL62,0.5854445705374993
PL63,0.8947914963695919
PL71,1.1467338426457405
PL72,1.2158367633769047
PL81,0.8994784699690017
PL82,0.9040676550426323
PL84,0.6176958309230576
PL91,0.9037698672510218
PL92,0.9106149925416135
PT11,3.0313271942734343
PT15,12.101561141201882
TRB1,3.555266617830835
TRB2,0.493090698132755
TRC1,4.543912164564577
RS12,2.1187279922641444
RS21,1.8831803285995328
RS22,2.231518935164338
SE11,0.4026087310354255
SE12,0.3463384031823509
NL33,1.0079492853089882
NL34,1.1635636828684166
NL41,0.9599904824074955
NL42,0.9799183461367846
PL21,0.975638009956844
UKM6,0.6043196399449261
TR22,2.957919608677569
TRC2,4.770034463116077
TRC3,5.334136703929784
UKC1,0.9598310988597382
UKC2,0.9183610956944132
UKD1,0.634671091760575
UKD3,0.9905437408384778
UKD4,0.880025238175984
UKD6,1.019687047153184
UKD7,1.0044925710300965
UKE1,1.9793226198939922
UKE2,1.2542953315276792
UKE3,1.5104835082685013
RO41,3.1615526824283156
RO42,1.6626933205642733
RS11,1.8770901995087625
TR41,3.386611365513729
TR42,2.076984413253083
TR51,4.329750572968483
TR52,5.200209642031633
TR61,3.5303987568058415
TR62,4.465972939599296
TR63,4.948170274669069
TR71,4.973776566678223
TR72,4.562953090141031
TR81,1.5324814314773403
UKK1,1.1749681422873315
UKK2,1.1367773656645905
UKK3,1.217395136759943
UKK4,1.1052769718928301
UKL1,0.6350966990212382
UKL2,0.7500859196456247
UKM5,0.6706402810870574
UKM7,0.5077373592322068
UKM8,0.48315532615010126
UKM9,0.7025377755733696
UKN0,0.8364789516246595
SE21,0.4412819165006073
SE22,0.5104973852998171
SE23,0.32336629126908
SE31,0.2086449330613456
SE32,0.1297003515832082
SE33,0.11654800293437262
SI03,1.8473011706838862
SI04,1.591667797422199
SK01,2.007409114181929
SK02,1.5086775168950801
SK03,0.8007878030271779
SK04,0.6507136548606072
TR10,2.3006983775662317
TR21,3.6299899919121303
UKE4,1.219767342607084
UKF1,1.5652960648132728
UKF2,1.644249502761353
UKF3,1.9927177802752818
UKG1,1.2374122299703239
UKG2,1.086281100371854
UKG3,1.2600943470291723
UKH1,1.7424623274621165
UKH2,1.708477348665579
UKH3,1.6281448268995433
UKI3,1.441994897572225
UKI4,1.4345668692159659
UKI5,1.4361677684165015
UKI6,1.2921525888193395
UKI7,1.3929240403733434
UKJ1,1.38134604726952
UKJ2,1.2588675864640266
UKJ3,1.204397626763682
UKJ4,1.3297366956143355
NO09,0.27437150097893953
NO0A,0.19455580922867524
NO0B,0.0
HR05,1.7286649542596484
HR06,1.939644903581188
NO02,0.10962731354767667
NO06,0.16685248823934865
NO07,0.12663460114441502
NO08,0.17300893958555133
