nuts,January Fire Weather Index (-) (1981 - 2010)
TRC1,2.2065178984208873
RS12,0.7507594968912548
RS21,0.5001591475469217
RS22,0.7549077309155842
SE11,0.6428374392029959
SE12,0.3513116966528567
NL33,0.6903676136404854
NL34,0.7025097361883401
NL41,0.49427860195497386
NL42,0.44967438490728506
PL21,0.4302225109707715
UKM6,0.8491699425720631
TR22,2.087514648370079
TRC2,2.625344276098132
TRC3,2.1723670688445567
UKC1,0.7302693301225905
UKC2,0.8448409931116596
UKD1,0.267828865787952
UKD3,0.36842232437790756
UKD4,0.4199678156157109
UKD6,0.42187183918076054
UKD7,0.6041727573662851
UKE1,1.025964458166414
UKE2,0.6427777041178022
UKE3,0.756099949112643
RO41,1.5117359810837419
RO42,0.44811418859267776
RS11,0.6286049418720984
TR41,1.5060916218552645
TR42,0.770071933528992
TR51,1.7351538020987942
TR52,2.364890903801882
TR61,1.895011602818179
TR62,2.8941495334251672
TR63,2.0140239289201953
TR71,2.362932864834571
TR72,1.4263016969313003
TR81,0.6250724516805335
UKK1,0.677835481247003
UKK2,0.9499333056199786
UKK3,1.4197105900017553
UKK4,1.08408111440357
UKL1,0.7343216638155786
UKL2,0.3645308272424642
UKM5,0.8719436738725213
UKM7,0.41446683534241724
UKM8,0.1997623710906735
UKM9,0.629744734975834
UKN0,0.5664864071479311
SE21,0.5415165650319151
SE22,0.43868099749234724
SE23,0.31240288077443984
SE31,0.2459524241862902
SE32,0.16733531518146155
SE33,0.1585563920787998
SI03,0.6057199565683813
SI04,0.7878774240404837
SK01,0.9785679861604
SK02,0.6510086993620738
SK03,0.2943518493431545
SK04,0.22783473415169128
TR10,1.5491245583542128
TR21,1.9052373822416975
UKE4,0.5707761388143135
UKF1,0.7370299187676596
UKF2,0.8342671394716643
UKF3,1.0035743711120426
UKG1,0.6449176035273455
UKG2,0.480246090549545
UKG3,0.6160665964325684
UKH1,1.0137376649702425
UKH2,0.8516887556757505
UKH3,0.9576941163213537
UKI3,0.8373247861353336
UKI4,0.8373247861353336
UKI5,0.8282598947457376
UKI6,0.8022809544357309
UKI7,0.758991314086501
UKJ1,0.75504455960567
UKJ2,1.0340835872608443
UKJ3,0.9756645936804973
UKJ4,1.000988787828784
NO09,0.3288931271029598
NO0A,0.3551720732519169
NO0B,0.6244230171609315
HR05,0.4814521773557186
HR06,0.6396257055095802
NO02,0.08856117471436907
NO06,0.29797956454270075
NO07,0.24660239963502473
NO08,0.2030727215153274
