nuts,Summer Fire Weather Index (-) (1981 - 2010)
UKC2,5.316162786386565
UKD1,3.7044094612053673
UKD3,5.320077165442155
UKD4,4.210076661572761
UKD6,6.119042912845922
UKD7,4.879145982862018
UKE1,8.094623074265115
UKE2,6.71739383530741
UKE3,8.926575117865328
RO41,15.559441155158394
RO42,11.156845034889987
RS11,16.216159983760697
TR41,29.842320747152193
TR42,17.92553907120089
TR51,36.32325452397664
TR52,40.52278939420718
TR61,32.638630512790144
TR62,29.983244558806007
TR63,40.1724845959469
TR71,40.694027481790485
TR72,34.236415473942046
TR81,12.7450396965947
UKK1,9.157818454457708
UKK2,7.698837488037182
UKK3,6.112830194739441
UKK4,6.178371129016561
UKL1,4.810284366253513
UKL2,6.191220774497079
UKM5,3.5428103379130187
UKM7,4.089841974804733
UKM8,3.733222206329687
UKM9,3.7334335238139773
UKN0,3.760755900578889
SE21,8.961283790960113
SE22,8.802466633489985
SE23,8.027263257397678
SE31,7.813855885591912
SE32,6.651189808845435
SE33,5.984941406575417
SI03,8.158984532854685
SI04,7.286911946458613
SK01,15.527715677483071
SK02,13.463820672986023
SK03,7.809712874638218
SK04,7.733867763691018
TR10,23.091686294490405
TR21,28.78750116092961
UKE4,7.387681831645474
UKF1,9.049280606077648
UKF2,10.388390318453828
UKF3,9.699869834643023
UKG1,9.121933293949345
UKG2,7.569563441951024
UKG3,9.047856698916696
UKH1,9.345306432455775
UKH2,10.806493191709446
UKH3,9.825635046851453
UKI3,10.840798044686549
UKI4,10.840798044686549
UKI5,10.654451339767919
UKI6,10.3151442823107
UKI7,10.52306471855602
UKJ1,10.202028600323285
UKJ2,9.124693489195137
UKJ3,9.448185896369957
UKJ4,8.853112488680415
NO09,7.200612268728379
NO0A,3.1052336699293366
NO0B,0.638778377365698
HR05,12.121960682568606
HR06,11.784193200201447
NO02,5.603455855740862
NO06,3.409245906069362
NO07,2.995355400305072
NO08,7.261412148997828
