nuts,Spring Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,4.589204145191163
DE60,4.93786961464703
DE71,5.0140290355668755
DE72,4.165000015807231
DE73,3.921388168171584
DE80,5.160151369940254
DE91,4.606543554612537
BG41,5.4288492204277645
BG42,7.532379813237293
CH01,1.5127966299338802
AT32,1.9172567603504413
AT33,1.4864789743788691
AT34,1.6665707943401251
BE10,4.991660760689232
BE23,5.003060127062053
BE24,4.830345639974928
BE25,4.926106931968698
BE31,4.521450683964371
BE32,4.4778580441092055
BE33,3.739545692868444
BE34,3.701499764480483
BE35,3.8856934646292096
BG31,8.722225998686895
BG32,9.711284573724521
BG33,9.470389740672324
BG34,8.143900077216827
DE92,4.623604169195649
DE93,5.1451614278589615
DE94,5.001871597084972
CZ07,5.20531621070631
CZ08,4.557700459320061
AL01,4.463825943119013
AL02,6.995242463389234
AL03,7.417899963771103
AT11,7.963812844756431
AT12,6.373532621050124
AT13,8.869580779498405
AT21,2.2677594690530625
AT22,3.387725622936025
AT31,3.767138359307764
DK05,4.412523833458254
BE21,5.184708141353085
BE22,4.898253504052685
ES43,17.09791161183103
ES51,13.266713850621496
ES52,20.390955403742737
ES53,14.442736851763064
ES61,18.88813239074198
ES62,24.928997179243527
ES63,0.0
ES64,0.0
CH02,2.160589780101178
CH03,2.9035935238609736
CH04,2.951898099415738
CH05,1.6853463570553466
CH06,1.7945506278806342
CH07,2.349736815456911
CY00,23.066989275121347
CZ01,6.54266060859422
CZ02,5.755498473422763
CZ03,4.598722216593891
CZ04,5.2498009967966635
CZ05,4.685115178586113
CZ06,6.5811444410728415
DE40,6.103423733022357
EL53,8.581974047657102
EL54,6.588846450055566
EL61,10.224447943260994
EL62,0.0
EL63,10.05645309792761
ES70,0.0
ITC1,4.823984228541763
ITC2,1.5119661637919737
DE11,4.282314902718868
DE12,4.515912933872973
DE13,3.436919063573311
DE14,3.2544627981451346
DE21,3.6188113318844466
DE22,4.608845339702115
DE23,4.5061389740213516
DE24,4.567985878598372
