nuts,Summer Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
UKD1,4.182719809406934
UKD3,6.282974304973357
UKD4,4.860588870786447
UKD6,7.268373863793395
UKD7,6.4686255489143125
UKE1,10.543439306946153
UKE2,7.652448601647727
UKE3,9.771114949967055
RO41,22.117882664882735
RO42,18.649824765501794
RS11,24.599952544962115
TR41,40.079382505586416
TR42,25.831161448010064
TR51,45.145652167950246
TR52,51.67474586251498
TR61,43.10893049502945
TR62,41.09700916755389
TR63,50.75022357686788
TR71,51.94427550105483
TR72,47.9199464132879
TR81,23.297434496926773
UKK1,13.434837741819104
UKK2,12.71331576502969
UKK3,10.205244097879202
UKK4,10.39567775300677
UKL1,6.176399898789473
UKL2,7.397914001803379
UKM5,3.821715391008224
UKM7,4.252932853055148
UKM8,3.721052702228408
UKM9,4.685569972826351
UKN0,4.224786809078009
SE21,10.057305986554447
SE22,9.494607396180541
SE23,7.640414662823653
SE31,6.718191063547232
SE32,5.579144162977701
SE33,4.643225687654351
SI03,14.995922152596162
SI04,13.773564166863826
SK01,21.62778940477405
SK02,19.799752858422988
SK03,13.005558046763028
SK04,13.492084592218573
TR10,32.30268610624093
TR21,37.39261225846662
UKE4,7.883069732020526
UKF1,10.733529512998253
UKF2,12.812350373238969
UKF3,12.964375998613544
UKG1,12.011977999786078
UKG2,9.34549939326563
UKG3,11.425082242679872
UKH1,12.953560917439729
UKH2,13.866289657063033
UKH3,14.144731904807688
UKI3,14.668328418741481
UKI4,14.63056976882058
UKI5,14.640679143053623
UKI6,15.019970783045226
UKI7,14.190073734109442
UKJ1,13.70110242541187
UKJ2,14.762074928132984
UKJ3,14.381255386186597
UKJ4,14.337867912983496
NO09,6.9873109741036865
NO0A,5.694000437311454
NO0B,0.0
HR05,19.354761993028134
HR06,18.874015779766292
NO02,5.235209331881075
NO06,3.266673995101956
NO07,4.3368216248383415
NO08,6.989971916589205
