nuts,Winter Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.5201337027736708
DE60,0.537359555226022
DE71,0.60950163300933
DE72,0.5644238448992324
DE73,0.52065221895218
DE80,0.5798793173930451
DE91,0.5911167809433512
BG41,2.672542923861151
BG42,3.0248781078872513
CH01,0.7261107087860237
AT32,0.3966070951314397
AT33,0.4825024627815938
AT34,0.5530155271460766
BE10,0.941908749159747
BE23,0.823237386721188
BE24,0.8946007979193576
BE25,0.8434511229528469
BE31,0.8956235926194474
BE32,0.7458393496831937
BE33,0.6512711277299917
BE34,0.45999800225851595
BE35,0.6133930020731893
BG31,2.918020739157337
BG32,2.875148025632334
BG33,3.129425358940847
BG34,2.886652330446754
DE92,0.5888002785287381
DE93,0.5548932691538565
DE94,0.6265683523894707
CZ07,0.6825258493586952
CZ08,0.8492615177897458
AL01,1.6767619442872028
AL02,2.251884299858858
AL03,2.142933537304942
AT11,1.9784869615450562
AT12,1.4639426577992714
AT13,2.083345312627137
AT21,1.0784811459718557
AT22,1.2469612089024553
AT31,0.6304588222415828
DK05,0.6575117983260006
BE21,0.776431467386734
BE22,0.7678154740864183
ES43,7.7897741758160075
ES51,6.373400783811332
ES52,12.132865449837366
ES53,7.436072117872579
ES61,11.60829044731545
ES62,13.669038133581513
ES63,0.0
ES64,0.0
CH02,0.579957319707757
CH03,0.5318165010576008
CH04,0.5825560968717682
CH05,0.5384478865233262
CH06,0.436453090171447
CH07,1.070580961667053
CY00,11.632683895292327
CZ01,1.0524793113522632
CZ02,0.9479143728463574
CZ03,0.8358246983881393
CZ04,0.7211142463092979
CZ05,0.5673037806094149
CZ06,1.068446210407544
DE40,0.5540422000813859
EL53,2.258728872419765
EL54,2.070862371676949
EL61,2.407377893240683
EL62,0.0
EL63,2.6176178822591725
ES70,0.0
ITC1,2.0862224144618144
ITC2,0.9396480045768905
DE11,0.6688756956823385
DE12,0.7347392598183562
DE13,0.7252281166675891
DE14,0.7377667733329062
DE21,0.6354485929434518
DE22,0.6589983039636672
DE23,0.5249218842654368
DE24,0.48636894257164276
DE25,0.5652197200679802
DE26,0.5548271655294471
DE27,0.798077973021215
DE30,0.5329567658631158
EL42,8.33319073073553
LV00,0.18981720002542174
ME00,1.541957453422863
MK00,2.675313918178905
MT00,0.0
NL11,0.7390441141864289
NL12,0.8219397630066074
EL64,2.9323984357975665
EL65,3.6159683780306726
ES11,1.946385045330437
ES12,1.8289762426331437
ES13,1.9784836917989537
ES21,2.0735712086836915
ES22,3.4768152509763737
ES23,3.7070596813705308
ES24,8.020872817971403
ES30,6.299455768107672
IE05,0.5893948776391889
IE06,0.6345379039409194
IS00,0.2211102508984818
ITC3,2.429848124902184
FI19,0.11292959813408143
FI1B,0.11207118672166182
FI1C,0.09501060172388717
DEA1,0.6267491676328275
DEA2,0.6039271079154426
DEA3,0.6590748285435721
DEA4,0.5681350734773071
DEA5,0.5507982212844716
DEB1,0.5580930712715427
DEB2,0.5033704793457615
DEB3,0.6299518506538108
DEC0,0.5034601919065472
DED2,0.7944941714398295
DED4,0.692077447782987
DED5,0.8247472176724496
DEE0,0.6896912443554899
DEF0,0.4982971974869081
DEG0,0.6632580625336165
DK01,0.7329661518760027
DK02,0.7579710759999779
DK03,0.5221476563432017
DK04,0.5860724076629671
ES41,4.001250134055218
ES42,9.580370571419584
HU23,1.7542862000379364
HU31,1.5657179111834136
HU32,1.4813351303285092
HU33,1.7335491032441126
IE04,0.598365148912783
EE00,0.1692417333351888
EL30,5.518061459902519
EL41,5.2847470013879825
EL43,8.105140330701778
EL51,3.29641437472853
EL52,2.9280962715536436
FI20,0.7173969562214412
FR10,0.8449722360598275
FRB0,0.9079956115524375
FRC1,0.7734562355679981
FRC2,1.0344193288617312
FRD1,0.8042631326283614
FRD2,0.8290857369564453
FRE1,0.864308119879372
FRE2,0.8433423596823447
FRF1,0.6555267569251247
NL13,0.7415973817483585
NL21,0.7047127645673099
NL22,0.691674485008404
NL23,0.7289183325812217
NL31,0.6745005201951629
NL32,0.8031448836362035
ITG2,4.880346302419444
ITH1,1.1365678700930657
ITH2,1.9717625088632353
FRI3,1.2979933717289092
FRJ1,3.388337765279549
FRJ2,2.0714706233528926
FRK1,1.401960612002784
FRK2,1.382500590310072
FRL0,3.658206427543965
FRM0,3.3998511313610114
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,4.149483278404556
TR32,5.964222836505619
TR33,5.036332080329556
HR03,1.425159175507623
HR02,1.4766508519853077
HU11,1.8165644969353758
HU12,1.867355654327369
HU21,1.893526198054733
HU22,1.8760419614261006
PT16,5.495261245139969
PT17,7.560196577150819
FRF2,0.6564627966420921
FRF3,0.6886517307477429
FRG0,0.9751716492500405
FRH0,1.0283670860651328
FRI1,1.7285220368415788
FRI2,1.4236079366651002
ITC4,1.9711075263492963
