nuts,March Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,1.3991865928626177
DE60,1.4544033540091246
DE71,1.6390535985886014
DE72,1.4268069935612955
DE73,1.5930708643176617
DE80,1.5702045767898931
DE91,1.5478338112645542
BG41,5.099570498626129
BG42,6.386290257781069
CH01,1.289218908065496
AT32,2.3926938609450414
AT33,2.2125880221369214
AT34,1.82242332197738
BE10,2.35657461246567
BE23,2.011889235379657
BE24,2.0594224725797
BE25,2.120741624359904
BE31,2.1606466025772444
BE32,1.9643313704767544
BE33,1.7254182441012813
BE34,1.3224564065853759
BE35,1.5583203296540737
BG31,7.888013796999624
BG32,7.109283131368752
BG33,7.126015993110295
BG34,6.949302735092716
DE92,1.5413890949478912
DE93,1.511107324182881
DE94,1.575707392542656
CZ07,2.282370178802505
CZ08,2.1384338520666315
AL01,3.329070925871849
AL02,4.789892724125121
AL03,4.861954537496401
AT11,4.729383257174661
AT12,3.5557866456677694
AT13,4.774266977950705
AT21,2.216314629770552
AT22,3.1157534742429425
AT31,2.428750708904472
DK05,1.6719123598046297
BE21,1.848875098925717
BE22,1.647646410402737
ES43,13.131951089949956
ES51,12.10903937657375
ES52,19.98401844447429
ES53,13.064295171423407
ES61,16.405787276709887
ES62,23.65812143925505
ES63,0.0
ES64,0.0
CH02,1.7239373256721404
CH03,1.7922339041212232
CH04,1.9867707578730713
CH05,1.2346931217424426
CH06,1.1589390979322642
CH07,1.4577469619748462
CY00,19.782763491153624
CZ01,2.6275833277811436
CZ02,2.475210929125438
CZ03,2.702194164314702
CZ04,2.2520004617971767
CZ05,1.9813935184048905
CZ06,3.033686443199729
DE40,1.8253074222378498
EL53,6.514006763003888
EL54,4.670199236344562
EL61,5.928223017205368
EL62,0.0
EL63,5.360139989321299
ES70,0.0
ITC1,3.3934713433954453
ITC2,1.2537796317715957
DE11,1.9833751336173573
DE12,1.7903934607876488
DE13,2.013128681672054
DE14,2.2099846173207465
DE21,2.7346949398492146
DE22,2.7973672314784723
DE23,2.396424429117687
DE24,1.6099424546469858
DE25,2.2322692186427093
DE26,1.6821419518906284
DE27,2.4101403305047846
DE30,1.741560203516263
EL42,9.723690299727673
LV00,2.6545813757021515
ME00,3.2704300973855314
MK00,6.87741270204765
MT00,0.0
NL11,1.6853979277338316
NL12,1.4406040221170406
EL64,7.305615591674977
EL65,7.548574184629591
ES11,4.0081712765918285
ES12,3.2215607891353906
ES13,3.5273478307775235
ES21,4.012467282247167
ES22,8.718956143872667
ES23,9.530640629775343
ES24,16.13882053552423
ES30,12.637042597995338
IE05,1.2155279865857849
IE06,1.2796014591972122
IS00,0.4198332436062635
ITC3,3.2104502506092234
FI19,2.0721359204669256
FI1B,2.8274852607972774
FI1C,2.431038985198332
DEA1,1.5409255976947236
DEA2,1.6305040079362467
DEA3,1.6347930837068865
DEA4,1.475374863367294
DEA5,1.478204295232206
DEB1,1.5471322475142304
DEB2,1.4529850502674002
DEB3,1.9234139715380212
DEC0,1.5416460679160178
DED2,1.7772829950016775
DED4,1.988742199337844
DED5,2.3488731203282693
DEE0,2.0311907182002873
DEF0,1.4790621466113874
DEG0,2.008662761858156
DK01,1.7163648443888528
DK02,1.631534210780242
DK03,1.5588815397950884
DK04,1.6806709462006362
ES41,8.974936033253138
ES42,16.18957961906704
HU23,4.771327881741889
HU31,5.718364050257836
HU32,5.440140865229318
HU33,5.253339605179068
IE04,0.9193831873134206
EE00,2.7293066428894814
EL30,13.404473663572231
EL41,6.875092998237867
EL43,12.767850484912241
EL51,6.668584997184971
EL52,6.99488969278701
FI20,1.8659627640125551
FR10,2.5236324826216268
FRB0,2.7135503023350984
FRC1,2.7499471885098186
FRC2,2.4454536145918806
FRD1,2.1854496388846156
FRD2,2.1004061213187875
FRE1,2.1074011116662676
FRE2,1.9847959560179937
FRF1,1.9026844631361908
NL13,1.593437989705871
NL21,1.6374883093913493
NL22,1.684672927986133
NL23,1.6844480476152894
NL31,1.7055662123306068
NL32,1.6798385368248279
ITG2,10.481001788843969
ITH1,1.3265153176693778
ITH2,2.198990439313314
FRI3,3.4370449594245094
FRJ1,7.268099589511745
FRJ2,4.770923887089159
FRK1,3.1921043163601794
FRK2,3.121624155233242
FRL0,6.7357803476625975
FRM0,5.4408620722078505
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,6.366735676776091
TR32,8.751151760073865
TR33,8.418942673754502
HR03,3.437912904514648
HR02,4.470736495400183
HU11,5.98265800123574
HU12,5.907163868410228
HU21,4.973042444390462
HU22,5.102570161151062
PT16,9.463141060379797
PT17,12.146736886766023
FRF2,1.916078971531698
FRF3,1.5722185840620402
FRG0,3.036378625446364
FRH0,2.8587329953395093
FRI1,4.1061659715674335
FRI2,2.9435453327948413
ITC4,3.7691301898738474
ITF1,4.231963601886211
ITF2,5.444247892057961
ITF3,4.099805938306278
ITF4,9.41905482021859
ITF5,7.599108367046659
ITF6,5.158572142967547
ITG1,11.050164322217437
LT01,2.011754436835451
LT02,2.070044372994782
LU00,1.4494939498598978
PL22,2.793475762858406
PL41,2.5517398858850417
PL42,1.567846948255211
PT18,14.23182605222157
PT20,0.0
PT30,0.0
RO11,3.754217169061258
RO12,4.223331221345566
RO21,5.59228837168308
RO22,8.7805066844569
RO31,7.414070952571747
RO32,7.600741012245222
ITH3,3.4269146786045583
ITH4,2.571320353480643
ITH5,5.672672900596449
ITI1,4.533670422807793
ITI2,4.720413443859173
ITI3,4.693286411259471
ITI4,4.143887308907508
LI00,2.3893474376172303
FI1D,0.248112874783831
TR82,5.63769485923479
TR83,5.51497649737843
TR90,3.043870640848157
TRA1,4.831837278512186
TRA2,0.49366412974289886
PL43,2.11268246039165
PL51,2.396085222342077
PL52,2.7130509151498683
PL61,2.2849141679093674
PL62,1.8999159896018183
PL63,1.8972969986355321
PL71,2.6386002118204055
PL72,2.7144466091324815
PL81,2.3939111601098344
PL82,2.4660842540215957
PL84,2.574666233694079
PL91,2.0510141297380535
PL92,2.1098255326083346
PT11,6.333902919060042
PT15,17.475599505392687
TRB1,8.055848219561003
TRB2,7.940590556723871
TRC1,9.297791603552316
RS12,6.032247022158432
RS21,4.536643326016973
RS22,5.787671478674058
SE11,2.234333920244364
SE12,2.365128512752708
NL33,1.7716457305541164
NL34,1.9785491202460979
NL41,1.7004230379487184
NL42,1.5238883365822922
PL21,2.4057573635797618
UKM6,0.6341238050148977
TR22,5.948028387534121
TRC2,13.012333278496234
TRC3,13.982315816428212
UKC1,1.79286124891003
UKC2,1.5542157848418832
UKD1,0.8350675058457048
UKD3,1.053711891370036
UKD4,0.8736923902413629
UKD6,1.190892804757519
UKD7,1.1481533251239107
UKE1,2.740778204630106
UKE2,1.9252593698421947
UKE3,2.3277650023542287
RO41,6.822050661545316
RO42,4.049821371678195
RS11,5.2414248281138
TR41,8.222523099264363
TR42,5.9995084535063175
TR51,10.48021950652138
TR52,13.875591875907446
TR61,8.216763079493093
TR62,8.825091975508627
TR63,9.072303470875967
TR71,11.811832748230787
TR72,9.568767682659667
TR81,3.253579271172956
UKK1,1.9355113924818965
UKK2,1.7112632771321314
UKK3,1.588651116201619
UKK4,1.6384547874822877
UKL1,0.8537727988570786
UKL2,1.0945640710995903
UKM5,0.9168468494902805
UKM7,0.8692144610233065
UKM8,0.8751747401145292
UKM9,1.0726381239635272
UKN0,0.8998808405332694
SE21,2.7354187197007693
SE22,1.7285108805663072
SE23,1.7710005729142122
SE31,3.2009677626362536
SE32,0.547508526893902
SE33,0.27904753706823615
SI03,3.856759618448446
SI04,3.2692135296230744
SK01,4.7085155340006795
SK02,4.302939815003394
SK03,3.9072562463096148
SK04,2.823511908722813
TR10,4.749068991159617
TR21,8.023271791186412
UKE4,1.8082620504687117
UKF1,2.2817440901836292
UKF2,2.3611117715514
UKF3,2.7977245614572768
UKG1,1.9225948573637275
UKG2,1.4962507135142242
UKG3,1.8412136748837558
UKH1,2.7226240345263197
UKH2,2.5899586914441106
UKH3,2.786171293537899
UKI3,2.435967111104461
UKI4,2.4905665076968444
UKI5,2.4652172986012757
UKI6,2.2963107508049356
UKI7,2.31685695461464
UKJ1,2.173876360332983
UKJ2,2.0589171765217626
UKJ3,2.1289803735755477
UKJ4,2.3628252244681254
NO09,2.0682547501009565
NO0A,0.3683966379793359
NO0B,0.0
HR05,3.891822950756445
HR06,4.285916610006337
NO02,1.227415361707785
NO06,0.5217920341448332
NO07,0.1949811596358999
NO08,1.865598967160959
