nuts,August Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,9.858422950985286
DE60,10.249769343518851
DE71,15.726671303239579
DE72,12.228683004949339
DE73,11.441897287533845
DE80,12.299570398263965
DE91,12.002891040163677
BG41,16.65544361191461
BG42,24.976965256444714
CH01,6.927415608561722
AT32,4.064416521887504
AT33,4.305208976466033
AT34,5.33406760399694
BE10,11.06023739754187
BE23,10.412540137091002
BE24,10.799530674527745
BE25,10.692303516923971
BE31,10.723702742823596
BE32,11.114563328365827
BE33,10.420955123681244
BE34,11.602882983466747
BE35,10.839267438041611
BG31,22.051391077772934
BG32,21.917659771264756
BG33,23.276939494497913
BG34,25.314104150109603
DE92,12.242135755164147
DE93,11.49621265201235
DE94,11.302777886332033
CZ07,11.06800906109465
CZ08,9.495202900100196
AL01,19.93442127030906
AL02,25.593946624937875
AL03,27.178406597463425
AT11,15.056618945611982
AT12,12.538814997595763
AT13,17.264481695756487
AT21,5.4698365569822185
AT22,6.183999317074226
AT31,7.1043887569560935
DK05,8.002179078560856
BE21,11.061008190183006
BE22,11.289338516558624
ES43,45.925631711359955
ES51,25.324909025995304
ES52,37.41823751800431
ES53,30.043192325319534
ES61,45.79996769054649
ES62,44.415929149693675
ES63,0.0
ES64,0.0
CH02,8.374885446968275
CH03,10.19464728540287
CH04,9.925796893988487
CH05,6.813482350882488
CH06,6.646006027234891
CH07,6.555883990189935
CY00,44.44238645637957
CZ01,14.303774584243879
CZ02,13.924958256151704
CZ03,10.129903676846357
CZ04,12.595638230688813
CZ05,11.268273051920765
CZ06,12.707302038791672
DE40,14.615016890934506
EL53,26.71293968633071
EL54,27.291364190881925
EL61,28.183817849505342
EL62,0.0
EL63,34.277372197114765
ES70,0.0
ITC1,14.439699646398445
ITC2,8.455347875385021
DE11,13.391112382916416
DE12,14.441499885071474
DE13,11.37218693482378
DE14,9.002938464197582
DE21,7.812353707183515
DE22,9.888477481091314
DE23,10.93110469559407
DE24,11.558831278589594
DE25,13.331897024970017
DE26,14.138766938882645
DE27,8.895235842255195
DE30,14.863959699580738
EL42,32.45212356763335
LV00,9.548148583389509
ME00,16.728422890629602
MK00,25.114887049822407
MT00,0.0
NL11,9.045033757809554
NL12,8.206551046117482
EL64,35.16574158372463
EL65,38.69429952943768
ES11,20.736001981672707
ES12,9.150998640347124
ES13,10.078132663546285
ES21,14.36150730212544
ES22,24.559202083511845
ES23,26.316303114762217
ES24,33.8029797475035
ES30,46.348349870637165
IE05,4.503902214827291
IE06,4.617053899921072
IS00,2.977460902402733
ITC3,14.187324337523712
FI19,6.5091132417697946
FI1B,7.890796612283646
FI1C,7.53625314041164
DEA1,10.896731513928419
DEA2,10.976579013166097
DEA3,12.187099769752125
DEA4,11.653391124235739
DEA5,10.007900770380033
DEB1,12.855620179463793
DEB2,13.263322655145148
DEB3,16.402548479149402
DEC0,14.757907035320157
DED2,12.693458936748602
DED4,10.393912923733234
DED5,14.828259044712272
DEE0,13.890968945166197
DEF0,9.542704562836372
DEG0,11.7701308388192
DK01,11.44548835988972
DK02,11.328149949964557
DK03,8.14729252137156
DK04,7.852137217499898
ES41,34.98630310514186
ES42,48.04251252929138
HU23,19.124150203971517
HU31,17.28271326292902
HU32,19.67956758946919
HU33,20.05971261915977
IE04,2.827200841600488
EE00,7.907300054872038
EL30,48.696406180779604
EL41,44.65868190664078
EL43,47.5245852995958
EL51,32.51395562970022
EL52,25.33622714883901
FI20,7.380853337642531
FR10,16.407077342583936
FRB0,18.30373887933337
FRC1,15.59613019525537
FRC2,13.641754024728039
FRD1,13.624390744468064
FRD2,13.184971432382088
FRE1,12.116233050969498
FRE2,13.344742094680115
FRF1,14.20459667455822
NL13,10.668651533946658
NL21,11.936842127810047
NL22,11.1806257085737
NL23,10.721584399770556
NL31,10.346488847408832
NL32,8.891996498422781
ITG2,39.18772642316294
ITH1,6.218609464101351
ITH2,7.061731751851256
FRI3,19.918319388022077
FRJ1,27.993208640764486
FRJ2,17.040389034077783
FRK1,15.357387425782198
FRK2,16.052159148352672
FRL0,27.953264111373866
FRM0,25.534318692256228
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,47.20341390069605
TR32,46.2627731519339
TR33,43.019728951618944
HR03,20.76440279036483
HR02,17.883721004477835
HU11,18.915940124037988
HU12,19.36862294915269
HU21,19.483645239173025
HU22,18.458663605732415
PT16,38.651096176865885
PT17,36.35077771073396
FRF2,14.940609047170136
FRF3,14.49445498171117
FRG0,19.201650073659227
FRH0,15.142025047285273
FRI1,16.735330134096777
FRI2,15.095668912015
ITC4,14.618398968182444
ITF1,23.02091069924172
ITF2,27.820028777275724
ITF3,30.3625161754022
ITF4,37.40686879561658
ITF5,33.75448226288188
ITF6,25.539473844147903
ITG1,38.11830668512093
LT01,9.273632896189614
LT02,10.57256321957777
LU00,13.311896493958633
PL22,9.884574566372272
PL41,13.322491752793107
PL42,11.61660141270548
PT18,42.66281839202177
PT20,0.0
PT30,0.0
RO11,11.881779339763177
RO12,9.04504721800201
RO21,12.650842367939859
RO22,21.45735314067559
RO31,17.747595205316635
RO32,17.58750024658919
ITH3,13.82664542647686
ITH4,10.807189016614403
ITH5,19.451514231110842
ITI1,24.044566747805245
ITI2,28.995005934631337
ITI3,24.091389045871548
ITI4,28.655253030017256
LI00,6.051469663310017
FI1D,4.1497369570175495
TR82,30.90169686589971
TR83,33.39436670581708
TR90,14.197950272139881
TRA1,30.0422139487145
TRA2,11.443127398534171
PL43,15.52142199102932
PL51,12.009569034280778
PL52,10.580781540071015
PL61,11.57501006411175
PL62,9.800868989840271
PL63,8.842868235295324
PL71,12.500104048586772
PL72,11.822662204579284
PL81,10.952113766355378
PL82,8.303837515064883
PL84,10.973821339328952
PL91,11.769140459658555
PL92,11.580193342852676
PT11,31.109648944339977
PT15,43.1615759854169
TRB1,50.610033773291455
TRB2,46.91355820290286
TRC1,56.63531924179513
RS12,21.887250374505403
RS21,18.85802249527019
RS22,21.41352075467289
SE11,7.163253176136737
SE12,6.568498333580184
NL33,9.537873602539841
NL34,10.708793562324484
NL41,10.941607838175342
NL42,11.564321149710125
PL21,8.44112946589027
UKM6,2.635125372151576
TR22,43.58070638374525
TRC2,61.99551875705963
TRC3,62.94454435744564
UKC1,7.072067107015712
UKC2,5.628515066561314
UKD1,4.388348783408239
UKD3,5.652167660134092
UKD4,4.596551770177423
UKD6,6.152928084386088
UKD7,5.304830867354056
UKE1,10.186135508805814
UKE2,8.007701023649863
UKE3,9.14949437155264
RO41,17.984106122712408
RO42,15.910029940914969
RS11,22.374213246516064
TR41,39.09358664264316
TR42,26.098775930100953
TR51,44.44149157081722
TR52,48.75685221168182
