nuts,Spring Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
DE50,4.207537138762
DE60,4.71711894699866
DE71,5.029737581788713
DE72,4.252610268208689
DE73,4.083342726841278
DE80,5.35832177058306
DE91,4.718062104857588
BG41,6.965649279690093
BG42,9.59530771704755
CH01,2.0199954375955014
AT32,2.670613688792539
AT33,2.1623085091559733
AT34,2.3650111117545034
BE10,4.958356842157457
BE23,5.009075559886033
BE24,4.93135654506734
BE25,4.959333983600968
BE31,4.7637686050087416
BE32,4.536006576945432
BE33,4.041011139499389
BE34,3.8800941924557186
BE35,4.127048117855815
BG31,10.353033142706693
BG32,10.295096386696923
BG33,10.232060644772382
BG34,9.729361972708913
DE92,4.544810541426254
DE93,5.001092545633653
DE94,4.847253804012115
CZ07,5.394115931374773
CZ08,4.892531429024875
AL01,5.600771204638577
AL02,7.983216876345889
AL03,9.23267388631442
AT11,7.976004581593563
AT12,6.513883732510704
AT13,8.761760914355335
AT21,2.9793423840985187
AT22,4.087178753008353
AT31,4.001645358790746
DK05,4.693221781964754
BE21,5.2793276229962895
BE22,5.140957087804574
ES43,18.782812310033975
ES51,13.312012127347533
ES52,20.51292483203925
ES53,14.743007304727781
ES61,21.05481234064674
ES62,25.223159987480184
ES63,0.0
ES64,0.0
CH02,2.5160769996797803
CH03,3.251452829913021
CH04,3.4034936537880682
CH05,2.2088268313982677
CH06,2.1787414754644443
CH07,2.9481864686024024
CY00,27.723409712079413
CZ01,6.563946878321089
CZ02,6.439422389470358
CZ03,4.8332036833667775
CZ04,5.845848680046788
CZ05,5.28005072001611
CZ06,6.942374704141064
DE40,6.4437683242056245
EL53,11.194725338557946
EL54,9.494358750476339
EL61,13.406589780537848
EL62,0.0
EL63,13.34338121414543
ES70,0.0
ITC1,5.31229170579067
ITC2,1.8821317791896102
DE11,4.7428860726761135
DE12,4.797485907007309
DE13,3.859736873695458
DE14,3.5621208984045416
DE21,4.22674927415853
DE22,5.005723223360373
DE23,4.822156603941492
DE24,4.972370409697717
DE25,5.219733099922305
DE26,4.971491310564803
DE27,4.049973454175761
DE30,6.876574881428701
EL42,18.00860292616454
LV00,5.370933569086459
ME00,4.995137077716461
MK00,10.573836988507459
MT00,0.0
NL11,4.738024512791376
NL12,4.530362869681079
EL64,16.452123216766438
EL65,17.091685124613015
ES11,6.275117342958198
ES12,3.991696078537665
ES13,4.2667227356679955
ES21,5.400779690982305
ES22,10.789421657166395
ES23,10.30007829021256
ES24,18.054541152899308
ES30,16.1392771150672
IE05,3.2070229772038688
IE06,3.2645364129338548
IS00,1.20352688648951
ITC3,5.258588117280068
FI19,4.840638014908676
FI1B,5.836294753555662
FI1C,5.297448600402883
DEA1,4.8738865725827685
DEA2,4.303086248116569
DEA3,5.143067795706071
DEA4,4.4755078343520145
DEA5,4.3211797189345535
DEB1,4.360421502224066
DEB2,4.269274233485095
DEB3,5.297679764875141
DEC0,4.460412061112587
DED2,5.320876720226828
DED4,4.473921909447883
DED5,6.060966758578276
DEE0,5.89970540120255
DEF0,4.509843645126148
DEG0,4.705337578095991
DK01,5.999181650625108
DK02,4.829104234419543
DK03,4.7130056199884
DK04,4.572467595270757
ES41,13.095791182843678
ES42,19.632055749252103
HU23,9.204689620756065
HU31,10.305017756260744
HU32,10.273753083753716
HU33,10.177680093575452
IE04,2.924696929341479
EE00,5.096838014157979
EL30,25.843824983668526
EL41,15.618302508111755
EL43,24.30788268190084
EL51,11.650316261866053
EL52,11.35790324065898
FI20,3.5910349498842624
FR10,5.709562473184593
FRB0,6.1911452337577995
FRC1,5.053447605556928
FRC2,4.4098678731798
FRD1,4.865842872168289
FRD2,4.838137287817921
FRE1,4.627642933712767
FRE2,4.8512013718919125
FRF1,4.702224675553916
NL13,5.101511626887063
NL21,5.313602031694806
NL22,5.065694814214414
NL23,5.113020689882123
NL31,4.951223704586254
NL32,4.495516193809332
ITG2,14.323244523645538
ITH1,1.9363535742443652
ITH2,3.1509859645551903
FRI3,6.756830816457435
FRJ1,10.841935129201332
FRJ2,6.4422824047755745
FRK1,5.167272737370474
FRK2,5.663755174763675
FRL0,10.681215191291336
FRM0,8.136130048736467
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,18.892989638971734
TR32,20.569045162025176
TR33,18.76030988554012
HR03,5.923876904879515
HR02,7.613848977238198
HU11,10.121580902483306
HU12,10.409726897069373
HU21,9.491207970693088
HU22,9.257687349676944
PT16,14.285137506292626
PT17,17.426819106194458
FRF2,4.62907839892041
FRF3,4.288568212484298
FRG0,6.513414080355941
FRH0,5.4633857875829825
FRI1,6.7066781865348055
FRI2,5.064964776839496
ITC4,6.743224951211374
ITF1,7.4653899494597695
ITF2,10.449701612765388
ITF3,9.764864195158207
ITF4,16.156223800805275
ITF5,13.808737433330796
ITF6,10.217552263002993
ITG1,20.294730628870596
LT01,4.862723158776554
LT02,5.421727695447192
LU00,4.13170447812825
PL22,5.721261293620484
PL41,7.53366335683224
PL42,5.795781718174265
PT18,20.193882375502962
PT20,0.0
PT30,0.0
RO11,5.272814189951125
RO12,4.278550583748952
RO21,7.353935887960523
RO22,10.894691375455174
RO31,10.181732796912131
RO32,10.516974307897753
ITH3,5.743019214693835
ITH4,4.023870040545671
ITH5,8.46001308024745
ITI1,7.947594055105976
ITI2,9.070450718772102
ITI3,8.00158268172158
ITI4,7.622705818980177
LI00,2.275244988760885
FI1D,2.8352420732187626
TR82,8.826617052523163
TR83,8.901100708843806
TR90,3.6179503290289934
TRA1,6.995460853638403
TRA2,3.206144685902906
PL43,7.218130514946646
PL51,6.396827559054856
PL52,6.533551049988319
PL61,6.652376056597583
PL62,5.3195273196143456
PL63,5.5318451820550765
PL71,7.065350785034713
PL72,6.1397961749875
PL81,6.131851277553168
PL82,5.174097730453814
PL84,5.936721294402457
PL91,6.503464803382062
PL92,6.327574734505379
PT11,9.734346286448313
PT15,22.247479249306178
TRB1,15.843425950556767
TRB2,9.263098189756922
TRC1,23.990671897165047
RS12,10.378649791388195
RS21,7.231958864197385
RS22,8.503546651238755
SE11,5.30583687769713
SE12,5.791862489580913
NL33,4.6201465094150675
NL34,5.197460876280197
NL41,5.185827406715454
NL42,5.102467452253322
PL21,4.495210769076214
UKM6,2.113981128034398
TR22,15.42821000108999
TRC2,28.93467421033239
TRC3,29.966832211581877
UKC1,3.3144888736921976
UKC2,3.041802108089867
UKD1,2.776548113053942
UKD3,3.4462453714138976
UKD4,3.0821086671294893
UKD6,3.742630969313133
UKD7,3.7577945205886767
UKE1,4.963983062426929
UKE2,3.6799183742134676
UKE3,4.859619110608457
RO41,10.124861026032677
RO42,6.246111211655663
RS11,9.750140437732698
TR41,15.650659120330165
TR42,7.707611629497547
TR51,17.953532773210146
TR52,22.667483890877488
TR61,15.941954420076916
TR62,14.874406443901705
TR63,18.12579938919718
TR71,19.607004997070057
