nuts,Spring Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
TR72,12.795735603045921
TR81,5.630686453440623
UKK1,5.071060355421703
UKK2,4.598426083697548
UKK3,3.93675060190149
UKK4,3.839617744400243
UKL1,3.079196751421081
UKL2,3.3012607653753574
UKM5,2.515874591851151
UKM7,2.7633257230395953
UKM8,3.098529314503311
UKM9,3.0698854558617765
UKN0,2.7160325463640382
SE21,6.246385354021277
SE22,5.825142136780948
SE23,5.541321994641275
SE31,5.408901734546777
SE32,5.242007251964125
SE33,3.457812621134495
SI03,6.501394209141211
SI04,4.808414554753675
SK01,10.371953589148363
SK02,8.342646909509009
SK03,5.010132274169119
SK04,5.558961890717062
TR10,10.10245896956221
TR21,13.59402545810506
UKE4,3.983650635903499
UKF1,5.0559349828818005
UKF2,5.575121820675472
UKF3,5.768030517098427
UKG1,4.757918528207037
UKG2,4.0158365541192165
UKG3,4.848985115131203
UKH1,5.494991300234224
UKH2,5.691748733232662
UKH3,5.495112226607612
UKI3,5.9713854129846045
UKI4,5.89906162881092
UKI5,5.799101328878852
UKI6,5.748753032492238
UKI7,5.743354299892448
UKJ1,5.452556300142534
UKJ2,5.628736681904876
UKJ3,5.47709825424369
UKJ4,5.309312840325812
NO09,4.322437233520269
NO0A,2.1116728382108327
NO0B,0.0
HR05,7.832527137363897
HR06,8.077163723215941
NO02,3.343556950961472
NO06,2.4629571382788575
NO07,1.3951358089747157
NO08,4.199606885517855
