nuts,June Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
FRE1,7.399375308009812
FRE2,7.577793827275884
FRF1,7.743867671160832
NL13,7.3346605058960455
NL21,8.189030169929058
NL22,8.655117824339897
NL23,7.83172264596515
NL31,8.450594936646661
NL32,7.513796226119031
ITG2,29.095981123562062
ITH1,3.036898619859014
ITH2,3.707327118382226
FRI3,12.59165597424176
FRJ1,18.442056946812798
FRJ2,10.013903582215923
FRK1,8.302422824882361
FRK2,9.332948391045083
FRL0,18.585300918156115
FRM0,14.940909403689236
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,39.628964233035354
TR32,41.77504884464995
TR33,36.218338943909686
HR03,10.921350341899796
HR02,11.806761410870195
HU11,15.117752113760229
HU12,14.942195922490741
HU21,13.455099798497155
HU22,13.067378412682675
PT16,24.82072918787078
PT17,28.5000333085872
FRF2,8.182246228696602
FRF3,7.966800944066677
FRG0,12.095889938040154
FRH0,9.31436604057758
FRI1,10.978787621630268
FRI2,8.23038613816449
ITC4,10.487171142332159
ITF1,14.22192389344116
ITF2,20.52085026376079
ITF3,21.091069812417178
ITF4,31.58811912730268
ITF5,28.095167929140192
ITF6,21.106270358497333
ITG1,35.311550855684644
LT01,7.573184500957475
LT02,7.8029966954784635
LU00,6.535390466365739
PL22,7.43521449404647
PL41,11.659347516912689
PL42,9.188824945524097
PT18,32.99880577647116
PT20,0.0
PT30,0.0
RO11,7.999426070931721
RO12,5.930554673420936
RO21,11.539786111796845
RO22,17.873217623474726
RO31,14.311009443060923
RO32,14.336721059115408
ITH3,9.336529387893863
ITH4,5.289719833865835
ITH5,15.165281438438756
ITI1,15.955058767884237
ITI2,19.01592551007894
ITI3,16.646352018844315
ITI4,17.312887957918765
LI00,2.489939185845187
FI1D,6.9463807950757515
TR82,15.85345628808974
TR83,16.904263562948838
TR90,6.692263751901998
TRA1,14.982093097359922
TRA2,5.325093086790815
PL43,11.712421972135907
PL51,9.178488866056211
PL52,8.957616386417028
PL61,9.7921944914734
PL62,7.599943282779298
PL63,8.441812554870666
PL71,9.721173968214075
PL72,7.874860753816094
PL81,7.733494190259086
PL82,6.039675315423411
PL84,7.955696980298429
PL91,8.770356363020655
PL92,8.445124352503734
PT11,17.891040227972713
PT15,34.47076761544949
TRB1,34.71725526317243
TRB2,24.573973949576395
TRC1,47.648332913132315
RS12,15.373724677560498
RS21,10.994488615034916
RS22,13.732720200424968
SE11,10.208236075566795
SE12,9.897313075496811
NL33,7.878588170625742
NL34,8.046195638253085
NL41,8.696711712499264
NL42,8.226497929535808
PL21,5.361369472653829
UKM6,3.010117309571863
TR22,30.07444779663717
TRC2,55.02340962321375
TRC3,56.41334778900216
UKC1,5.5558309624127915
UKC2,4.9872434463090665
UKD1,4.0223567142453795
UKD3,5.035306641824135
UKD4,4.196785092776389
UKD6,5.571041307780247
UKD7,5.329029120991395
UKE1,6.881472569629597
UKE2,5.688648801055219
UKE3,6.82918187657533
RO41,14.032964177893206
RO42,9.424077186635877
RS11,14.87417325351202
TR41,29.909935789630456
TR42,14.556067542566218
TR51,34.19688204812662
TR52,39.58829527824371
TR61,32.759250450375085
TR62,28.145215795976902
TR63,37.35640116143211
TR71,36.6794555016334
TR72,26.388439644624558
TR81,10.200738427335343
UKK1,7.4506054311974
UKK2,7.044697182789286
UKK3,5.703328889755962
UKK4,5.580095061152159
UKL1,4.663008323406568
UKL2,5.173750255283015
UKM5,3.6075753286159373
UKM7,3.823509562510325
UKM8,4.107090274787086
UKM9,4.269629232660063
UKN0,4.555595062026424
SE21,10.493401449740936
SE22,9.536783557665606
SE23,9.836907340153786
SE31,8.205686096392798
SE32,7.190683064050597
SE33,7.088733884393778
SI03,8.298153002180191
SI04,6.783613963623761
SK01,14.184362483140422
SK02,11.920803713568846
SK03,7.152269237027068
SK04,7.345570396069385
TR10,20.221927389347044
TR21,23.21576045174374
UKE4,6.057289263988005
UKF1,7.262106167185867
UKF2,8.574360064738597
UKF3,8.000720814907622
UKG1,7.35930853488937
UKG2,6.240289148298332
UKG3,7.52491399761392
UKH1,8.167294264585713
UKH2,9.024369134202898
UKH3,8.283821915754238
UKI3,9.32957958068679
UKI4,9.08694968949176
UKI5,8.956790830663465
UKI6,8.70325357388205
UKI7,9.151407681119709
UKJ1,8.364205267677788
UKJ2,8.578088929703641
UKJ3,8.26783557102127
UKJ4,8.044477262358289
NO09,6.712382116848488
NO0A,4.4132879596745305
NO0B,0.0
HR05,10.286372674017702
HR06,10.450046487095014
NO02,6.27201371753004
NO06,4.963030895227659
NO07,3.7623192936459366
NO08,7.252828023046669
