nuts,Annual Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,5.094779451356387
DE60,5.760385357769052
DE71,7.8956568273625
DE72,6.4298441432328985
DE73,5.755301625577363
DE80,6.071412867981581
DE91,6.171810976268748
BG41,11.517185773018955
BG42,14.882217592607834
CH01,4.012410389869307
AT32,2.96345486825251
AT33,2.774992163143786
AT34,3.1815041886894373
BE10,7.048834479666403
BE23,6.927745987950321
BE24,6.835424824780828
BE25,6.921783269363167
BE31,6.570077639885132
BE32,6.816994434884883
BE33,5.5105120721039835
BE34,6.306378306754257
BE35,6.146240363178948
BG31,14.48015921603299
BG32,13.61208971401117
BG33,14.358576008509305
BG34,14.579664416891875
DE92,5.8237746348501735
DE93,5.9675473111884445
DE94,5.6429620259251205
CZ07,6.576059760178687
CZ08,5.658689916695127
AL01,11.912483023769186
AL02,15.510777167487634
AL03,16.695096427892846
AT11,8.938594595840817
AT12,7.3537655239907505
AT13,10.125483618435394
AT21,3.388565804564942
AT22,4.086070731919099
AT31,4.407773250473119
DK05,4.972719209776393
BE21,7.034778114937921
BE22,6.572671614539556
ES43,27.79844928845189
ES51,16.388482534643302
ES52,24.631032214197365
ES53,18.534038549562204
ES61,28.527286285603868
ES62,29.788072028016334
ES63,0.0
ES64,0.0
CH02,4.570924229987702
CH03,5.474456975342561
CH04,5.026556429715693
CH05,3.7322474575918765
CH06,3.648167012897182
CH07,4.123215123313
CY00,30.53311732362385
CZ01,7.689947267984638
CZ02,7.497230487105809
CZ03,5.4709554392838875
CZ04,7.072111273948262
CZ05,6.2756959163977495
CZ06,7.56453647899173
DE40,7.594326942689273
EL53,17.92118884667985
EL54,17.34612028162306
EL61,19.405557006976878
EL62,0.0
EL63,21.616152817475044
ES70,0.0
ITC1,8.437718020187273
ITC2,4.764290902746796
DE11,6.605010051875211
DE12,7.106158382434535
DE13,6.064858349148968
DE14,4.903946444000282
DE21,4.410093455854629
DE22,5.266941959347242
DE23,6.064493697635871
DE24,6.4076488916196475
DE25,6.750579281870886
DE26,6.912747445737807
DE27,4.763691567226811
DE30,8.037045803181725
EL42,23.198690056255256
LV00,5.544305250112245
ME00,10.013222600195064
MK00,16.123798254174304
MT00,0.0
NL11,5.054032823757202
NL12,4.759283694837829
EL64,23.100594071832294
EL65,25.21988505711124
ES11,12.302504853498222
ES12,6.795574398673992
ES13,6.95935876333741
ES21,8.76811546768024
ES22,15.148508298469881
ES23,15.87751883358333
ES24,22.210834194768434
ES30,26.085893328344362
IE05,3.702713783508763
IE06,3.9354530943983015
IS00,2.0397505571031265
ITC3,8.584510421229805
FI19,4.52234630934475
FI1B,5.610674630522466
FI1C,5.13901517217736
DEA1,6.463010537277022
DEA2,6.090405306195017
DEA3,6.671445488326707
DEA4,5.725559404882647
DEA5,5.602274666401021
DEB1,7.109769772910024
DEB2,7.3579688917560295
DEB3,8.658791143365072
DEC0,8.4683000381106
DED2,6.703535287848566
DED4,5.8157535822917055
DED5,7.960725380314268
DEE0,7.517413722099883
DEF0,5.6036683335606225
DEG0,6.384511398810271
DK01,6.501565638105527
DK02,6.185679638912848
DK03,5.579611710472743
DK04,4.997965228752282
ES41,20.626777285661156
ES42,28.548157492787986
HU23,11.136886848060108
HU31,11.61377163814219
HU32,12.663567537400295
HU33,12.503432724124556
IE04,2.9295532224503913
EE00,5.215570052611479
EL30,32.769182101563295
EL41,27.034681413141065
EL43,31.194225425296015
EL51,18.869648839835598
EL52,17.292353832213045
FI20,5.001602058652789
FR10,9.722700729211804
FRB0,10.796614863603784
FRC1,9.1715802432916
FRC2,8.245821187625504
FRD1,7.579493491666733
FRD2,7.628469830244368
FRE1,7.279691330550852
FRE2,8.205493099131134
FRF1,7.839214171399199
NL13,5.5455383732137475
NL21,6.251433324238522
NL22,6.711267022636026
NL23,5.858556993370925
NL31,6.601902662839343
NL32,5.582040903988228
ITG2,22.409238662860403
ITH1,3.8166463316783643
ITH2,4.258820749587699
FRI3,11.710096379976475
FRJ1,15.842231836283972
FRJ2,10.365458897946935
FRK1,8.778423537088775
FRK2,9.113648861744137
FRL0,15.89648793546635
FRM0,13.769491459421314
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,29.960008471989024
TR32,29.950206586113953
TR33,27.466920375548764
HR03,11.648151927628922
HR02,10.418121297205023
HU11,12.043664326176994
HU12,12.262044615203592
HU21,11.49998069179002
HU22,10.488612768589759
PT16,22.16694972043579
PT17,23.021212266913764
FRF2,8.663392304972705
FRF3,8.559818443389695
FRG0,10.838537944872886
FRH0,8.666728799443149
FRI1,10.093987205628434
FRI2,8.749013824062866
ITC4,8.469052629571454
ITF1,12.669961830685187
ITF2,16.386560087791
ITF3,16.694156726969265
ITF4,23.260332828543774
ITF5,20.687081464071035
ITF6,15.900065446678322
ITG1,23.769213967937265
LT01,6.240245509444751
LT02,6.15771395551253
LU00,7.281927248886943
PL22,6.521583927084515
PL41,8.170731988055493
PL42,6.422672032741612
PT18,26.532015115922277
PT20,0.0
PT30,0.0
RO11,8.128348248976785
RO12,6.659207288612354
RO21,10.374831566782447
RO22,15.399820415167245
RO31,12.854574984217502
RO32,12.97230882105055
ITH3,7.865111893768957
ITH4,5.888022771457012
ITH5,11.96061622811674
ITI1,13.516485625048055
ITI2,15.834179635981641
ITI3,13.880370956431538
ITI4,15.190694082212294
LI00,3.0132516072185744
FI1D,2.7480945095025273
TR82,18.341578457867275
TR83,19.279471742532888
TR90,9.588710801287906
TRA1,19.49901532647944
TRA2,11.963000491167417
PL43,8.27543987391507
PL51,6.9727539282362185
PL52,7.2144002976647865
PL61,7.16293129929832
PL62,5.951609303282137
PL63,5.857564307956543
PL71,7.917135535654291
PL72,6.867987014280323
PL81,6.744639421100695
PL82,5.669866608576111
PL84,6.251072278377052
