nuts,December Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.2824330231136833
DE60,0.24707926433099003
DE71,0.24228229049771818
DE72,0.17394625202337236
DE73,0.2046933941532457
DE80,0.35537784758577595
DE91,0.4636240664350379
BG41,2.015952656275329
BG42,2.085774847474099
CH01,0.3608735903266764
AT32,0.40365162010074196
AT33,0.4298477218812463
AT34,0.5084008852762251
BE10,0.591579695016675
BE23,0.5372358403690344
BE24,0.6965706977708456
BE25,0.558549114157753
BE31,0.7655182212312241
BE32,0.4556990777956872
BE33,0.548555040325172
BE34,0.23653273156078863
BE35,0.5055854594809582
BG31,1.9829548249387396
BG32,2.361910290050991
BG33,2.8250022986676226
BG34,1.9785939470843885
DE92,0.4001342140794134
DE93,0.3129343835813249
DE94,0.37030612733131235
CZ07,0.3746573116394131
CZ08,0.5377885612648219
AL01,1.4822719599272525
AL02,1.8604768600123827
AL03,1.9850141935775352
AT11,1.4313722921949366
AT12,0.8423490298702726
AT13,1.2641896565891961
AT21,0.5865208832077685
AT22,0.6231472117095439
AT31,0.35043905428732286
DK05,0.4472626869681097
BE21,0.5704873854425923
BE22,0.6005784666131431
ES43,7.299441067688094
ES51,6.561325183848317
ES52,9.449177778559504
ES53,7.6564661002379175
ES61,10.296788792838194
ES62,10.670315343983082
ES63,0.0
ES64,0.0
CH02,0.3171141523513148
CH03,0.3129210705381388
CH04,0.37994616924029284
CH05,0.5462430279702133
CH06,0.32114947237296065
CH07,0.8073920127118077
CY00,10.18600476735783
CZ01,0.6144044126793266
CZ02,0.5546470059609504
CZ03,0.35203381148056356
CZ04,0.41853627430725954
CZ05,0.3410276423284595
CZ06,0.5221989071393622
DE40,0.5289438443098624
EL53,1.878623296565018
EL54,2.1504460287676985
EL61,2.0585771660310708
EL62,0.0
EL63,2.004272527062946
ES70,0.0
ITC1,1.3719849683500744
ITC2,0.7346320702165201
DE11,0.35716023035697914
DE12,0.29273592510100377
DE13,0.354961948319619
DE14,0.5105629232796361
DE21,0.4266550882352481
DE22,0.2713973031341126
DE23,0.20217449954630018
DE24,0.20537370827362944
DE25,0.28851462411919965
DE26,0.20814169046760755
DE27,0.5617267588331549
DE30,0.35236731623379575
EL42,5.714977510704243
LV00,0.11523815911184747
ME00,1.0796411115847058
MK00,2.2278100084234045
MT00,0.0
NL11,0.4766069654641684
NL12,0.6223087374420508
EL64,2.585769575014447
EL65,3.65925376215022
ES11,1.554368856774765
ES12,1.2886958113976144
ES13,1.4265493077064637
ES21,1.4636796981800704
ES22,3.089141251787203
ES23,2.6656419606877404
ES24,7.886932154806445
ES30,4.931071584217444
IE05,0.3815611006480076
IE06,0.3317975241532502
IS00,0.2031540436337217
ITC3,2.1232216986429115
FI19,0.08703810340285088
FI1B,0.08515025959061082
FI1C,0.0716516750633572
DEA1,0.39539171528094735
DEA2,0.36981693988459213
DEA3,0.3817978021260995
DEA4,0.3244573782477311
DEA5,0.32758114138971645
DEB1,0.2372576746800769
DEB2,0.17991392354397526
DEB3,0.3606155630848129
DEC0,0.2667968661755117
DED2,0.610274196678194
DED4,0.5512874231753968
DED5,0.7926508996769962
DEE0,0.6154846487735152
DEF0,0.3170769056787874
DEG0,0.4755864852710813
DK01,0.8072850630320471
DK02,0.7199361066135476
DK03,0.2943200021631351
DK04,0.33333332062039916
ES41,3.4569529320393597
ES42,7.5432328254806285
HU23,1.1877032338075797
