nuts,August Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,7.7529225895068805
DE60,9.44882475685068
DE71,17.84960520930332
DE72,13.894027038040536
DE73,12.075776619298063
DE80,10.804253911577808
DE91,10.841505840466326
BG41,18.670778475714087
BG42,25.662792336476645
CH01,7.401207311685248
AT32,4.370149468698416
AT33,4.461955574355616
AT34,5.3753484667602285
BE10,12.680395930189297
BE23,12.331377975118082
BE24,12.548465919869638
BE25,12.4902035731163
BE31,12.349362274008673
BE32,12.959863143670862
BE33,10.24665031702299
BE34,12.520101961391864
BE35,11.770712228551742
BG31,23.891302806152993
BG32,23.290637307015977
BG33,24.045413806079694
BG34,25.732184899920313
DE92,9.70154666541434
DE93,9.682625652148072
DE94,8.435304063721217
CZ07,12.053709572475553
CZ08,10.250965009176857
AL01,20.98207882569522
AL02,26.598994934891042
AL03,28.50535198373413
AT11,14.215268529474152
AT12,12.000929171672235
AT13,16.117202793990394
AT21,5.450102213704274
AT22,6.241923760840677
AT31,7.578097080981751
DK05,7.8227522751036815
BE21,11.407127823100641
BE22,11.829533889822265
ES43,45.510834117272665
ES51,25.149563855237147
ES52,37.55104519647254
ES53,30.477883779840703
ES61,45.338600700470494
ES62,44.74885833517934
ES63,0.0
ES64,0.0
CH02,8.712688082512877
CH03,10.79814758271385
CH04,10.421709933533894
CH05,6.487125824725106
CH06,6.64559905750149
CH07,7.179867398129318
CY00,44.68689965067075
CZ01,14.307366858862808
CZ02,14.059114745879796
CZ03,10.664623540347746
CZ04,12.712168900710276
CZ05,12.098663138194713
CZ06,12.747806747382178
DE40,13.113116330060096
EL53,28.983430402494506
EL54,29.704377841488295
EL61,29.937121599435173
EL62,0.0
EL63,36.68450993944798
ES70,0.0
ITC1,15.220160787951956
ITC2,9.516895095451645
DE11,14.358341364383197
DE12,15.916209561642347
DE13,12.366492211064061
DE14,9.322076218990285
DE21,8.086477689561141
DE22,10.52234781795876
DE23,11.872979018072343
DE24,13.30685072817193
DE25,13.881354967685121
DE26,15.578201450920993
DE27,9.056378654799069
DE30,14.363322384148141
EL42,32.249987649237106
LV00,7.894706306556198
ME00,18.567532397534254
MK00,26.23284010374157
MT00,0.0
NL11,6.968243432922475
NL12,6.911583601642144
EL64,36.76803404987103
EL65,40.893248692433275
ES11,24.002862729580798
ES12,12.655701471302912
ES13,12.084010566442457
ES21,16.0072098946491
ES22,25.95786467305008
ES23,26.987071299135874
ES24,35.03571229851011
ES30,45.55222305838836
IE05,6.057258569507017
IE06,6.317062406098598
IS00,3.368833615011396
ITC3,14.863139500743449
FI19,6.402020571382929
FI1B,8.433138324090415
FI1C,8.153112129488155
DEA1,10.740641597713877
DEA2,10.951940596512463
DEA3,10.86663885400945
DEA4,10.080676834483564
DEA5,9.923313352789547
DEB1,14.587195160736828
DEB2,14.922297322295544
DEB3,18.617054154341897
DEC0,17.691598858858967
DED2,11.665938796852767
DED4,11.371683898324378
DED5,14.129092886132337
DEE0,13.161214819158776
DEF0,8.972189630605037
DEG0,13.148441154800603
DK01,10.403193199938292
DK02,10.198469378200675
DK03,7.880332153457901
DK04,7.57632981051754
ES41,34.661430879895754
ES42,47.86568897495038
HU23,18.905540779668403
HU31,17.81416570252667
HU32,20.214427205151022
HU33,21.155287485469746
IE04,4.0814632422095505
EE00,6.709687731401828
EL30,50.49405605572119
EL41,46.06311196282775
EL43,48.11875269674643
EL51,32.49183570708616
EL52,27.32468234132261
FI20,7.297899838065195
FR10,20.49719541220902
FRB0,21.839098707002165
FRC1,19.278865259131244
FRC2,17.029963648288586
FRD1,14.144973022108259
FRD2,14.91874562206336
FRE1,13.757230191886542
FRE2,16.807101709017694
FRF1,16.651742603563363
NL13,8.231711491199171
NL21,9.407655833640016
NL22,10.147370631609286
NL23,8.862825195305309
NL31,10.275834572975244
NL32,8.290712189680475
ITG2,39.16260963350902
ITH1,6.417673638858363
ITH2,6.989543520099787
FRI3,22.74753205887661
FRJ1,28.729467216524036
FRJ2,19.210776007466915
FRK1,17.54092055823896
FRK2,17.884880575905733
FRL0,28.859672700038157
FRM0,26.021793541048435
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,48.82464463902879
TR32,46.70182165026432
TR33,43.7874452403974
HR03,21.997545674818248
HR02,18.167357888898835
HU11,18.249664212666776
HU12,19.0398358967559
HU21,18.517758111742616
HU22,16.92935019520176
PT16,39.35472037266395
PT17,37.24164897939612
FRF2,19.01680591870882
FRF3,18.593294167677588
FRG0,20.75871528415516
FRH0,16.73447864675026
FRI1,18.443237259980293
FRI2,17.51619694645272
