nuts,October Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,3.102263507082506
DE60,3.274870183538539
DE71,4.3920840655873
DE72,3.338809929504394
DE73,3.4486595936442797
DE80,4.1453781212975
DE91,4.0470905323463136
BG41,8.163319726263781
BG42,11.907148352424958
CH01,2.3194535976279234
AT32,1.7569010444398894
AT33,1.873348072461147
AT34,1.7424990016850899
BE10,5.4358767623328
BE23,5.101380835232522
BE24,5.672047648127156
BE25,5.035847962997035
BE31,6.16807619183546
BE32,5.827980298350802
BE33,4.507110474313638
BE34,4.20142182423997
BE35,4.998427629248592
BG31,10.010572288720576
BG32,9.821413911384514
BG33,10.467069785123497
BG34,11.803970275681198
DE92,3.6972969218485305
DE93,3.7330955446208587
DE94,3.498805400691354
CZ07,4.609806069589012
CZ08,4.45278545647838
AL01,6.807329567162526
AL02,8.837807562114273
AL03,9.831029698824368
AT11,5.443257500589907
AT12,4.728296042035727
AT13,6.922537647097631
AT21,2.463608801105474
AT22,2.554527401413261
AT31,2.2636548995305668
DK05,2.7069181083162372
BE21,4.810082049080405
BE22,5.250988324157627
ES43,21.747445560311256
ES51,11.851797542250464
ES52,18.397861827266837
ES53,13.737391917230706
ES61,23.304466335744717
ES62,21.15335392996629
ES63,0.0
ES64,0.0
CH02,2.4178483544894878
CH03,2.641612608770081
CH04,2.417510435432856
CH05,2.0849791988298
CH06,1.6838937434358794
CH07,2.4229288240293445
CY00,30.684347726368106
CZ01,5.101446827166461
CZ02,4.807614138768557
CZ03,3.5469956309127557
CZ04,4.141693912982971
CZ05,4.239407437148506
CZ06,5.18897445080655
DE40,4.577982886784589
EL53,12.582673403246064
EL54,11.354340940789884
EL61,12.830129186339207
EL62,0.0
EL63,14.518473132735007
ES70,0.0
ITC1,5.516198879848061
ITC2,3.5307380624958618
DE11,3.752371029252176
DE12,3.959920217741797
DE13,3.219904846632723
DE14,2.6788931223747388
DE21,2.1888602929324605
DE22,2.5927712695379066
DE23,3.1716908226570757
DE24,3.8904653296845506
DE25,3.8543437246778343
DE26,4.077733206878887
DE27,2.3219254816470407
DE30,4.810124143560147
EL42,23.25808746015376
LV00,2.571460746203185
ME00,5.8092132451141865
MK00,10.944414163356848
MT00,0.0
NL11,3.7597481742260963
NL12,3.517289403003526
EL64,16.253807594000747
EL65,18.621314071542457
ES11,10.141717557722352
ES12,5.480332541577115
ES13,6.522268281223986
ES21,8.742202791573948
ES22,13.320001275499228
ES23,14.324415527553727
ES24,18.420949737406843
ES30,20.256289289120897
IE05,1.969735872440471
IE06,1.9402825381817663
IS00,0.4992939471245238
ITC3,5.426987574826442
FI19,1.3233465655529686
FI1B,2.3247583267124443
FI1C,2.120414432350807
DEA1,4.052816251098224
DEA2,3.908906536965702
DEA3,3.86494978731118
DEA4,3.626399820095083
DEA5,3.089131725443039
DEB1,4.148091584775218
DEB2,4.214298276400341
DEB3,5.007924554783091
DEC0,4.1889405701005495
DED2,4.110364358939008
DED4,3.8063944809265324
DED5,5.561727609930498
DEE0,5.202403232852202
DEF0,3.2021928635369785
DEG0,4.672681310981357
DK01,3.493216253353425
DK02,3.79446973113802
DK03,2.9283248674784423
DK04,2.7483492011666586
ES41,15.838592390495712
ES42,21.753919336093784
HU23,7.035415363731376
HU31,9.024313332494758
HU32,9.58537810645906
HU33,9.05627499486651
IE04,1.7599646087170322
EE00,2.3942672668435323
EL30,25.119574036047396
EL41,21.881098216494287
EL43,27.50515170841043
EL51,15.197752247963606
EL52,11.960481910951808
FI20,3.413799452951692
FR10,6.773101608851485
FRB0,7.786785432211355
FRC1,5.461562788682452
FRC2,4.533923720319715
FRD1,5.603663832312516
FRD2,5.144460910234437
FRE1,5.463565351066592
FRE2,5.634152611608133
FRF1,4.056180058415909
NL13,3.700999257747725
NL21,3.8886008887795986
NL22,3.947273752118972
NL23,3.169665108202456
NL31,3.3536767603362763
NL32,3.1187065684332405
ITG2,15.110776951815016
ITH1,2.761908703374721
ITH2,3.291523376473451
FRI3,8.793267781704849
FRJ1,10.876451448183005
FRJ2,7.594498358852528
FRK1,6.432604350407274
FRK2,5.65469143183336
FRL0,10.621901052718115
FRM0,9.447208107811901
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,23.105580485636146
TR32,25.909123711558237
TR33,23.863881573012186
HR03,5.889055213002398
HR02,5.907228781087049
HU11,8.437208799998825
HU12,8.67519898167146
HU21,7.733836170596161
HU22,6.769581701942571
PT16,17.212867750998868
PT17,18.69883647746314
FRF2,5.0228199285777375
FRF3,4.495682441903346
FRG0,8.14444598951002
FRH0,7.480376925319805
FRI1,8.459300471266342
FRI2,6.771780082514676
ITC4,6.23718834884778
ITF1,6.4419120519839534
ITF2,9.920353945852543
ITF3,9.054734836792118
ITF4,13.760983494832706
ITF5,12.62341242414424
ITF6,8.968354646711454
ITG1,13.996138683113577
LT01,3.0196032699192434
LT02,3.254934601099346
LU00,4.145320713387097
PL22,5.472787465022009
PL41,5.5212604367152265
PL42,4.642806247630087
PT18,21.3359490836086
PT20,0.0
PT30,0.0
RO11,5.712385902752899
RO12,4.605407143729857
RO21,6.7324889728777695
RO22,10.267064205728625
RO31,9.099041331249797
RO32,8.945763797536852
ITH3,6.19989345148983
ITH4,4.048429955288508
ITH5,8.045059904960667
ITI1,7.481834848095557
ITI2,8.857272257685139
ITI3,7.736627539786679
ITI4,7.714381981831175
LI00,1.5438963922807205
FI1D,0.4736121282076747
TR82,15.820040947587632
TR83,16.463268117952754
TR90,8.632717555798285
TRA1,17.461869545583358
TRA2,7.227176925452193
PL43,5.108580940802138
PL51,4.979938239289618
PL52,6.111835417320988
PL61,5.012045642258447
PL62,3.8401704729476775
PL63,4.685768678347289
PL71,6.3204004234279125
PL72,5.218085894140497
PL81,4.629758142957096
PL82,5.138757245241398
PL84,4.292302084682331
PL91,4.672226847881281
PL92,4.624925835777003
PT11,14.599209721744497
PT15,22.831987475151966
TRB1,27.454508730560352
TRB2,23.589613906107555
TRC1,32.743063500227244
RS12,10.003946958217634
RS21,7.102548886733142
RS22,8.77331940032394
SE11,3.2099212873863516
SE12,2.859566741292619
NL33,3.201204465931483
NL34,4.459270390418423
NL41,4.513988707930926
NL42,4.990682518232163
PL21,3.9223041578023983
UKM6,1.242842837050146
TR22,18.96920962889256
TRC2,35.69850772164323
TRC3,37.00283988288692
UKC1,3.2130756462050822
UKC2,2.6544555103939698
UKD1,1.2489023844467173
UKD3,2.4747525754005544
UKD4,1.907040215874086
UKD6,2.470058263126462
UKD7,2.238789120272343
UKE1,5.782362129357088
UKE2,3.6614416292155973
UKE3,4.7933173234715944
RO41,9.314198050858717
RO42,6.799180473621165
RS11,9.674294857508498
TR41,19.729771580121575
TR42,10.57583521008376
TR51,25.86235089418444
TR52,28.22744709774186
TR61,23.627605050672685
TR62,24.08951020774699
TR63,28.36686792707902
TR71,27.589712931238324
TR72,24.104205621727452
TR81,10.239175121851062
UKK1,4.557982898869904
UKK2,3.999320031318314
UKK3,2.952461165402815
UKK4,3.0908821725364968
UKL1,2.0628966361497723
UKL2,2.4208446961630123
UKM5,1.8202600697635842
UKM7,1.415557829753151
UKM8,1.0313349164686316
UKM9,1.5908624404204466
UKN0,1.5678769876857295
SE21,3.042902715450451
SE22,2.940698990849501
SE23,2.5889712157292992
SE31,1.866762965995386
SE32,0.8937212709540912
SE33,0.6595160554089108
SI03,3.836604374963947
SI04,3.5453030327844024
SK01,7.838579593288792
SK02,7.174026798921692
SK03,4.538172798283687
SK04,5.214936568941308
TR10,13.284522748607195
TR21,17.888793973951596
UKE4,3.5769498383807474
UKF1,5.077649953267869
UKF2,6.210576615541342
UKF3,7.144720424005505
UKG1,4.860396619045787
UKG2,3.4722601213239233
UKG3,5.179442751013774
UKH1,6.458437821050315
UKH2,6.444024065554941
UKH3,6.3837311837343655
UKI3,5.977274055957476
UKI4,6.2939722248733565
UKI5,6.330559384194641
UKI6,5.953722560609273
UKI7,5.941782167511658
UKJ1,5.38776553683735
UKJ2,6.0911513938390005
UKJ3,5.360377183530654
UKJ4,5.850440385302591
NO09,1.157666929482299
NO0A,0.5296258928663532
NO0B,0.0
HR05,4.860649914927845
HR06,4.937795391491622
NO02,0.7103831014450361
NO06,0.6954165672273614
NO07,0.5798614435722289
NO08,1.3293514218105926
