nuts,December Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.2135760359248405
DE60,0.21848057208920024
DE71,0.2423903812453713
DE72,0.16400843953758562
DE73,0.197745938090945
DE80,0.2942118190712733
DE91,0.3042468564000617
BG41,2.6609668090371885
BG42,2.6617632543804115
CH01,0.4600291409194867
AT32,0.5423923750360724
AT33,0.4655476912018925
AT34,0.35928066478734444
BE10,0.3910898119710203
BE23,0.46979829232906734
BE24,0.44413704648333063
BE25,0.5158452215120938
BE31,0.46356715051181024
BE32,0.373230557021981
BE33,0.38817671728841974
BE34,0.2473990816575145
BE35,0.3506630314659692
BG31,2.0317625249213074
BG32,2.0599349966062417
BG33,2.4392065965549485
BG34,2.296708474215778
DE92,0.3044416612869356
DE93,0.23924856947568854
DE94,0.25330204086896085
CZ07,0.3185637575385434
CZ08,0.44941910435408705
AL01,2.063102687354669
AL02,2.3569000366839923
AL03,2.458275808709484
AT11,1.3087669765846894
AT12,0.7493714775220519
AT13,1.052677759328164
AT21,0.5825355302767531
AT22,0.6475697036162297
AT31,0.33824772360379857
DK05,0.4809544089873747
BE21,0.3564860438111351
BE22,0.4302773454139148
ES43,7.346049119807828
ES51,5.796006590517172
ES52,11.306757744516235
ES53,8.149868263139567
ES61,12.883856301707441
ES62,13.229311381786607
ES63,0.0
ES64,0.0
CH02,0.3640116879363656
CH03,0.3107508535190231
CH04,0.24916500021236923
CH05,0.4718624282709393
CH06,0.2953330152023809
CH07,0.6739897765207522
CY00,16.317393233555986
CZ01,0.5448439386705839
CZ02,0.48179056752281124
CZ03,0.3215307882576418
CZ04,0.33668733955238744
CZ05,0.26900049551766747
CZ06,0.4886630751874632
DE40,0.3308855009770305
EL53,2.3216264070673867
EL54,2.343600107989945
EL61,2.3492005752927554
EL62,0.0
EL63,2.8261766662620116
ES70,0.0
ITC1,1.3604840358899941
ITC2,0.6282497427532503
DE11,0.2740369507841446
DE12,0.35271905574329643
DE13,0.35545767337041173
DE14,0.4178064334692456
DE21,0.3454778555054927
DE22,0.2579446280204695
DE23,0.17987005941596196
DE24,0.1914321862088999
DE25,0.21081801423942334
DE26,0.22247615246021848
DE27,0.40973519263066227
DE30,0.2655133930372298
EL42,9.76674940537215
LV00,0.11731613750956092
