nuts,December Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
ME00,1.5297579021540544
MK00,2.843242395695042
MT00,0.0
NL11,0.3115048266804814
NL12,0.4212653535504346
EL64,3.291661607887791
EL65,3.895811925610721
ES11,1.9154698901559915
ES12,1.3671135647121198
ES13,1.4010053326331624
ES21,1.5497832051819658
ES22,3.132577273377192
ES23,3.1605408035924123
ES24,7.5705862951000364
ES30,6.190111561874129
IE05,0.38216309861698666
IE06,0.3389403329452118
IS00,0.24649836391982816
ITC3,2.1877171591949525
FI19,0.08770896393633587
FI1B,0.0895360623012953
FI1C,0.0716590800837607
DEA1,0.2926859486479852
DEA2,0.3352098563266639
DEA3,0.293108540123712
DEA4,0.2871043322151648
DEA5,0.26753059777698546
DEB1,0.28800396927657695
DEB2,0.20224005954416643
DEB3,0.35363488246818253
DEC0,0.3103221064080121
DED2,0.4441373337667926
DED4,0.48856999295443077
DED5,0.6073440031882369
DEE0,0.4880627416524603
DEF0,0.2499698552964011
DEG0,0.40396493445734377
DK01,0.6397764134520956
DK02,0.6095894730442111
DK03,0.2899771618161425
DK04,0.3497896653834531
ES41,3.8704443495846133
ES42,8.725272922435702
HU23,1.049191095113349
HU31,1.1112284847505205
HU32,1.0545368877758112
HU33,1.2179981221360106
IE04,0.234594457571398
EE00,0.13599004635926706
EL30,6.344396656252149
EL41,6.335941081414933
EL43,10.558575022313212
EL51,2.9971019620362718
EL52,2.817487870981292
FI20,0.7575978598311175
FR10,0.5700535932694675
FRB0,0.6931004204392041
FRC1,0.5718452426127557
FRC2,0.5343480944383994
FRD1,0.49186486591602635
FRD2,0.4622945692977453
FRE1,0.44577917441838033
FRE2,0.42347847442464837
FRF1,0.3969542061646682
NL13,0.2731016923050831
NL21,0.2723597148613021
NL22,0.28280613062254667
NL23,0.3002753435859843
NL31,0.3002706783482345
NL32,0.5032246701309184
ITG2,4.81224923800172
ITH1,1.0378743579387233
ITH2,1.1450071336040477
FRI3,0.8862172293401905
FRJ1,3.0591763288240035
FRJ2,1.5607487705677907
FRK1,0.8117824459436784
FRK2,0.9714256694310252
FRL0,2.945537359190388
FRM0,3.1468461060479096
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.873508980794095
TR32,8.70674948366711
TR33,6.856646381253025
HR03,1.2439890192083545
HR02,0.8746061774591011
HU11,1.1797122515594831
HU12,1.2316759417540621
HU21,1.208043880551201
HU22,1.1517405210091123
PT16,5.75693649681588
PT17,8.11427435596525
FRF2,0.4928889770859933
FRF3,0.39559057406354725
FRG0,0.770215752890497
FRH0,0.9018265506738707
FRI1,1.5304470435937427
FRI2,0.952950821080917
ITC4,1.0965373771495963
ITF1,2.0955562383047175
ITF2,2.3796267117386263
ITF3,1.9194273772126924
ITF4,4.362559636817652
ITF5,3.5500362335675724
ITF6,2.750632382591028
ITG1,5.610174377532206
LT01,0.11006506770347897
LT02,0.12481388690200909
LU00,0.20476653459768404
PL22,0.5641891326655509
PL41,0.4084820695143569
PL42,0.22845983990809685
PT18,9.514430819427258
PT20,0.0
PT30,0.0
RO11,0.6902991552414203
RO12,1.1512776384036503
RO21,1.6621561751007028
RO22,2.9631607329049174
RO31,2.3181732838880733
RO32,2.0635043487899978
ITH3,1.545892050452312
ITH4,1.1980294522922503
ITH5,1.8376678984982853
ITI1,1.7014970473292694
ITI2,1.3297543330117505
ITI3,1.6399827693247742
ITI4,1.653062634084269
LI00,0.4156593387222305
FI1D,0.06881511429121039
TR82,3.5125255122734487
TR83,3.7808747003539755
TR90,3.1648412312868883
TRA1,4.951683769290751
TRA2,3.29857628270821
PL43,0.3007014075623023
PL51,0.5636669975294542
PL52,0.5820694149714437
PL61,0.40026485819822893
PL62,0.26110376317146655
PL63,0.3022917640927039
PL71,0.5843534242840883
PL72,0.4397426124107164
PL81,0.3456288561188623
PL82,0.5957974740580444
PL84,0.20052163962714853
PL91,0.2973039797919963
PL92,0.3737456815741242
PT11,2.9356308346299422
PT15,14.645729284812182
TRB1,6.638511196547764
TRB2,5.9819437062146195
TRC1,9.5085097345631
RS12,1.4189801602400367
RS21,1.3028826016548385
RS22,2.003393229867627
SE11,0.23299444577940606
SE12,0.17336320229255686
NL33,0.37673699343974404
NL34,0.48414734545205285
NL41,0.34393775253962783
NL42,0.3894484228753734
PL21,0.5854397643707399
UKM6,0.2777487572892695
TR22,4.822423284036068
TRC2,10.43964744725006
TRC3,12.34154355250907
UKC1,0.36887527875083853
UKC2,0.39845967397139054
UKD1,0.1625058641091708
UKD3,0.2150519049378442
UKD4,0.26916706224917925
UKD6,0.3312835258381297
UKD7,0.43276620305966
UKE1,0.8148624701142129
UKE2,0.4426250961936988
UKE3,0.6815056525986243
RO41,2.262592494113285
RO42,1.1714658786796825
RS11,1.4232741588973543
TR41,5.186260471953283
TR42,2.4953384293575267
TR51,6.405824314049712
TR52,9.975733101324515
TR61,7.876514536586267
TR62,10.782006761894863
TR63,9.713763854232058
TR71,8.836671852505743
TR72,7.1243881024263125
TR81,2.002865924618804
UKK1,0.4810868453713416
UKK2,0.5682700417264783
UKK3,0.8109619706964368
UKK4,0.622186794262644
UKL1,0.3194116876356968
UKL2,0.27796676250838537
UKM5,0.33939992460693413
UKM7,0.2095679842266132
UKM8,0.11003689044870035
UKM9,0.2526510444272025
UKN0,0.23915542671944898
SE21,0.19682128276957478
SE22,0.24361579215825616
SE23,0.14498879306231344
SE31,0.12430878896660921
SE32,0.07542142843696693
SE33,0.07803747873004377
SI03,0.8339752776609749
SI04,0.7563053677854037
SK01,1.148847344132987
SK02,0.7555904145817907
SK03,0.5186237259257486
SK04,0.4166591726795404
TR10,2.9890829963179897
TR21,3.2744871948991796
UKE4,0.4148742242838188
UKF1,0.7362486577631289
UKF2,0.9055331870029153
UKF3,1.0253065386532634
UKG1,0.5568147278841784
UKG2,0.4682222680950846
UKG3,0.47620245446137716
UKH1,0.9476245554314369
UKH2,0.8887889712097149
UKH3,0.8738630864372527
UKI3,0.44662275561441317
UKI4,0.6559340422136217
UKI5,0.686132759609104
UKI6,0.6759636479648257
UKI7,0.5111211235923708
UKJ1,0.6981146173088025
UKJ2,0.6553421920632893
UKJ3,0.5728139628332432
UKJ4,0.9118841742823874
NO09,0.16650422359532846
NO0A,0.14016856800222335
NO0B,0.0
HR05,0.758368333667537
HR06,0.8459087804045232
NO02,0.0682136264871863
NO06,0.13691801528438288
NO07,0.10790507885853041
NO08,0.11365925940825003
