nuts,December Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.26643383596782744
DE60,0.22738492009657224
DE71,0.3989899035732218
DE72,0.2224929756687448
DE73,0.31405806632967664
DE80,0.3341572383058397
DE91,0.4572766232802717
BG41,2.292982364861236
BG42,2.486861479034895
CH01,0.44832780893561075
AT32,0.511692327356939
AT33,0.5087043145365928
AT34,0.3328265264365352
BE10,0.6038942771762157
BE23,0.6899235511316768
BE24,0.649293133620144
BE25,0.6588926545614542
BE31,0.6356727489694534
BE32,0.6227934708837801
BE33,0.48907709018612533
BE34,0.2777247365998726
BE35,0.43635271320605107
BG31,2.31161859255497
BG32,2.4063095018710645
BG33,2.802160142764507
BG34,2.0755606901286803
DE92,0.370944869075552
DE93,0.29280544110505796
DE94,0.35684839716016464
CZ07,0.3868184606364659
CZ08,0.5448114131798603
AL01,1.7623944211207785
AL02,2.405545879948792
AL03,2.179719766999505
AT11,1.3569881755260325
AT12,0.8669886123809774
AT13,1.310207324563122
AT21,0.6334009731828508
AT22,0.6394473165604257
AT31,0.3758736901213804
DK05,0.6072290157806637
BE21,0.6194875537454466
BE22,0.6069475671656012
ES43,5.679558096941384
ES51,5.797161986264995
ES52,10.70030163432058
ES53,8.284737749567311
ES61,9.520135515779891
ES62,12.553342440991303
ES63,0.0
ES64,0.0
CH02,0.33535063419355715
CH03,0.3014941325768187
CH04,0.2726736457253686
CH05,0.5958303350549191
CH06,0.27755862297979883
CH07,0.7668270106034153
CY00,12.800677576459316
CZ01,0.5585038068703724
CZ02,0.46512526326869785
CZ03,0.3819406627506307
CZ04,0.3346540026445925
CZ05,0.28420275525548316
CZ06,0.5433471354039636
DE40,0.4738758462473284
EL53,2.682236698622902
EL54,2.2172455774710347
EL61,2.47698547029741
EL62,0.0
EL63,2.3083344721561656
ES70,0.0
ITC1,1.2810840969822384
ITC2,0.6558244047693926
DE11,0.3699892233855604
DE12,0.40672080282923845
DE13,0.3436839178345633
DE14,0.3618017989446177
DE21,0.3998561259676723
DE22,0.3535871823611905
DE23,0.2779891348413715
DE24,0.2501883945569307
DE25,0.3572385796310681
DE26,0.3371744432774161
DE27,0.41822490733044176
DE30,0.3560568677892316
EL42,8.122797818054202
LV00,0.1181018054378903
ME00,1.412624855837108
MK00,2.8275459858968026
MT00,0.0
NL11,0.5539003643263064
NL12,0.7528547770559417
EL64,3.0715223053596046
EL65,3.618778710169387
ES11,1.2911587562286309
ES12,1.02393076873674
ES13,1.326122956749355
ES21,1.601984270831956
ES22,2.927671000244358
ES23,3.0492669405740482
ES24,7.454160219252674
ES30,3.680425019680028
IE05,0.4425082285318919
IE06,0.31689649573463086
IS00,0.22298597753867377
ITC3,2.0188989882572552
FI19,0.08919257637465175
FI1B,0.10097825036574061
FI1C,0.07240494622508183
DEA1,0.4701069185961486
DEA2,0.4241895574870625
DEA3,0.3777967514760085
DEA4,0.3076875700074886
DEA5,0.30999201674823734
DEB1,0.37450716133390666
DEB2,0.26558253441446616
DEB3,0.494480566657492
DEC0,0.34368740913205514
DED2,0.5031520377332717
DED4,0.5054941084272029
DED5,0.7022460214150659
DEE0,0.5620318537561467
DEF0,0.28626544380732977
DEG0,0.5045042391412146
DK01,0.5008701486399422
DK02,0.5493840436247868
DK03,0.33254752183871306
DK04,0.3996330397849274
ES41,2.944042913714012
ES42,6.1357449253022445
HU23,1.0367079032686983
HU31,1.2994439740590344
HU32,1.2695908776652831
HU33,1.2937102702591439
IE04,0.24613479240058103
EE00,0.1330063328323513
EL30,5.522926815651515
EL41,5.536391975368018
EL43,9.17633487520348
EL51,3.104064737540433
EL52,2.785083848446435
FI20,0.9646861999296124
FR10,0.6071199894697389
FRB0,0.6520371503870253
FRC1,0.662407999903465
FRC2,0.6494332440712522
FRD1,0.4948290851827219
FRD2,0.5306148331218349
FRE1,0.6567517253855
FRE2,0.6181023113320091
FRF1,0.416128432994104
NL13,0.5334086881522846
NL21,0.3871120441739799
NL22,0.4885640877160711
NL23,0.5410589491109818
NL31,0.5121071426371151
NL32,0.6861054442144495
ITG2,4.527290953682967
ITH1,1.7768603850793068
ITH2,1.723853293963503
FRI3,0.8747536513852036
FRJ1,3.4461833485622715
FRJ2,1.5958924339381226
FRK1,0.7712463854976397
FRK2,1.0877867438888846
FRL0,3.3921053062797597
FRM0,2.812413306695631
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.1854535562215345
TR32,6.2973978420381584
TR33,5.922700506191846
HR03,1.1052439337260138
HR02,0.8015329663853227
HU11,1.1524097359172718
HU12,1.2233661479628957
HU21,1.2925578475243178
HU22,1.474694997910318
PT16,3.6185185130117183
PT17,9.567022393312019
FRF2,0.5352986469296587
FRF3,0.4565381504181608
FRG0,0.6865653126949024
FRH0,0.8265830366502515
FRI1,1.3963720967705724
FRI2,0.9544906264049697
ITC4,1.2335079703274132
ITF1,1.937872050764535
ITF2,2.279081453172895
ITF3,1.662308197865566
ITF4,4.203968699312455
ITF5,3.4813299255232018
ITF6,2.5599493857863487
ITG1,4.826065039947059
LT01,0.10311261227858569
LT02,0.1239770546006413
LU00,0.23758554640304563
PL22,0.6408652645039016
PL41,0.39059753583925
PL42,0.2851535144369879
PT18,8.026301296834394
PT20,0.0
PT30,0.0
RO11,0.8525122445178248
RO12,1.2904280327292263
RO21,2.1134142830060396
RO22,3.803190771880049
RO31,2.6148874776029096
RO32,2.8529869142181075
ITH3,1.5940180789916258
ITH4,1.1435115453429205
ITH5,1.6693734035748975
ITI1,1.536796006574952
ITI2,1.259389155249312
ITI3,1.6094387554958116
ITI4,1.6287852014703728
LI00,0.3644136912254825
FI1D,0.06762327251585251
TR82,2.990119608372746
TR83,2.8796756750735155
TR90,3.1008619103402295
TRA1,4.31254212561012
TRA2,1.0735794431198045
PL43,0.5073265875895524
PL51,0.5657734324796783
PL52,0.636746063251753
PL61,0.3202762677978697
PL62,0.1856033098293989
PL63,0.2871244108817142
PL71,0.542549862229913
PL72,0.6014563492736917
PL81,0.4740649169054586
PL82,0.6395148094158715
PL84,0.16409451355363422
PL91,0.4589201152968335
PL92,0.41384970127512927
PT11,2.011530015797011
PT15,10.264162438557808
TRB1,4.898697650369693
TRB2,5.745042892359681
TRC1,8.153825800724826
RS12,1.4814061188874024
RS21,1.2970580391373547
RS22,2.0349783948167164
SE11,0.2667985282390033
SE12,0.17608092459913965
NL33,0.7049003864131805
NL34,0.6997593922646934
NL41,0.5725314168160107
NL42,0.5855777317187584
PL21,0.6277905455824289
UKM6,0.33367288565458797
TR22,3.8100639542952903
TRC2,8.997524329178045
TRC3,10.190547796081301
UKC1,0.41535134216095954
UKC2,0.42561182988102586
UKD1,0.16639264391183037
UKD3,0.21520952387927703
UKD4,0.2713662200102701
UKD6,0.29370548245867556
UKD7,0.36918443258092276
UKE1,0.8489100864601352
UKE2,0.484534232160955
UKE3,0.5274846535639365
RO41,2.4228088199877917
RO42,1.160859832659479
RS11,1.837506388046653
TR41,4.235436039875272
TR42,2.41316458934252
TR51,5.306415168249891
TR52,7.607810022736182
TR61,5.914740941262114
TR62,7.422050614151305
TR63,7.103756997562603
TR71,6.071344570594688
TR72,4.38926178837064
TR81,2.2349115884025377
UKK1,0.5735980591516449
UKK2,0.7051882630514076
UKK3,0.8778116724743261
UKK4,0.7069361391078413
UKL1,0.38168466266441137
UKL2,0.2911877402765294
UKM5,0.42448884879598503
UKM7,0.2541808670230553
UKM8,0.12243303667891561
UKM9,0.267204519737189
UKN0,0.2623958231962607
SE21,0.19299109576333823
SE22,0.22360494538399134
SE23,0.1681637988677086
SE31,0.11146124532230677
SE32,0.07568871618197456
SE33,0.07796579436683544
SI03,0.6960209013078794
SI04,0.6969860097620224
SK01,1.214053046524434
SK02,0.9065468483319283
SK03,0.4392131835887252
SK04,0.4947318681535651
TR10,2.722142711595903
TR21,3.2043590480726842
UKE4,0.3446509445653639
UKF1,0.6424845721956037
UKF2,0.8546000827461685
UKF3,0.9741568324133263
UKG1,0.6680261236874152
UKG2,0.47478188051022313
UKG3,0.4754394573587764
UKH1,0.8431003663722181
UKH2,0.8704366791844285
UKH3,0.8553869617767608
UKI3,0.4389526530629397
UKI4,0.555827108659777
UKI5,0.5789053557292964
UKI6,0.5042868162491225
UKI7,0.4950524776150535
UKJ1,0.741582377375805
UKJ2,0.6110880812769324
UKJ3,0.6349350960921507
UKJ4,0.7689253119149746
NO09,0.16794504956384318
NO0A,0.1469046827858378
NO0B,0.0
HR05,0.7333731898121653
HR06,0.9270375034803665
NO02,0.06522983693335078
NO06,0.12107138415285322
NO07,0.10304600628394306
NO08,0.11433786977328529
