nuts,Summer Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DK01,11.24341110177798
DK02,10.180958730720716
DK03,8.725745968757735
DK04,8.591819189140915
ES41,31.94130013605059
ES42,45.11116793930696
HU23,18.00447025373535
HU31,17.458651945499874
HU32,19.40944440670942
HU33,19.78296514490211
IE04,4.296282185255041
EE00,8.291679258010896
EL30,50.008233385303896
EL41,43.8806344460309
EL43,46.50628527702625
EL51,28.53653485772129
EL52,26.666887696958696
FI20,8.611584437001229
FR10,14.703913262227218
FRB0,16.93529172376504
FRC1,14.698287806926535
FRC2,12.876692216491167
FRD1,11.753453958262458
FRD2,11.602096873553727
FRE1,10.84534981869489
FRE2,11.882133334683846
FRF1,12.241132096694077
NL13,8.838991135594432
NL21,10.021137149022282
NL22,10.648746712348848
NL23,9.390451197931373
NL31,10.445473120562768
NL32,8.692628798111754
ITG2,36.82205709241239
ITH1,5.354872296957333
ITH2,6.319695328587359
FRI3,17.662667366410822
FRJ1,25.6615239985432
FRJ2,15.475168585126386
FRK1,14.100364455720337
FRK2,14.820340368348146
FRL0,25.95569673425747
FRM0,22.91629420025704
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,48.03532770549496
TR32,46.00893011343981
TR33,42.765171947530646
HR03,18.980219524397636
HR02,16.55206664708735
HU11,18.914304028073147
HU12,19.242778882702563
HU21,18.67416390358883
HU22,16.975914175626624
PT16,35.73332018136589
PT17,35.64321215219453
FRF2,13.553371653622996
FRF3,13.069885759042878
FRG0,16.23904753216794
FRH0,13.261102207240594
FRI1,14.720268444235362
FRI2,13.989295310638926
ITC4,13.88058828271287
ITF1,21.038886192989686
ITF2,26.79146337329424
ITF3,28.48516284278563
ITF4,37.32522750869237
ITF5,34.03767805083627
ITF6,26.237606501654895
ITG1,38.113670212884735
LT01,9.714330552531164
LT02,10.447378890489663
LU00,11.09293899238831
PL22,9.40896028975971
PL41,12.921095852060033
PL42,10.85821824411578
PT18,40.60224854210507
PT20,0.0
PT30,0.0
RO11,11.200114317933537
RO12,8.776389363924588
RO21,12.843215418704155
RO22,21.236618898594177
RO31,18.32471000951953
RO32,18.070690706454506
ITH3,12.959712924912301
ITH4,9.747775714086677
ITH5,19.45871005688974
ITI1,22.925602333777583
ITI2,27.169781037875374
ITI3,22.9462528361938
ITI4,25.954204090459662
LI00,4.48375914344906
FI1D,4.862889488987977
TR82,27.157798661386188
TR83,29.14703774841507
TR90,12.305016667104614
TRA1,26.562480364589586
TRA2,9.023923949472163
PL43,13.349771326911418
PL51,11.328364877776886
PL52,10.654895689786853
PL61,12.729287636121862
PL62,11.374809081451874
PL63,10.637387620474103
PL71,11.722239734708532
PL72,10.303004601814187
PL81,10.88394241937952
PL82,8.335137582607414
PL84,11.037327129861964
PL91,11.896045813099905
PL92,11.950172006409154
PT11,27.399591353760535
PT15,40.980384247406995
TRB1,46.62907151436632
TRB2,42.78035403601168
TRC1,54.0275950070099
RS12,20.85324460100349
RS21,17.576609861758037
RS22,20.9903495669301
SE11,9.426717840305193
SE12,8.924183415385123
NL33,9.724736021684075
NL34,10.423177553835572
NL41,10.772427617600416
NL42,10.546998657396006
PL21,7.303772890943641
UKM6,3.0036920915956715
TR22,41.398033551912036
TRC2,60.58002939029135
TRC3,61.268610352912255
UKC1,6.158105607745829
UKC2,5.588065503121267
UKD1,3.9091476484752925
UKD3,5.918012841373945
UKD4,4.352419055309773
UKD6,6.593375258118614
UKD7,5.758577821382122
UKE1,9.3636595267422
UKE2,7.247248682734468
UKE3,9.07842920237201
RO41,18.740428221804144
RO42,14.400854707534394
RS11,20.641163687350254
TR41,37.02578220717274
TR42,22.36245589719163
TR51,43.03579342772861
TR52,46.28202529111195
TR61,38.56146096166821
TR62,36.409135851505425
TR63,45.03394283131776
TR71,46.959814545044544
TR72,40.21604731912406
TR81,19.820858937679684
UKK1,11.053044611159454
UKK2,10.216403104305488
UKK3,7.678132636161772
UKK4,7.886105491194426
UKL1,5.605626054408695
UKL2,6.722822055729145
UKM5,4.103548973426543
UKM7,4.351257371585559
UKM8,4.094029296368328
UKM9,4.469728879795129
UKN0,4.311195536547485
SE21,9.800824066059183
SE22,10.108149152976727
SE23,8.579997861608877
SE31,7.172425398741174
SE32,5.384921968312111
SE33,4.942052519001319
SI03,10.914988113767848
SI04,10.205769397617704
SK01,18.458468324636435
SK02,16.346973852721092
SK03,9.373176469803166
SK04,9.008691146303256
TR10,28.979437473980983
TR21,34.39256631060721
UKE4,7.593208712859042
UKF1,9.391301537145015
UKF2,11.849278155766276
UKF3,11.269417183195078
UKG1,10.293107116474904
UKG2,8.698929695015025
UKG3,10.445175039683756
UKH1,11.585255221807708
UKH2,12.764937424367723
UKH3,12.345426065587349
UKI3,12.336041650654701
UKI4,12.362873686685978
UKI5,12.370346350451127
UKI6,11.639535102987454
UKI7,12.587120456816299
UKJ1,12.196498604604685
UKJ2,12.020074948802508
UKJ3,12.158404417571496
UKJ4,11.527609131108862
NO09,6.910019539184786
NO0A,3.655940315224191
NO0B,0.0
HR05,15.188239785349666
HR06,14.873357167981148
NO02,5.101736651253484
NO06,3.721487746097863
NO07,3.728279279214415
NO08,6.661893805991527
