nuts,Summer Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,8.120906787679859
DE60,9.005833041924415
DE71,12.57107839928156
DE72,10.415649342525018
DE73,9.494339064828681
DE80,10.593178991791982
DE91,10.495152034580094
BG41,17.12849780504982
BG42,22.343591923377165
CH01,5.682367152735699
AT32,3.7086293383413262
AT33,3.557822316737827
AT34,4.283986255934799
BE10,10.634311138331094
BE23,10.366037012787878
BE24,10.540392811222551
BE25,10.230286645939001
BE31,10.30506302900616
BE32,10.380428819592442
BE33,8.90490229133244
BE34,9.748921341749012
BE35,9.599296104366442
BG31,21.488070275570585
BG32,20.42969615410707
BG33,20.84896053476036
BG34,22.014700491017425
DE92,9.867861017742504
DE93,9.780703446437427
DE94,9.416988438888843
CZ07,10.298375100263316
CZ08,7.915125448021948
AL01,18.615516276246968
AL02,25.003136921343383
AL03,28.087267617306587
AT11,14.38434559934487
AT12,11.61030802896781
AT13,15.90982820842817
AT21,4.979778731606449
AT22,5.6634619164347875
AT31,6.2134321180230945
DK05,8.773378676134897
BE21,11.028610575996371
BE22,10.614311009485794
ES43,43.67152134248299
ES51,24.900874196256055
ES52,37.05913664704103
ES53,28.121140710346644
ES61,42.491327182484426
ES62,43.374615791040405
ES63,0.0
ES64,0.0
CH02,6.644956691831951
CH03,8.428219037845114
CH04,8.280904398908387
CH05,5.457247196952006
CH06,5.235498499111753
CH07,6.755818388949792
CY00,44.166573019622376
CZ01,12.755872820819715
CZ02,12.486129986014749
CZ03,9.319371230907677
CZ04,11.743360714770574
CZ05,10.513482332946568
CZ06,12.575046068408856
DE40,12.349521750474267
EL53,27.736709281607848
EL54,28.312771890354202
EL61,30.358297422655266
EL62,0.0
EL63,34.68510841678504
ES70,0.0
ITC1,13.210741522175011
ITC2,6.906565443552348
DE11,10.409090253564719
DE12,11.512993485247385
DE13,9.364184987804121
DE14,7.134038349695937
DE21,6.693876900938392
DE22,8.895094290748748
DE23,9.728465205587122
DE24,9.848031919724086
DE25,10.351112405947806
DE26,10.95043985482215
DE27,7.039198942899472
DE30,13.58608381214758
EL42,33.59135082817743
LV00,9.700854170450464
ME00,15.293345902820045
MK00,25.08501021841927
MT00,0.0
NL11,7.674336248752256
NL12,7.085913992024445
EL64,36.31322184161268
EL65,39.7496878610532
ES11,16.959613291521503
ES12,7.365960872989248
ES13,8.07776683049421
ES21,12.023105144307742
ES22,23.208157242685893
ES23,24.439188953262832
ES24,33.751859913989236
ES30,42.686577989226585
IE05,5.30341433876654
IE06,5.426905428065765
IS00,3.672480610580866
ITC3,13.294855421003792
FI19,6.849440758936612
FI1B,9.75251503133541
FI1C,8.837300251306704
DEA1,10.266358232257632
DEA2,9.556831419944896
DEA3,10.578715577178183
DEA4,9.54351138983381
DEA5,8.894964574662163
DEB1,10.706935366219481
DEB2,10.744118026797384
DEB3,13.4278004989307
DEC0,12.10488133851876
DED2,11.382619433820773
DED4,9.6648300066796
DED5,12.7657285935951
DEE0,12.325174073261055
DEF0,8.812250854233431
DEG0,10.226138045662168
