nuts,January Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,0.23440863393702918
DE60,0.23291690473849336
DE71,0.2066532617442902
DE72,0.15719577734118007
DE73,0.2014645390569564
DE80,0.3007467857691847
DE91,0.30617698294797646
BG41,0.9794437965889417
BG42,1.4957342039906723
CH01,0.25448650203888434
AT32,0.1621955647312758
AT33,0.17419824742849205
AT34,0.23753950895456954
BE10,0.4802614109865611
BE23,0.5101980636733056
BE24,0.4730092493887366
BE25,0.5756113978481237
BE31,0.50168829376094
BE32,0.4058046017065696
BE33,0.3654430171566602
BE34,0.1871058720818075
BE35,0.3067542312032593
BG31,1.7222238557806255
BG32,1.5656534915365554
BG33,1.734339911043795
BG34,1.7109572563865478
DE92,0.30928628336830927
DE93,0.26905767005336156
DE94,0.2733892646649533
CZ07,0.3254197031431662
CZ08,0.41447817501698986
AL01,1.0123868703339551
AL02,1.4772021092222678
AL03,1.2393951895928483
AT11,1.1479245143525318
AT12,0.9494926787457603
AT13,1.4059320608072536
AT21,0.43807834057761535
AT22,0.5482558195345887
AT31,0.2747309579593826
DK05,0.4255076367217158
BE21,0.4369713296097645
BE22,0.4224906259629417
ES43,4.20364854241978
ES51,4.577001591864657
ES52,9.411553284248335
ES53,5.861504378167462
ES61,6.593198416432619
ES62,11.257504937161706
ES63,0.0
ES64,0.0
CH02,0.2510018932603523
CH03,0.24661602868679522
CH04,0.2712706128354551
CH05,0.2643625724649719
CH06,0.18880106949176334
CH07,0.7861129003156329
CY00,5.671337827048447
CZ01,0.6946814108606981
CZ02,0.5978426525634539
CZ03,0.427430851336623
CZ04,0.35881834354444314
CZ05,0.2806814678039475
CZ06,0.6916293917810984
DE40,0.31431942317927447
EL53,0.9776157058021028
EL54,0.9895663990274107
EL61,1.41976555046213
EL62,0.0
EL63,1.3502870098146338
ES70,0.0
ITC1,1.1326992849044162
ITC2,0.4876219369347056
DE11,0.254724196861244
DE12,0.2792406207408777
DE13,0.25116205949487397
DE14,0.33552941245354373
DE21,0.31659334338457834
DE22,0.3068083831400035
DE23,0.22475085479041343
DE24,0.16848591679755545
DE25,0.21404210240820146
DE26,0.19750052397478057
DE27,0.3795437265676828
DE30,0.27007408080770423
EL42,4.1132263012649615
LV00,0.12835682966745918
ME00,0.6342973977499913
MK00,0.9899524644744422
MT00,0.0
NL11,0.3643249350769093
NL12,0.4660437527379194
EL64,1.8043124419276881
EL65,2.2915956708391354
ES11,0.9713085815981662
ES12,1.0501725345602848
ES13,1.1981899359446617
ES21,1.2865243164751219
ES22,2.223587019996493
ES23,2.1896584852802436
ES24,5.574577848175095
ES30,2.9619707864566807
IE05,0.4554814571977389
IE06,0.44120368075179783
IS00,0.23390165939321586
ITC3,1.8126772073062156
FI19,0.09569292058588937
FI1B,0.08411539273767997
FI1C,0.07701198471964267
DEA1,0.2648868675082709
DEA2,0.32040033534911977
DEA3,0.23672746676037884
DEA4,0.22523822534249177
DEA5,0.22434353548395425
