nuts,September Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,5.711582753578557
DE60,6.827209111333191
DE71,8.955048173546391
DE72,6.650175892568868
DE73,5.730830774400297
DE80,7.254156598927178
DE91,6.187794688521404
BG41,13.895267068880822
BG42,19.496674007551608
CH01,3.3621359504281068
AT32,2.348950360718816
AT33,2.453141607618668
AT34,2.4239651031409024
BE10,7.287990475990565
BE23,7.422335945114575
BE24,7.229116960182885
BE25,7.901339885195601
BE31,6.975744905487503
BE32,7.201427272727632
BE33,5.520168515019103
BE34,5.577949936679577
BE35,6.107134532336448
BG31,18.757456827129502
BG32,17.37121777062969
BG33,18.608333677873098
BG34,19.963854531347383
DE92,6.357753587807865
DE93,6.8586687431218945
DE94,6.16946074130986
CZ07,7.542815704713765
CZ08,6.62398422538634
AL01,12.920209678341525
AL02,17.317141496586142
AL03,18.6937680972481
AT11,9.80866904770041
AT12,7.78869186424717
AT13,10.894615217219998
AT21,3.071465731958592
AT22,3.8060306810293545
AT31,3.5445494664948782
DK05,5.571932374695217
BE21,7.1883481062019206
BE22,7.042892371346125
ES43,33.25410132931479
ES51,14.991408741699981
ES52,25.337169583663155
ES53,19.983842197705634
ES61,33.720192552639304
ES62,31.04896925007103
ES63,0.0
ES64,0.0
CH02,4.44131381286164
CH03,5.430711577345468
CH04,5.1388049189288685
CH05,3.594317415681493
CH06,3.2463159373948773
CH07,3.536503395295503
CY00,38.94553154915548
CZ01,8.079425963287624
CZ02,7.811616903493121
CZ03,5.574685292746932
CZ04,6.944827097827902
CZ05,6.518034682571881
CZ06,8.405042866916032
DE40,8.645968403577875
EL53,21.302113643858334
EL54,18.9846815862768
EL61,22.393227475671242
EL62,0.0
EL63,24.700542961064624
ES70,0.0
ITC1,8.60909552427483
ITC2,4.053240722775791
DE11,7.00372945073334
DE12,8.09171692434697
DE13,6.413688757484088
DE14,4.861124464539118
DE21,3.614241512263133
DE22,4.801575380619208
DE23,5.485582095627483
DE24,6.160622397371194
DE25,6.808999829887009
DE26,7.650083412971081
DE27,4.6524324348807715
DE30,8.90102613389798
EL42,30.249162114611664
LV00,5.2349004936168395
ME00,10.88401514424221
MK00,19.44682524279746
MT00,0.0
NL11,5.3321607533598705
NL12,5.1042092700129675
EL64,26.488625449287714
EL65,29.49859274410537
ES11,15.309902500970766
ES12,7.689296076422398
ES13,9.019445252925196
ES21,12.131516217934728
ES22,19.158020505204725
ES23,20.112428230925822
ES24,23.178809243027366
ES30,31.819268692347865
IE05,4.408850037079101
IE06,4.401946324382662
IS00,1.2652403368416265
ITC3,8.61306388158946
FI19,3.7460966579650656
FI1B,4.905592251383644
FI1C,4.4879795204878326
DEA1,6.248771311747272
DEA2,6.272708717128525
DEA3,6.415984258418091
DEA4,5.776159085973356
DEA5,5.2639975264333465
DEB1,7.4437992602365
DEB2,7.086929350631166
DEB3,9.632764555914344
DEC0,8.104183366893487
DED2,6.8516244982894134
DED4,6.052566307109836
DED5,8.82567604618867
DEE0,8.18596015697979
DEF0,6.161516367359412
DEG0,6.771585223568951
DK01,7.136353450834213
DK02,7.2941487061484205
DK03,5.822353817251274
DK04,5.43210562033305
ES41,25.754778127037774
ES42,32.28462745337086
HU23,12.291706773201867
HU31,13.918129925325227
HU32,15.766703719143617
HU33,15.088256555420289
IE04,3.2660148910609346
EE00,4.825928153156077
EL30,38.021340974412624
EL41,34.887695725886644
EL43,38.47602838273153
EL51,24.878282746847432
EL52,21.59373368397146
FI20,5.621647067651208
FR10,12.05069167685368
FRB0,13.33701731337473
FRC1,10.622611172080406
FRC2,9.181526912545396
FRD1,10.930684317169414
FRD2,10.76757444313005
FRE1,8.445146616214892
FRE2,10.6060398582925
FRF1,8.463129958705032
NL13,5.647609099227228
NL21,5.795266752759349
NL22,6.0302941650766675
NL23,5.757136054968997
NL31,6.146124722977673
NL32,5.500624405884477
ITG2,25.618791892035787
ITH1,3.676648913796666
ITH2,3.8377310953484822
FRI3,15.18801381953604
FRJ1,18.706308691133945
FRJ2,12.750535862900184
FRK1,10.130190762538332
FRK2,9.791368444198127
FRL0,17.070730091560627
FRM0,16.34731544532128
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,37.35144645060162
TR32,38.644816281400665
TR33,36.261647192854674
HR03,11.963350677487789
HR02,11.295684811973414
HU11,14.001704331988565
HU12,14.618031442091862
HU21,13.216890227793566
HU22,11.5464717456093
PT16,28.13281828730878
PT17,28.868436705199823
FRF2,8.918492602387667
FRF3,8.219633383507063
FRG0,14.810307571660735
FRH0,11.679216241936627
FRI1,12.85024097187115
FRI2,10.003311883519741
ITC4,8.768918431218443
ITF1,12.051965833745255
ITF2,16.766057633423266
ITF3,16.995399227076557
ITF4,23.85629672937164
ITF5,21.19785231233379
ITF6,16.651073660579222
ITG1,23.259332178596228
LT01,5.6960445549839465
LT02,5.875857900328426
LU00,6.637066008072243
PL22,8.092439090497901
PL41,8.829729236745097
PL42,7.029404398460153
PT18,33.07744851199449
PT20,0.0
PT30,0.0
RO11,10.005245572587802
RO12,7.903264152090051
RO21,11.384586962020924
RO22,17.944109449479956
RO31,15.78760105912891
RO32,15.864552376191442
ITH3,7.933377810418825
ITH4,5.802162491869182
ITH5,12.17168042136814
ITI1,13.81942203421624
ITI2,15.43189131677639
ITI3,13.71303409080629
ITI4,14.209979267798488
LI00,2.6280866466528705
FI1D,2.2004752954894937
TR82,23.688290143716547
TR83,24.888664807517046
TR90,13.624855781243143
TRA1,29.252034835503203
TRA2,10.319377385624689
PL43,9.320950761405483
PL51,7.455722546838472
PL52,8.663734490131878
PL61,8.22016605402597
PL62,6.394226077415449
PL63,6.274879734453468
PL71,9.594944519397039
PL72,8.379552350337008
PL81,8.077220022603896
PL82,6.6523992798513145
PL84,7.152535907868069
PL91,8.248263103779738
PL92,8.371651418585726
PT11,22.58994632329799
PT15,34.828552878554895
TRB1,44.891874886624215
TRB2,41.854472023893734
TRC1,49.14391567870974
RS12,16.934899809169025
RS21,13.914804336799182
RS22,16.965634265329253
SE11,5.845250954661351
SE12,5.722965835543804
NL33,6.043097092078959
NL34,7.229712736609772
NL41,6.81450439860935
NL42,6.941671612224391
PL21,5.874417421130407
UKM6,2.0616573329647925
TR22,32.97981634463943
TRC2,54.92344033540713
TRC3,56.02218288906959
UKC1,5.68019362193485
UKC2,4.731222241619685
UKD1,2.997515598578951
UKD3,4.629473253450689
UKD4,3.5827643420101163
UKD6,5.00984018376775
UKD7,4.437372696697422
UKE1,9.292263672069003
UKE2,6.532289453191603
UKE3,8.640757435719395
RO41,16.820695981054293
RO42,12.081739961075096
RS11,17.81586270941955
TR41,31.62487121566388
TR42,18.699655552928785
TR51,37.096337447698296
TR52,41.1298355558255
TR61,34.58814630923125
TR62,34.7797953945782
TR63,41.727242929433494
TR71,40.87010601497022
TR72,37.4720864780359
TR81,16.760081037695088
UKK1,8.915732086748243
UKK2,8.111313364991426
UKK3,6.700389290864597
UKK4,6.947692030668417
UKL1,4.163560422371213
UKL2,5.296630741109404
UKM5,3.0548729984245426
UKM7,3.0326279964819003
UKM8,2.9130214626293673
UKM9,3.318364553860113
UKN0,3.151373516274923
SE21,5.9444422338468055
SE22,6.527537328434866
SE23,5.011820493587974
SE31,4.702857925520705
SE32,2.9030962571026935
SE33,2.143158762992623
SI03,6.763882578058834
SI04,5.714566363449219
SK01,12.545734900268775
SK02,11.462335046841568
SK03,6.808676308842252
SK04,7.262795171432573
TR10,24.98502837070561
TR21,30.750693584031264
UKE4,6.443083840314761
UKF1,9.133329464258603
UKF2,10.393949955499224
UKF3,10.839237380507132
UKG1,8.73602260023597
UKG2,7.068795987975638
UKG3,9.01198378115002
UKH1,10.776954507667078
UKH2,11.433701991016111
UKH3,11.378816294888097
UKI3,11.09583779185987
UKI4,11.252376295842833
UKI5,11.268089427527887
UKI6,10.641516867042778
