nuts,Summer Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,7.550722442245629
DE60,8.68264145070793
DE71,10.826699239222327
DE72,8.233713773120922
DE73,7.664872233636951
DE80,9.555094287686908
DE91,8.769160507463386
BG41,14.627742986205824
BG42,20.305835609000763
CH01,4.075021112334979
AT32,3.233171718519748
AT33,2.750198134357201
AT34,3.166997993715612
BE10,8.614139810235653
BE23,8.635700186444433
BE24,8.438745514711618
BE25,8.740307872475025
BE31,8.044749378555858
BE32,8.495506411091291
BE33,6.984975730536877
BE34,7.417019075170359
BE35,7.495197097873655
BG31,19.341046228542563
BG32,18.783442004403287
BG33,19.43727070991835
BG34,20.680953281647938
DE92,8.544689999139779
DE93,8.92063129376693
DE94,8.292771173703882
CZ07,9.315413767727183
CZ08,7.499159871961952
AL01,16.38480542940004
AL02,22.81154126979169
AL03,24.53582026577048
AT11,14.28661790580831
AT12,11.42964246016923
AT13,15.998111279366418
AT21,4.269386041701847
AT22,5.413299033291151
AT31,5.743425971564124
DK05,8.360525969665453
BE21,8.843359109999406
BE22,8.684081737392383
ES43,41.22425924121678
ES51,22.495716217624857
ES52,34.99207649784667
ES53,27.177035778519123
ES61,41.52403133486496
ES62,41.846270867659676
ES63,0.0
ES64,0.0
CH02,5.156689126173101
CH03,6.872307863638663
CH04,6.5366001028634555
CH05,4.166423763509873
CH06,3.8236597767753815
CH07,5.06021828648672
CY00,42.10399594316993
CZ01,10.363039981654774
CZ02,10.123867113709569
CZ03,7.833585524339475
CZ04,9.751534372081151
CZ05,8.75308566355427
CZ06,11.487146423902699
DE40,11.511494418090797
EL53,25.726603808663178
EL54,24.571313049831875
EL61,27.81026764403657
EL62,0.0
EL63,32.154307466935315
ES70,0.0
ITC1,12.117781165679071
ITC2,5.522870023728395
DE11,8.969871266265061
DE12,9.779374580673403
DE13,7.914108370034523
DE14,6.143667272714631
DE21,5.525268285697451
DE22,7.294702107278624
DE23,8.4864860354508
DE24,8.8228361012932
DE25,9.401851319877455
DE26,9.623723978041385
DE27,5.9615658136821335
DE30,12.461735512623168
EL42,31.2639453428113
LV00,7.688079860889912
ME00,12.995574612303422
MK00,22.766384645929758
MT00,0.0
NL11,6.926436080305373
NL12,6.411490531327734
EL64,33.993966687616606
EL65,37.284579248589665
ES11,15.684824888693003
ES12,6.881894389332022
ES13,7.361976715627263
ES21,10.615291072110885
ES22,21.780449189589305
ES23,21.961181108682045
ES24,31.350991750647548
ES30,40.1699040203702
IE05,5.280384928346372
IE06,5.300484616708071
IS00,3.3220888211192032
ITC3,11.454970774344856
FI19,7.139043311810726
FI1B,9.096697537016475
FI1C,8.31227515265609
DEA1,8.734958281145582
DEA2,8.055094407478816
DEA3,9.191065830116338
DEA4,8.028070191277521
DEA5,7.406590169653307
DEB1,8.844422184871215
DEB2,8.529295309243857
DEB3,11.494614114226152
DEC0,10.079387637472236
DED2,9.819054344856585
DED4,8.02525305529916
DED5,11.12613740434985
DEE0,10.527152471260187
DEF0,8.351685657741475
DEG0,8.633652844245734
DK01,9.872544173460525
DK02,9.207497766234331
DK03,8.436203825210146
DK04,8.133207983573792
ES41,29.43416915240932
ES42,42.86909274041716
HU23,16.835974566977683
HU31,17.45866002234255
HU32,19.010487208721262
HU33,19.42778129912499
IE04,4.058205064095289
EE00,7.6162771395242785
EL30,47.353823180039136
EL41,40.53055845066032
EL43,44.71991064695911
EL51,26.40452552198723
EL52,24.5121120395283
FI20,8.516260996676024
FR10,12.158341604949092
FRB0,13.368625056352055
FRC1,11.245076020157585
FRC2,9.981648590552993
FRD1,9.570515124069043
FRD2,9.76065381497109
FRE1,8.977115793766664
FRE2,10.00728452420872
FRF1,10.411786632802038
NL13,7.58556628601471
NL21,8.578508025410017
NL22,8.488909173671676
NL23,7.763453402990909
NL31,8.128425779203926
NL32,7.081966676980684
ITG2,35.07290824356044
ITH1,4.374100960428588
ITH2,5.282326230005943
FRI3,14.175487518317926
FRJ1,22.969201505535082
FRJ2,12.642170308580091
FRK1,10.43525509605826
FRK2,12.465797008505373
FRL0,23.598171211685262
FRM0,21.263666072091965
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,45.22680726724545
TR32,43.65203055375904
TR33,40.22966447371529
HR03,16.655691968644597
HR02,14.962114031503459
HU11,18.597278070215864
HU12,19.020756623501637
HU21,17.71957462807317
HU22,16.572597093946214
PT16,32.79999843964694
PT17,34.61027013722457
FRF2,10.746401821049327
FRF3,10.370517277329375
FRG0,13.132114922490718
FRH0,10.365043171518732
FRI1,12.373944229181678
FRI2,10.344534524487003
ITC4,12.675635478638833
ITF1,19.53272017659146
ITF2,25.356844564125446
ITF3,26.81367523363919
ITF4,36.12315151810402
ITF5,32.41570559822422
ITF6,24.351219388436082
ITG1,35.87714858044309
LT01,7.488899390401343
LT02,7.673054957907265
LU00,8.471856429648907
PL22,9.120246977627362
PL41,12.229270113535138
PL42,9.941821450858923
PT18,39.73330332740966
PT20,0.0
PT30,0.0
RO11,10.268835286143188
RO12,7.5503590673961885
RO21,12.511671209524728
RO22,19.61758562722209
RO31,16.733898883269106
RO32,16.756756420545287
ITH3,11.359851791924179
ITH4,8.30519577474212
