nuts,July Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,9.112106046541205
DE60,11.30307837784729
DE71,16.34764431494516
DE72,13.531891331683457
DE73,12.828997191131654
DE80,12.871744446064072
DE91,12.821869876371109
BG41,23.024716539847983
BG42,28.179791809852823
CH01,12.889092300151097
AT32,7.181166052729446
AT33,7.80782811521716
AT34,9.304403013619739
BE10,16.091276588236124
BE23,16.01979975064535
BE24,15.90118027120478
BE25,15.9664922622554
BE31,14.90642518268172
BE32,15.542275118456075
BE33,13.953962251976769
BE34,14.22996536489051
BE35,13.425956779424888
BG31,28.746715773483928
BG32,26.308202188325243
BG33,26.769682002245176
BG34,28.475544153522094
DE92,11.889959321496272
DE93,11.934158104548727
DE94,10.38752210670625
CZ07,15.777424153024672
CZ08,12.97188978713261
AL01,27.59693234069195
AL02,35.07060152064424
AL03,36.5217607865895
AT11,20.1469768817447
AT12,15.001190087861884
AT13,19.746520906656098
AT21,9.15204847986885
AT22,9.329302338199216
AT31,10.268632542852004
DK05,9.348997841536576
BE21,15.98701063228836
BE22,15.488530233651478
ES43,50.26333607557793
ES51,34.69203749429753
ES52,46.17977699751611
ES53,32.48021629718636
ES61,49.621864273448345
ES62,51.542436719278314
ES63,0.0
ES64,0.0
CH02,12.926870897949316
CH03,14.357391493012663
CH04,13.746791651641615
CH05,11.240828098113226
CH06,10.87791512489721
CH07,12.122229302905428
CY00,45.91232003633628
CZ01,14.94926384259211
CZ02,14.722107422643
CZ03,12.827346136136498
CZ04,14.366498033936704
CZ05,14.61725181658967
CZ06,17.115046870234572
DE40,13.999394829194197
EL53,35.04090111063214
EL54,36.770829929055616
EL61,36.52166949408081
EL62,0.0
EL63,43.2070983884477
ES70,0.0
ITC1,20.750791846392094
ITC2,15.788348418706102
DE11,14.364443869273991
DE12,16.01870592309613
DE13,14.803197232213215
DE14,12.748544059423581
DE21,11.232623454537528
DE22,13.13867781332336
DE23,13.977772560808935
DE24,14.29166116173635
DE25,15.156693835303479
DE26,15.356977051884895
DE27,12.437820281957602
DE30,15.130440700584955
EL42,37.15859249239482
LV00,9.02009956003023
ME00,22.69599484559411
MK00,31.476198878751774
MT00,0.0
NL11,7.911777610482624
NL12,7.568048208753543
EL64,43.52040978421936
EL65,46.764131369138056
ES11,25.784611134899052
ES12,14.155419614567164
ES13,14.093670372692385
ES21,17.9486559709245
ES22,31.64845578022284
ES23,34.373394710245066
ES24,43.97100253176544
ES30,49.67310709586847
IE05,5.082136192325236
IE06,4.987148056487326
IS00,4.786181212269653
ITC3,21.3371474451741
FI19,8.460954105137068
FI1B,10.601488279168505
FI1C,10.017230127518767
DEA1,13.609505962646166
DEA2,14.1119558115409
DEA3,12.50600639756588
DEA4,11.724312227659642
DEA5,11.38749122908046
DEB1,15.787291316841602
DEB2,16.59740586040866
DEB3,18.447505851044728
DEC0,18.200723908387687
DED2,14.248358505632648
DED4,12.915346455568818
DED5,16.055018238572625
DEE0,14.187792332040544
DEF0,10.758570509573362
DEG0,14.048530620902937
DK01,12.712938631035474
DK02,13.060750341986225
DK03,10.536165739451285
DK04,9.4640889173283
ES41,39.90252737475501
ES42,53.31794589709859
HU23,24.127285866786274
HU31,24.428214752468982
HU32,25.811182384455833
HU33,26.604020721455147
IE04,3.799101149886536
EE00,9.314264880579188
EL30,58.92414996456534
EL41,53.97146550922375
EL43,54.47345685674561
EL51,34.05988308598783
EL52,32.902886792599496
FI20,9.574788977979551
FR10,21.80556874639698
FRB0,24.683822705934155
FRC1,21.474506717556164
FRC2,19.18012622445592
FRD1,15.621680031505289
FRD2,16.0269765758667
FRE1,16.21999934067725
FRE2,17.223881450765685
FRF1,17.943733555048354
NL13,9.046005454073896
NL21,11.265911995462949
NL22,12.322705252432423
NL23,10.49202078951065
NL31,12.077403469681865
NL32,10.00282869783339
ITG2,44.915652390203704
ITH1,10.93343387002736
ITH2,12.319920316381815
FRI3,25.407918739168984
FRJ1,37.20569828848015
FRJ2,27.195805844062996
FRK1,22.125897848290926
FRK2,23.87763331166201
FRL0,36.47574822689907
FRM0,29.852041581130862
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,59.147785437542616
TR32,53.4677650954565
TR33,50.233381097211016
