nuts,July Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
HR03,27.214888255803704
HR02,22.680902149860135
HU11,26.44111683735581
HU12,26.485417005428403
HU21,25.684883103877652
HU22,22.792720476692583
PT16,42.986354177214416
PT17,40.13718012227063
FRF2,19.370880214550564
FRF3,18.801962178842654
FRG0,22.12298181238062
FRH0,17.196829352622082
FRI1,21.89896490134599
FRI2,20.901910931710322
ITC4,20.273820647513002
ITF1,29.25049933751103
ITF2,35.32014085876578
ITF3,37.96402862267754
ITF4,47.4462318531798
ITF5,43.99682058864044
ITF6,33.93118861855511
ITG1,44.90620596807267
LT01,10.565139598324034
LT02,9.388091734312924
LU00,16.144299974616246
PL22,14.58207396359357
PL41,16.355637580624062
PL42,11.014945292202443
PT18,46.915369922736716
PT20,0.0
PT30,0.0
RO11,17.109207770057854
RO12,14.251739141518039
RO21,18.74650856879716
RO22,25.825317767999387
RO31,22.497034972195017
RO32,20.822568656078026
ITH3,18.548332374012972
ITH4,16.284308003083474
ITH5,27.207367566323313
ITI1,30.57969531455152
ITI2,36.32973806705424
ITI3,31.449398745775415
ITI4,34.299627397564926
LI00,8.706497013246326
FI1D,4.472992473345139
TR82,34.44213108929427
TR83,37.251287571831575
TR90,21.37124451841068
TRA1,38.913341427653414
TRA2,20.39281286252764
PL43,15.877854213161708
PL51,15.108433796912559
PL52,14.814739585772735
PL61,12.881061548137247
PL62,10.028917357726407
PL63,8.517143588174417
PL71,17.382707176554263
PL72,15.553211931015701
PL81,15.345303653751289
PL82,14.598795820317708
PL84,13.646165773182766
PL91,15.198546762983774
PL92,14.657923282563946
PT11,34.01040240019638
PT15,45.474034637259074
TRB1,57.00501122079672
TRB2,61.371617282691375
TRC1,60.699307927566686
RS12,26.646113305107338
RS21,22.868042313431914
RS22,27.024467921548233
SE11,9.76802099585298
SE12,8.352729904057854
NL33,12.026967465518945
NL34,15.008695782637728
NL41,14.532638687866706
NL42,14.561894086489282
PL21,13.225100928920591
UKM6,2.482954927537426
TR22,50.9259037330864
TRC2,66.81477475656986
TRC3,66.80698545803494
UKC1,6.299073872935324
UKC2,5.602826473050277
UKD1,4.347391115661188
UKD3,6.562721538648907
UKD4,4.991703377019658
UKD6,6.879250820305541
UKD7,6.075436683997091
UKE1,10.330329450469957
UKE2,7.465539100095475
UKE3,9.872973772405762
RO41,24.35302929456947
RO42,20.648000933073284
RS11,25.5229464868847
TR41,43.8381319016063
TR42,28.87899345030649
TR51,47.297086995462664
TR52,51.956540008969846
TR61,44.27318157685829
TR62,42.79598577353797
TR63,52.29584100011917
TR71,52.85620197951321
TR72,49.32346866684932
TR81,26.60550599484245
UKK1,14.220738797370263
UKK2,13.060075880942437
UKK3,9.861168716103428
UKK4,10.760810371380451
UKL1,5.580646624849765
UKL2,7.714015195273816
UKM5,3.706830986005876
UKM7,3.785831117305333
UKM8,3.755300797160044
UKM9,4.22320114067476
UKN0,4.068092513326931
SE21,8.88628272512491
SE22,9.019106765484882
SE23,7.038073334084341
SE31,7.08881384161578
SE32,4.791294440484376
SE33,3.9894324151289355
SI03,16.629481562948893
SI04,15.714868450387074
SK01,22.912490649584264
SK02,21.52156720602053
SK03,14.800389909351544
SK04,15.634356682800695
TR10,34.549485206476156
TR21,40.950152572547935
UKE4,7.866063422299893
UKF1,10.932446752539182
UKF2,14.640009276156448
UKF3,13.879094709934096
UKG1,13.32094456729278
UKG2,9.273338004396486
UKG3,12.084192293931311
UKH1,15.246428055527774
UKH2,16.50310778436815
UKH3,15.432404628642962
UKI3,16.848218959053938
UKI4,16.436279387538015
UKI5,16.159708273155715
UKI6,15.640210710036692
UKI7,16.333256201814002
UKJ1,15.74231673862579
UKJ2,15.691601678693456
UKJ3,15.42420752336041
UKJ4,14.544016589883405
NO09,6.830167082678316
NO0A,5.622963057938943
NO0B,0.0
HR05,21.066324430239188
HR06,20.308105022427075
NO02,5.443269520853262
NO06,2.994452679311642
NO07,4.407762992090267
NO08,6.63715789245378
