nuts,Winter Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,0.48674919132419786
DE60,0.42570248783047954
DE71,0.45146060788763354
DE72,0.36553069979155994
DE73,0.3992646459846874
DE80,0.47796216566901295
DE91,0.4956549550039818
BG41,2.034636682882245
BG42,2.4245370232357937
CH01,0.49272824378400665
AT32,0.3296832335557574
AT33,0.3886357485280472
AT34,0.533675672569919
BE10,0.8141805275390454
BE23,0.7884419198149702
BE24,0.7957818680946709
BE25,0.8067532998499959
BE31,0.8193103670873371
BE32,0.7383627120002337
BE33,0.6082878175538527
BE34,0.40070901394194175
BE35,0.5754314259608067
BG31,2.617147761906609
BG32,2.408273992431257
BG33,2.585018958694398
BG34,2.399931615065697
DE92,0.49502781467533125
DE93,0.4560264823483536
DE94,0.5159467904792406
CZ07,0.5664721611762747
CZ08,0.6865063693040165
AL01,1.3944553924142402
AL02,1.9488042544657656
AL03,1.8731829032691296
AT11,1.7034133279463526
AT12,1.3664071599838339
AT13,2.0472151010840465
AT21,0.7288586552380522
AT22,0.8341093660026512
AT31,0.48593435669554724
DK05,0.5932249116753459
BE21,0.6996890240443712
BE22,0.7339257472909307
ES43,6.167115094168878
ES51,6.130268231411188
ES52,11.228056842356791
ES53,6.948988204813484
ES61,8.810054392264895
ES62,13.17187360597927
ES63,0.0
ES64,0.0
CH02,0.48569936213912746
CH03,0.5700444496505599
CH04,0.5378541429605715
CH05,0.4627727867387694
CH06,0.3684636398922789
CH07,1.0422034418866735
CY00,8.558056298937947
CZ01,1.0865274451219886
CZ02,0.9458121852410609
CZ03,0.8024145895229732
CZ04,0.7269146495003332
CZ05,0.5945346962686375
CZ06,1.0789600966355184
DE40,0.5429638796334371
EL53,1.8780464760508384
EL54,1.651038911288365
EL61,2.031255867848772
EL62,0.0
EL63,1.9927791159751007
ES70,0.0
ITC1,1.7968776739148116
ITC2,0.7183117810358057
DE11,0.5644709571044496
DE12,0.5935834257882524
DE13,0.6469706302897466
DE14,0.6874887273614204
DE21,0.5814591257238552
DE22,0.5917081227538765
DE23,0.4718514182818892
DE24,0.41845857625124633
DE25,0.53019364239571
DE26,0.465733123845919
DE27,0.6883236926303858
DE30,0.5368419501876965
EL42,5.504115742467437
LV00,0.16503387564905989
ME00,1.0798798973046002
MK00,2.1888619875499375
MT00,0.0
NL11,0.6294937275049998
NL12,0.6485567036499728
EL64,2.4268490365813276
EL65,3.044399742543009
ES11,1.507986615101698
ES12,1.3569813553770695
ES13,1.5347189134052426
ES21,1.6822286741423167
ES22,3.1992082640819817
ES23,3.015836100346727
ES24,7.31261541656488
ES30,4.601878326140318
IE05,0.613233582861088
IE06,0.6624628607268629
IS00,0.20941158719026515
ITC3,2.2535726444564497
FI19,0.10908550230728617
FI1B,0.108473649325961
FI1C,0.09310938908614058
DEA1,0.5310190633202186
DEA2,0.5082266629504291
DEA3,0.48586540404712586
DEA4,0.43538531869900876
DEA5,0.40054168312530675
DEB1,0.4170361166012118
DEB2,0.3688886401471537
DEB3,0.5335719583637526
DEC0,0.4291322115491274
DED2,0.7137269287005021
DED4,0.736145299633936
DED5,0.9224502280035575
DEE0,0.730445451263392
DEF0,0.4153133620349999
DEG0,0.6365634983929139
DK01,0.6218478240676084
DK02,0.6799300405103692
DK03,0.428563355082919
DK04,0.4575204311620083
ES41,3.054752160773395
ES42,6.992037237206405
HU23,1.3832416393429292
HU31,1.1276933970153906
HU32,1.082740638983991
HU33,1.2374859267678715
IE04,0.6003155225281885
EE00,0.15366624581184252
EL30,4.617887829794258
EL41,4.283338781213352
EL43,6.266614527775051
EL51,2.7543985892433582
EL52,2.470930923915455
FI20,0.8173117003253869
FR10,0.8116997781843331
FRB0,0.8896807356776779
FRC1,0.7669866817907341
FRC2,0.7711073234998869
FRD1,0.7204975540479059
FRD2,0.819595189742848
FRE1,0.7774678671404508
FRE2,0.7352758036835723
FRF1,0.5800623075373721
NL13,0.6035863339503916
NL21,0.5217052501950253
NL22,0.534021802582766
NL23,0.5907851248483944
NL31,0.5987888147408625
NL32,0.7057182462937869
ITG2,4.292995536933538
ITH1,0.8830168088832048
ITH2,1.5865932596599186
FRI3,1.273829149089517
FRJ1,3.3743461711259184
FRJ2,1.6062681608431264
FRK1,1.1125910716303804
FRK2,1.138620733557374
FRL0,3.4691075533966695
FRM0,2.9441970299663507
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,3.116476711892053
TR32,4.47304755227752
TR33,3.8982996404252703
HR03,1.2638429280300227
HR02,1.163061816178027
HU11,1.3294621253626748
HU12,1.3395490338957579
HU21,1.4841247513309606
HU22,1.708930280705777
PT16,4.5871261313807965
PT17,6.467296485035713
FRF2,0.6703466186387007
FRF3,0.6149431314001209
FRG0,1.014513865931722
FRH0,1.028779169422182
FRI1,1.5561760440801913
FRI2,1.2553342779278571
ITC4,1.8992667908896823
ITF1,1.785180352998562
ITF2,2.1679419120122896
ITF3,1.593749407374787
ITF4,3.952020832004225
ITF5,3.2363128809569917
ITF6,2.3395438923538556
ITG1,4.618376888213187
LT01,0.18169692077203226
LT02,0.22531309914197042
LU00,0.3864576672409836
PL22,0.816990192981005
PL41,0.6585985042035634
PL42,0.4067100190353204
PT18,7.773348154367864
PT20,0.0
PT30,0.0
RO11,0.6765784691240718
RO12,0.8379995977251458
RO21,1.8152810836351263
RO22,2.6907356449688042
RO31,2.354249049495342
RO32,2.2288963632062053
ITH3,1.7546929420582835
ITH4,1.2146877779414802
ITH5,2.146658914252073
ITI1,1.8469296198464924
ITI2,1.643690684211271
ITI3,2.0907716622816888
ITI4,1.7178236982782868
LI00,0.49912828257519026
FI1D,0.08275801779557747
TR82,2.431794281524016
TR83,2.6950499740457228
TR90,1.0797170337623518
TRA1,1.165184453586592
TRA2,0.49001114873814955
PL43,0.6196056147204992
PL51,0.7508274354956012
PL52,0.8669376431822831
PL61,0.6058045552176382
PL62,0.3647059753677041
PL63,0.4741858045990548
PL71,0.762025296322042
PL72,0.9111715887473311
PL81,0.6514702461970521
PL82,0.7063158599434809
PL84,0.37741284109347256
PL91,0.5885668348108317
PL92,0.6216121466722248
PT11,2.1916349887701094
PT15,10.199177592364451
TRB1,3.1482193190047707
TRB2,1.0770539126100163
TRC1,4.873152359355137
RS12,1.5879597440532471
RS21,1.2940148382129377
RS22,1.7108355560792452
SE11,0.3677263490880057
SE12,0.3139030681170853
NL33,0.7031261811129904
NL34,0.7530863631754574
NL41,0.6557542395380745
NL42,0.6749606959881961
PL21,0.7389708290212341
UKM6,0.3838246750934422
TR22,2.939828925538554
TRC2,5.568486325294638
TRC3,6.407746501371246
UKC1,0.7189950395612887
UKC2,0.6913564977072629
UKD1,0.40839721510569016
UKD3,0.5694460984315615
UKD4,0.5165706661304263
UKD6,0.6219143663976857
UKD7,0.6763074928335545
UKE1,1.3291758266567875
UKE2,0.8276445487709764
UKE3,1.0202179570711942
RO41,2.164743754532447
RO42,1.0464010533988457
RS11,1.6654057023630853
TR41,3.12162566407088
TR42,1.6024458826035888
TR51,3.7178834305006334
TR52,5.22463822548266
TR61,3.634222122423426
TR62,4.5769120464345
TR63,4.757862797943223
TR71,4.47141939053969
TR72,3.892921718760994
TR81,1.3638355250202276
UKK1,0.9614792204257161
UKK2,0.9787848785796345
UKK3,1.2865681471177786
UKK4,0.9347547429482205
UKL1,0.5489186122623536
UKL2,0.5506047366295268
UKM5,0.5579056706276725
UKM7,0.3738603391216339
UKM8,0.3028846402250516
UKM9,0.4974242343181025
UKN0,0.5828877606281792
SE21,0.34666081330093
SE22,0.3604777393609354
SE23,0.221386519501484
SE31,0.15309280483223237
SE32,0.1022531590485072
SE33,0.0931144222174473
SI03,1.22644781827619
SI04,1.0856525913806863
SK01,1.656179311706909
SK02,1.1362332673293218
SK03,0.5324087008116904
SK04,0.47536825190280774
TR10,2.2568127681079764
TR21,3.06286181308237
UKE4,0.7580389675859698
UKF1,1.023103194108502
UKF2,1.1475873504844838
UKF3,1.3750987646926753
UKG1,0.9089984490066338
UKG2,0.7161617824092714
UKG3,0.8599834653545828
UKH1,1.2705094766698612
UKH2,1.2390248517127942
UKH3,1.2290227835854237
UKI3,0.9607884097357733
UKI4,1.0052438043855245
UKI5,1.0300399829665907
UKI6,0.9425865224569234
UKI7,0.9950040558066853
UKJ1,1.0392264688358057
UKJ2,1.007207234569589
UKJ3,1.0473539087585322
UKJ4,1.035864611331149
NO09,0.2021961568409075
NO0A,0.16070609671446917
NO0B,0.0
HR05,1.092978546688374
HR06,1.288746164362286
NO02,0.07845429492267654
NO06,0.1661993439245814
NO07,0.11399009501953586
NO08,0.1234289463520562
