nuts,December Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.28179057892300713
DE60,0.27328329777140553
DE71,0.2833888554404482
DE72,0.19065237294481976
DE73,0.2204114076270627
DE80,0.33639089663967503
DE91,0.3461426370479985
BG41,1.8341824537873515
BG42,1.920794016425351
CH01,0.31605969250622346
AT32,0.37590767054067065
AT33,0.36735853985938943
AT34,0.31771787835582366
BE10,0.5264564807986204
BE23,0.5489273030926777
BE24,0.5316916284676744
BE25,0.5470172780750779
BE31,0.5073633393251713
BE32,0.47274322124397006
BE33,0.3790472913261867
BE34,0.30525613558398357
BE35,0.37688636651589075
BG31,1.9940066467253434
BG32,1.9468667898704837
BG33,2.4596700291615146
BG34,2.0207223523250475
DE92,0.2975281979973569
DE93,0.2604202495465181
DE94,0.3291333851514963
CZ07,0.3577436984033294
CZ08,0.49993302184136745
AL01,1.1093610779638647
AL02,1.4468998933264243
AL03,1.5249238501394016
AT11,1.2396883688897258
AT12,0.8061550127986727
AT13,1.2305603498905089
AT21,0.5110899576147658
AT22,0.7040966535065128
AT31,0.3170492944769562
DK05,0.47742356515650913
BE21,0.5395760494645515
BE22,0.4892326972864346
ES43,6.37535026598498
ES51,4.880004354594318
ES52,9.686478175338374
ES53,6.7572809952663455
ES61,7.353231503340683
ES62,11.187897292119976
ES63,0.0
ES64,0.0
CH02,0.3369970431382601
CH03,0.29487028160022954
CH04,0.33930035198594494
CH05,0.396613685792682
CH06,0.2859735588289002
CH07,0.6458387793860502
CY00,10.40685018651547
CZ01,0.5568410013297327
CZ02,0.4695974775979913
CZ03,0.34184997168534803
CZ04,0.3272503909639291
CZ05,0.28548689125999877
CZ06,0.5111854342915396
DE40,0.4590058917487302
EL53,1.4832247377239407
EL54,1.4157425914105066
EL61,1.817692020690117
EL62,0.0
EL63,1.6629990135902601
ES70,0.0
ITC1,1.0931673375198356
ITC2,0.564776258141809
DE11,0.32268770406211883
DE12,0.37195408745532216
DE13,0.3398285169580884
DE14,0.38626835021606853
DE21,0.39526243461931126
DE22,0.27666565664457415
DE23,0.220870980399337
DE24,0.21491366181577184
DE25,0.2904365256466055
DE26,0.24792258653018676
DE27,0.41981682082121113
DE30,0.5186399724893686
EL42,6.222675068563345
LV00,0.11822831705038604
ME00,0.8521675007369267
MK00,2.054019495628533
MT00,0.0
NL11,0.43256710719902014
NL12,0.558473941393674
EL64,2.237247704466357
EL65,2.6160128295080445
ES11,1.2024155099949971
ES12,0.9828238719524826
ES13,1.3564949630815648
ES21,1.590079892164432
ES22,2.9688323571140565
ES23,2.9971064619582073
ES24,6.7569423458248705
ES30,3.8977959695014683
IE05,0.3984440238897908
IE06,0.346347024748235
IS00,0.19558905991637762
ITC3,1.6339764623951645
FI19,0.08918272940022334
FI1B,0.08941529131938224
FI1C,0.0718520152509911
DEA1,0.3795885760867528
DEA2,0.34118205875346846
DEA3,0.31933046943772686
DEA4,0.27885479043478445
DEA5,0.25797886809231546
DEB1,0.21112621584421887
DEB2,0.23240985783851045
DEB3,0.3019111407969765
DEC0,0.28929701188746904
DED2,0.5507598785917952
DED4,0.4219982183202402
DED5,0.6837666913603493
DEE0,0.49729733190836023
DEF0,0.2859958874304866
DEG0,0.3693360889789486
DK01,0.44326636649008433
DK02,0.5060435181369783
DK03,0.340932272900401
DK04,0.35357475766466945
ES41,3.2105062006330862
ES42,6.191305753909873
HU23,1.1307061533022333
HU31,0.9472141979513324
HU32,1.1213197315635104
HU33,1.1266617625592321
IE04,0.2757039941991122
EE00,0.12520314004016458
EL30,4.755858808930211
EL41,3.8996977387923675
EL43,7.1420577316821285
EL51,2.5831171115711666
EL52,1.859753713574459
FI20,0.5910816149797904
