nuts,Spring Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,5.050987726295634
DE60,5.649790316387391
DE71,5.6619116684141915
DE72,4.8185341917947175
DE73,4.353157223777532
DE80,5.690140216267605
DE91,5.029279909662879
BG41,5.955057718392885
BG42,8.68978099883899
CH01,1.6718918493966874
AT32,2.0192827657116283
AT33,1.592946715492146
AT34,1.7287328526347598
BE10,5.918157575157685
BE23,5.685398995550349
BE24,5.683151761978388
BE25,5.472038692596728
BE31,5.3584103518571355
BE32,5.328619420899776
BE33,4.249905373611445
BE34,4.023730582173638
BE35,4.55494201016156
BG31,9.127140308861232
BG32,9.29325043414945
BG33,8.988987926054302
BG34,8.746743330884184
DE92,5.208883386227799
DE93,5.857018640852418
DE94,5.493932498770602
CZ07,5.306096165044744
CZ08,4.621883597248478
AL01,4.920418969633491
AL02,7.43132793497607
AL03,8.184398593019562
AT11,7.220862937652369
AT12,6.035709849397468
AT13,8.433473048947599
AT21,2.403893806111602
AT22,3.3408285755399887
AT31,3.6856405203706015
DK05,4.502572727262913
BE21,5.989562117279269
BE22,5.467180323311685
ES43,18.207248913900614
ES51,13.754662693818716
ES52,21.712108560293228
ES53,14.641561334823178
ES61,20.98455817768019
ES62,26.521689759716327
ES63,0.0
ES64,0.0
CH02,2.257995028313968
CH03,3.0947160348010763
CH04,3.122322742041437
CH05,1.8430543761293616
CH06,1.8199108725976867
CH07,2.570938730898008
CY00,24.26170613871075
CZ01,6.432892914398297
CZ02,6.032737124502374
CZ03,4.700650127453421
CZ04,5.610717844279328
CZ05,4.8712722282403895
CZ06,6.4594324816176
DE40,6.3192387958126535
EL53,9.588775493490678
EL54,8.008372125769482
EL61,11.193988141573335
EL62,0.0
EL63,11.590286197568897
ES70,0.0
ITC1,5.449261947216198
ITC2,1.7530729620801055
DE11,4.989060805349094
DE12,5.096434975149925
DE13,3.765044231446542
DE14,3.4369590560451004
DE21,3.7199990732001647
DE22,4.7439565669852355
DE23,5.165334568135775
DE24,5.180055732955138
DE25,5.5002967486633745
DE26,5.491779397077861
DE27,3.6880730749958386
DE30,6.876497915478607
EL42,16.498765682902487
LV00,5.532617228155407
ME00,4.443630374026458
MK00,9.15063519931901
MT00,0.0
NL11,5.380377769296886
NL12,5.104890324837604
EL64,13.593056059867292
EL65,14.130816561503266
ES11,6.012558803376922
ES12,3.2976030444796427
ES13,3.582565572905923
ES21,4.583780020850597
ES22,10.37625084765479
ES23,9.358734847880418
ES24,18.449141994585304
ES30,16.023526311210443
IE05,2.9687057830816097
IE06,3.1080562735056514
IS00,1.0381388237476246
ITC3,4.908353608421066
FI19,4.452782761035883
FI1B,5.635813110905904
FI1C,5.294002409086261
DEA1,5.300987350299216
DEA2,4.619290807358737
DEA3,5.612363049148227
DEA4,4.91348648427836
DEA5,4.717893802792889
DEB1,4.855332162070412
DEB2,4.418403438140496
DEB3,5.790611318053532
DEC0,5.2309066252280285
DED2,5.166434280672939
DED4,4.352853147921372
DED5,6.168834381920063
DEE0,5.970886080392018
DEF0,5.345385822476644
DEG0,4.729860628269736
DK01,5.8777945862594025
DK02,4.9502035105383
DK03,5.2293064514910395
DK04,4.833210945479757
ES41,11.722553424286824
ES42,19.638383966299347
HU23,7.844705191265262
HU31,9.755020814855879
HU32,10.14084228691763
HU33,9.67594149245806
