nuts,July Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
ITF3,30.932446181359722
ITF4,41.797763492423115
ITF5,37.936749410329696
ITF6,28.111538095185928
ITG1,39.67862673683723
LT01,8.338922931286255
LT02,8.20332577405292
LU00,8.747278435214277
PL22,8.578105180635225
PL41,13.48131432189814
PL42,10.921172813383448
PT18,41.71698681597712
PT20,0.0
PT30,0.0
RO11,10.171261115922684
RO12,8.46839583290567
RO21,12.306879500396995
RO22,19.794002723382125
RO31,16.917147363163433
RO32,16.054656800289937
ITH3,12.055296497773105
ITH4,8.469798242483385
ITH5,20.758267533974987
ITI1,24.267045102753883
ITI2,28.523076427251848
ITI3,25.05715585033277
ITI4,27.266557952940694
LI00,3.2881029258317143
FI1D,5.323266321764596
TR82,24.46911760511817
TR83,26.57094723166692
TR90,11.45346881919972
TRA1,24.392903770432973
TRA2,7.789242361981437
PL43,13.776044093025305
PL51,10.63976195485381
PL52,10.186467187819218
PL61,10.826265807370055
PL62,8.660627736594083
PL63,9.068634647253175
PL71,11.61869963127289
PL72,9.306028220052282
PL81,9.289596203430047
PL82,7.055742966778977
PL84,8.419969970111962
PL91,9.099468838306867
PL92,9.143939359244714
PT11,25.883084886027795
PT15,42.93898245979562
TRB1,46.86736778165247
TRB2,39.9181404243139
TRC1,56.216768056972676
RS12,19.932438991039266
RS21,16.911189862183825
RS22,20.88909279909329
SE11,10.311775485224318
SE12,9.878019581274774
NL33,9.233571765245928
NL34,9.600116463615198
NL41,10.710580155723308
NL42,10.74771620446289
PL21,6.052800704380147
UKM6,2.852453737950412
TR22,40.96574262419804
TRC2,62.55502652562184
TRC3,62.6244213349873
UKC1,7.056122717695524
UKC2,6.441717507403185
UKD1,4.941805935956234
UKD3,6.875247866953686
UKD4,5.563578095213907
UKD6,7.231268052435995
UKD7,6.561306735517685
UKE1,9.322154938643697
UKE2,7.46318507344601
UKE3,9.675632286350961
RO41,19.72538764647202
RO42,13.664960798578123
RS11,19.659176619577888
TR41,35.88858443396027
TR42,19.36547351026788
TR51,41.445660364110026
TR52,45.65790760255029
TR61,38.3782078841053
TR62,34.47576994066262
TR63,45.74460321549006
TR71,46.13417142190048
TR72,38.859628141100735
TR81,16.075932434934135
UKK1,10.66381745454442
UKK2,9.441299946686721
UKK3,7.755011638254826
UKK4,8.207119730181265
UKL1,6.568454106025313
UKL2,7.327760730795083
UKM5,4.020179075586408
UKM7,4.117255225121019
UKM8,4.386327503330791
UKM9,5.012436323401003
UKN0,4.723069806431184
SE21,9.664597280577915
SE22,9.345312590255906
SE23,8.242940003799978
SE31,7.206031208277005
SE32,5.498192221868882
SE33,5.732600817139235
SI03,9.901280268587552
SI04,9.059140954929118
SK01,16.154978690191655
SK02,13.951784285503066
SK03,7.868309717440687
SK04,8.352828439001815
TR10,27.864301036394302
TR21,32.96389480681477
UKE4,7.959114447210479
UKF1,10.310954665829117
UKF2,12.052419403719762
UKF3,11.406471158350149
UKG1,10.400959259551625
UKG2,8.89878999676281
UKG3,10.792848599349995
UKH1,11.068543659531601
UKH2,12.063543639588405
UKH3,11.342710457306929
UKI3,11.95337325866606
UKI4,11.905781000664033
UKI5,11.81041290242887
UKI6,11.426739155172054
UKI7,11.748143836354917
UKJ1,11.533976178084203
UKJ2,11.449983526286102
UKJ3,11.27168550203712
UKJ4,10.61840299457019
NO09,7.359890354923286
NO0A,3.23458454647262
NO0B,0.0
HR05,14.606566029078067
HR06,14.06194154208928
NO02,5.4534231526097505
NO06,3.8078884940604074
NO07,4.3531385330232535
NO08,7.714354419325101
