nuts,July Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
UKJ4,10.38928932843124
NO09,7.289269635994877
NO0A,2.739656265502032
NO0B,0.0
HR05,14.639730612229894
HR06,14.292948010591742
NO02,5.180382735480784
NO06,3.523834760157115
NO07,4.069509950096409
NO08,6.844902513669881
