nuts,Autumn Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,2.8739037391929907
DE60,3.2379180824565523
DE71,5.297054166538385
DE72,3.8613197692566223
DE73,3.290571686430372
DE80,3.8020955595048522
DE91,3.5884601927047846
BG41,9.986637076097749
BG42,13.105326181948234
CH01,2.08198442208772
AT32,1.9122128416193147
AT33,1.883632085594224
AT34,1.8700916661230123
BE10,5.076988390811103
BE23,5.06265728299137
BE24,5.099973390278017
BE25,5.419899104691248
BE31,5.205928292185876
BE32,5.2133189924002625
BE33,3.859601694730926
BE34,4.067558103346083
BE35,4.284380675874058
BG31,12.94358164267179
BG32,11.989999896110312
BG33,12.49755833248298
BG34,13.077790494330973
DE92,3.604247044432752
DE93,3.5082492228972137
DE94,3.231192433891593
CZ07,5.310750807693824
CZ08,4.504001583849046
AL01,8.958505937623107
AL02,11.921350105846068
AL03,12.719389554657253
AT11,6.808371355692882
AT12,6.0092768591619405
AT13,7.989474005299893
AT21,2.3734862562553727
AT22,3.0057078144724985
AT31,3.0627755660920064
DK05,3.6098595048466393
BE21,4.6787636024981865
BE22,4.613002608239465
ES43,23.928212216190136
ES51,12.010277848733056
ES52,19.664595206436857
ES53,14.815377662977466
ES61,24.082056534566853
ES62,23.81376145129509
ES63,0.0
ES64,0.0
CH02,2.4832193403207663
CH03,3.325089933652972
CH04,3.1319725221739603
CH05,2.3971580953843654
CH06,1.9380150775896061
CH07,2.293845857894209
CY00,30.890935633512072
CZ01,5.727269713477786
CZ02,5.461741383583493
CZ03,4.247416083747683
CZ04,4.629545406171401
CZ05,4.28816967631982
CZ06,6.174421295524609
DE40,4.71136855099911
EL53,15.750166328561878
EL54,14.045743101867005
EL61,15.678255829271984
EL62,0.0
EL63,17.389113916195452
ES70,0.0
ITC1,5.824396252101796
ITC2,2.8566611807070084
DE11,4.347981232649369
DE12,4.863895582832463
DE13,3.9709018244457353
DE14,3.2447423284444383
DE21,3.0146272345202645
DE22,3.724174555004678
DE23,3.822492572992427
DE24,3.9630609758864517
DE25,4.425725639679506
DE26,4.677298278451543
DE27,3.185347859823479
DE30,5.175164044909109
EL42,22.020806034903874
LV00,2.8636687834274825
ME00,7.318371672590536
MK00,14.029888680264964
MT00,0.0
NL11,3.200786363399454
NL12,3.0439961103361184
EL64,18.62548777957163
EL65,20.79438269409492
ES11,10.74615482402618
ES12,5.339316178038815
ES13,6.3014304455574
ES21,8.130247435924593
ES22,13.488888730050695
ES23,14.587969489709405
ES24,18.978813863964746
ES30,22.641486259989215
IE05,2.7923688602067123
IE06,2.8197468387192846
IS00,0.7990617884270557
ITC3,5.668383083153222
FI19,1.7512943440349646
FI1B,2.6115386776203726
FI1C,2.2290825290069662
DEA1,3.7660034735044485
DEA2,3.691683558040416
DEA3,3.7227514420638053
DEA4,3.3527131306988154
DEA5,3.084905136650558
DEB1,4.548602535104959
DEB2,4.445357430571976
DEB3,5.847415645387509
DEC0,4.9318299216668064
DED2,4.0659371524832935
DED4,3.865927627713143
DED5,5.204833759000951
DEE0,4.721239929381634
DEF0,3.233051387081438
DEG0,4.336475171435022
DK01,4.202064279784538
DK02,4.228223291917446
DK03,3.304550528578407
DK04,3.4940412246992625
ES41,18.6075397122802
ES42,23.52790259393849
HU23,8.468460569840808
HU31,9.164983292356066
HU32,10.322531258730862
HU33,10.121197237101635
IE04,2.1299960319213285
EE00,2.433231392441124
EL30,26.888299072040542
EL41,24.181720499140763
EL43,27.588981244184186
EL51,17.40605829036876
EL52,15.050289013313963
FI20,3.524478493283152
FR10,7.826951898783168
FRB0,8.702324908584949
FRC1,6.60985132542493
FRC2,5.087564474060048
FRD1,6.336860912577089
FRD2,6.250990534163303
FRE1,5.6853789276237965
FRE2,6.318047263968787
FRF1,5.168196706912796
NL13,3.250774538050253
NL21,3.487153853383013
NL22,3.6868248724842556
NL23,3.2652314920148204
NL31,3.5349543501705942
NL32,3.259931124863427
ITG2,17.37171715254572
ITH1,2.8476414650054225
ITH2,3.156066820539932
FRI3,9.443065248499986
FRJ1,12.83672771697829
FRJ2,8.322498010337352
FRK1,7.013960126626537
FRK2,6.629168932237608
FRL0,11.430144444314754
FRM0,10.717662196226378
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,26.84784715021375
TR32,27.662126686777626
TR33,25.586691853489707
HR03,7.494230390075752
HR02,7.606840115214618
HU11,9.445752730074801
HU12,9.780056358095651
HU21,8.965364334220743
HU22,7.913582471019194
PT16,20.338702066040607
PT17,20.321931974769207
FRF2,5.975598219938837
FRF3,5.143235473167464
FRG0,9.07941532284332
FRH0,7.483519171696493
FRI1,8.472264405046722
FRI2,6.9601531360119155
ITC4,5.839232117744129
ITF1,8.584732411615501
ITF2,11.267848886395518
ITF3,11.519530385475296
ITF4,15.803867068674196
ITF5,14.291580866356961
ITF6,10.231335302016918
ITG1,15.759464990336374
LT01,3.250293401812106
LT02,3.1724711384232913
LU00,4.612077544345066
PL22,4.762047951419225
PL41,5.195350524914704
PL42,3.9035565987745193
PT18,23.116261705116905
PT20,0.0
PT30,0.0
RO11,6.392711910231605
RO12,5.54482802266982
RO21,7.824084417518926
RO22,12.765018524612547
RO31,10.969652995031835
RO32,10.707109699221409
ITH3,5.738162498968353
ITH4,4.021236497146921
ITH5,7.990664843788015
ITI1,8.69592409015345
ITI2,10.22829091908345
ITI3,8.936599936363795
ITI4,9.64587532525816
LI00,1.9249217309023012
FI1D,1.1754584926317133
TR82,16.33581976232977
TR83,17.642539828653195
TR90,9.429772711461748
TRA1,19.696614542681132
TRA2,7.859579547239849
PL43,4.873983391714952
PL51,4.611841387673991
PL52,5.261292706178964
PL61,4.6140582373395596
PL62,3.280219617841685
PL63,3.505397270558136
PL71,5.227137447668913
PL72,5.104678399848719
PL81,5.041056868275701
PL82,4.535821949642941
PL84,3.8310007047100108
PL91,4.426739770772326
PL92,4.382196936985447
PT11,15.914320778374169
PT15,25.41116630824349
TRB1,30.58630292021292
TRB2,27.296722987949593
TRC1,34.988965234774994
RS12,11.394242777698734
RS21,9.369931280402108
RS22,11.182037577168177
SE11,3.3730364474543872
SE12,3.1323675609828143
NL33,3.553758272125552
NL34,4.67025884688779
NL41,4.236954223782246
NL42,4.3015592274210315
PL21,3.776461607522479
UKM6,1.3247984895749656
TR22,23.39528818169804
TRC2,38.93374594456432
TRC3,39.645597506300746
UKC1,3.636774727158339
UKC2,3.075284596475606
UKD1,1.8001458722448047
UKD3,2.9072749311462074
UKD4,2.2494588499792743
UKD6,3.093317857745155
UKD7,2.8550905771315485
UKE1,6.055257509573494
UKE2,4.326963454659302
UKE3,5.432197760258286
RO41,11.473883688064593
RO42,7.951848014210094
RS11,11.905948442802847
TR41,22.149974297072383
TR42,12.590023120430217
TR51,26.45640838596434
TR52,29.940672371717294
TR61,24.794298272202273
TR62,25.96925651479224
TR63,29.81731038841417
TR71,29.122225839731655
TR72,26.610451098358837
TR81,11.518843815708962
UKK1,5.369913702285809
UKK2,4.819539917679184
UKK3,4.321038623342666
UKK4,4.1882876087911844
UKL1,2.526794712306939
UKL2,3.147683229111711
UKM5,2.19022725960227
UKM7,1.8423239258690554
UKM8,1.659624644524383
UKM9,2.105159898535004
UKN0,1.938431268408748
SE21,3.3754111270618155
SE22,3.494698312730027
SE23,2.648311216149693
SE31,2.427265666176309
SE32,1.5151148810028743
SE33,1.3441493990489164
SI03,4.5653119409674385
SI04,3.8929737944388405
SK01,9.197450061223257
SK02,8.007725774181171
SK03,4.646182637976595
SK04,4.903957878970545
TR10,17.176418425783258
TR21,20.876254315989485
UKE4,4.245884158162221
UKF1,5.59924433019916
UKF2,6.456044088630701
UKF3,7.096725567046706
UKG1,5.358017833398811
UKG2,4.248066846489933
UKG3,5.324339329519345
UKH1,6.841142899196081
UKH2,7.176446296035634
UKH3,7.165858446591758
UKI3,6.804061340587132
UKI4,6.823790539347872
UKI5,6.812276893616782
UKI6,6.5249268960932625
UKI7,6.7260878738480905
UKJ1,6.207339319261529
UKJ2,6.685651984653595
UKJ3,6.015253045579605
UKJ4,6.52018536011653
NO09,1.9116734727298026
NO0A,0.8153292803756598
NO0B,0.0
HR05,6.105726565798093
HR06,6.266572599512371
NO02,1.4114843761168963
NO06,0.9473306984171701
NO07,0.7368995389737705
NO08,2.109454379170322
