nuts,June Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,6.629468293079868
DE60,7.381446372728133
DE71,7.964443869725162
DE72,6.5282060849375805
DE73,5.840713241193991
DE80,8.026532994690747
DE91,6.808248940395671
BG41,10.679458257919231
BG42,15.567814709996787
CH01,2.9530388971256865
AT32,2.6395351543543257
AT33,2.3038130647242934
AT34,2.569347953406771
BE10,7.676010446305783
BE23,7.714820706937542
BE24,7.6088951984085895
BE25,7.799270493471957
BE31,7.227029496499778
BE32,7.22353694560711
BE33,5.727213538316603
BE34,5.614548225890217
BE35,5.991927451470015
BG31,14.848591055801997
BG32,13.83604660527575
BG33,14.925743536983456
BG34,15.528912725983448
DE92,6.837030254589275
DE93,7.930535412445911
DE94,7.037730248596236
CZ07,7.301436063628625
CZ08,5.513108065653296
AL01,11.260846582772096
AL02,16.23058623709429
AL03,17.754819975428905
AT11,11.787094482256695
AT12,9.479446954994042
AT13,13.453424814617186
AT21,3.5166211786151504
AT22,4.704443054450647
AT31,4.764318141635799
DK05,8.049877192678327
BE21,7.834929073589739
BE22,7.334074206701335
ES43,34.27986836689434
ES51,20.135768367422116
ES52,31.708606072923004
ES53,24.47895879063507
ES61,34.94980099125498
ES62,39.61984846137526
ES63,0.0
ES64,0.0
CH02,3.897681937279879
CH03,5.262953789419797
CH04,5.326091524255924
CH05,3.352808843308909
CH06,3.0984467912299065
CH07,4.206548646349554
CY00,41.861699627471204
CZ01,8.54951723765922
CZ02,8.36433994677892
CZ03,6.61126241090777
CZ04,7.912558822892849
CZ05,6.899374333020286
CZ06,9.041530000008084
DE40,9.949740275009875
EL53,20.62612088198023
EL54,18.16495525295163
EL61,23.318319123603807
EL62,0.0
EL63,25.60017236836671
ES70,0.0
ITC1,9.148541964702229
ITC2,3.312606423920417
DE11,6.396812482396477
DE12,7.000150007583654
DE13,6.199303886738212
DE14,4.909989480160786
DE21,4.55891085397986
DE22,6.1173654375944535
DE23,6.5460134975275555
DE24,6.7972822563654045
DE25,6.8341596214332805
DE26,7.147328870667935
DE27,4.692530195111529
DE30,10.341186404198792
EL42,29.690419388265635
LV00,7.573297794504556
ME00,8.793739937216621
MK00,17.961493862250425
MT00,0.0
NL11,6.199566299850793
NL12,5.741005024992414
EL64,28.841048676430667
EL65,32.093457554177924
ES11,11.852920313614929
ES12,5.395977710105972
ES13,5.979961633924207
ES21,8.462500270790017
ES22,18.572802032534394
ES23,17.53277673944439
ES24,27.263302943360326
ES30,32.535821745592756
IE05,4.6956842691716085
IE06,5.049286970107959
IS00,3.486172609169641
ITC3,8.406674869348633
FI19,8.198627936884215
FI1B,9.852897493262079
FI1C,8.938210728603506
DEA1,7.203218110714813
DEA2,6.126291741607658
DEA3,7.58751346249914
DEA4,6.417700831457347
DEA5,5.95292545492543
DEB1,6.726156433351281
DEB2,6.585957980257149
DEB3,8.388723369749208
DEC0,7.490439324537146
DED2,7.686589636699411
DED4,5.971793547219056
DED5,9.001742688430369
DEE0,8.926718012471731
DEF0,7.343386026990717
DEG0,6.582303583486571
DK01,9.721649738665004
DK02,8.299454859865165
DK03,7.783772074251669
DK04,7.746061319648012
ES41,23.163390846622743
ES42,35.40551347305008
HU23,15.075256635442035
HU31,14.058272721879245
HU32,14.658530455884456
HU33,15.815739705748776
IE04,4.236784914731019
EE00,8.25073583374784
EL30,42.723898374682776
EL41,32.30639193823718
EL43,42.032592567296156
EL51,19.4257083971586
EL52,20.036088852833483
FI20,8.704165572938146
FR10,9.763861247054523
FRB0,11.044365062354002
FRC1,8.368300511460124
FRC2,7.362652175041511
FRD1,8.013311924811134
FRD2,7.763104750650767
FRE1,7.370980766062011
FRE2,7.545170711272669
FRF1,7.773258814600368
NL13,6.6724741964787375
NL21,7.294317003183317
NL22,7.523423596031705
NL23,7.001504229281809
NL31,7.493553904090153
NL32,6.562940894624678
ITG2,28.821225440087556
ITH1,3.3531049765622294
ITH2,3.98097100916033
FRI3,10.920470791231757
FRJ1,18.317712655215793
FRJ2,9.394826174833614
FRK1,7.89678147321705
FRK2,9.52684259806323
FRL0,19.033777583737404
FRM0,15.972376773760967
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,38.19219054714127
TR32,39.60719291297669
TR33,35.693095680275576
HR03,10.778060935029808
HR02,11.954698088178812
HU11,16.334647231697918
HU12,16.210207833197092
HU21,15.674545762327547
HU22,13.804153401607973
PT16,26.91391540003605
PT17,29.539828650706127
FRF2,8.147229826635867
FRF3,7.6387367247741
FRG0,10.930012840905764
FRH0,8.48059177168408
FRI1,9.952143096951188
FRI2,7.363921840262109
ITC4,10.863985097503267
ITF1,14.1041051544479
ITF2,20.364227170965023
ITF3,20.584565459455504
ITF4,31.387200873290094
ITF5,27.102668271732533
ITF6,19.769581524968764
ITG1,31.923637952660947
LT01,7.487896926547315
LT02,7.279051160045785
LU00,6.542366825623231
PL22,6.5812787842451606
PL41,10.60784492955687
PL42,8.147466210108846
PT18,33.99847079120319
PT20,0.0
PT30,0.0
RO11,7.806466150438083
RO12,6.019565653790964
RO21,11.066648569140753
RO22,17.63069209776028
RO31,13.383982700882374
RO32,13.799957539437482
ITH3,9.044295009795748
ITH4,5.493287809571818
ITH5,14.820732413980364
ITI1,14.63991029670248
ITI2,17.913119887504365
ITI3,15.276954228213139
ITI4,17.03606345428829
LI00,2.550888137893513
FI1D,6.953626984829842
TR82,15.73111895614679
TR83,17.245604177904593
TR90,6.895084551323329
TRA1,15.484609260189826
