nuts,October Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,2.515738045736357
DE60,2.3383238955432497
DE71,5.419773542611293
DE72,4.45082541621767
DE73,3.386778507005187
DE80,3.6019393447501074
DE91,3.079729888271796
BG41,9.77807984931068
BG42,13.036436098479228
CH01,3.5096437583444664
AT32,1.844578337585365
AT33,1.9428859980397166
AT34,1.6534637751178345
BE10,4.767500039501574
BE23,4.590529200827234
BE24,4.805283824115883
BE25,5.273409243225442
BE31,4.724463845136854
BE32,4.885770563487085
BE33,3.6864377277036744
BE34,5.2247740750901634
BE35,4.451082781552161
BG31,11.938635224887499
BG32,10.514673235934465
BG33,11.885663861868437
BG34,12.585849806447872
DE92,2.7439649452774644
DE93,2.7585383079539807
DE94,2.9065224363477378
CZ07,5.238591177807727
CZ08,5.01782035037772
AL01,7.862680296756582
AL02,10.134013206310902
AL03,11.428331068022642
AT11,5.736542441085607
AT12,5.783333328113248
AT13,7.374380643817203
AT21,2.523149405289928
AT22,2.655834635423983
AT31,3.050232203390933
DK05,2.8671523261323046
BE21,4.333609080285197
BE22,4.327152479634664
ES43,27.658013496559526
ES51,14.172681316964692
ES52,21.247725579601664
ES53,15.855063980256107
ES61,26.73725600090164
ES62,24.376989827141344
ES63,0.0
ES64,0.0
CH02,3.1115940537440316
CH03,3.4989193953064057
CH04,3.0477306753917404
CH05,2.939915753810171
CH06,1.772578806311691
CH07,3.0083075576938683
CY00,34.47211278347748
CZ01,6.9916006956464365
CZ02,6.273540386608424
CZ03,4.8073606528010515
CZ04,4.774708929212874
CZ05,4.542358882644626
CZ06,6.085542725035994
DE40,4.557572987265171
EL53,14.211722408193513
EL54,12.179492232557292
EL61,14.925863431580618
EL62,0.0
EL63,16.40368712099275
ES70,0.0
ITC1,6.061137264870889
ITC2,4.83414458287334
DE11,4.607013548700277
DE12,4.681727351751149
DE13,4.094481634476114
DE14,3.49463445765358
DE21,3.039814059205624
DE22,3.7750310617933875
DE23,4.312279546332845
DE24,5.348211579899296
DE25,5.057830851158217
DE26,5.104366069090693
DE27,3.5224601862686793
DE30,5.506986667672883
EL42,28.548464286792605
LV00,2.3575783246495563
ME00,6.449947292869137
MK00,12.462901908951643
MT00,0.0
NL11,3.174488741595028
NL12,2.768358704828372
EL64,18.635537042390318
EL65,21.312024042076672
ES11,12.071478699364246
ES12,6.776524581638784
ES13,8.555989994697324
ES21,10.755182992878435
ES22,18.069827167514145
ES23,19.963288331692482
ES24,22.90419249587369
ES30,25.79941874722335
IE05,2.2973524129574803
IE06,2.1864187806185122
IS00,0.7903950727915106
ITC3,5.716958419306045
FI19,1.211032643420941
FI1B,3.142486214171677
FI1C,2.3975612714940127
DEA1,3.4700604312938923
DEA2,3.7545836632053926
DEA3,2.8208457784307255
DEA4,2.5400133207943427
DEA5,3.1305780494342272
DEB1,4.992078510744699
DEB2,5.7365181004842345
DEB3,5.394202186079714
DEC0,4.736436779599371
DED2,4.7017780928207005
DED4,3.9232244181564004
DED5,5.3674286054322815
DEE0,4.622985141657144
DEF0,2.7738904133143496
DEG0,4.517982586493186
DK01,4.304309413013684
DK02,4.283591357233774
DK03,2.8678186586945578
DK04,2.6497054247412
ES41,22.812202891833532
ES42,27.51098704848624
HU23,7.0527864297643745
HU31,8.548959052867685
HU32,9.732297730572316
HU33,9.240824705839737
IE04,1.6072238459811006
EE00,2.3532237531918834
EL30,29.352769820224147
EL41,25.690642824640168
EL43,31.156921398328823
EL51,16.569854194842282
EL52,13.228877791175398
FI20,3.356271873268884
FR10,8.727006131145583
FRB0,9.054741237705706
FRC1,6.340458862750332
FRC2,7.1887873115110565
FRD1,7.4173350056048095
FRD2,7.932753039989058
FRE1,5.555112587281021
FRE2,7.18658308838454
FRF1,5.768220572176475
NL13,3.1587245673101254
NL21,3.244878963475701
NL22,3.420343264269291
NL23,3.378455184405249
NL31,3.5153413075434132
NL32,2.935475465960744
ITG2,17.248624385200443
ITH1,3.454968024854031
ITH2,3.751172009132468
FRI3,9.20053312714397
FRJ1,12.234379767550138
FRJ2,9.598720314770041
FRK1,9.302328312484214
FRK2,5.868590913005239
FRL0,11.052072683087824
FRM0,9.504157138353298
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,28.27052183343468
TR32,31.89928531848149
TR33,28.753813386798484
HR03,5.824534370184431
HR02,6.344678657512341
HU11,8.193003936026766
HU12,8.811945174243675
HU21,8.112378292740413
HU22,6.93451670206057
PT16,22.58508489160641
PT17,22.40576381839227
FRF2,5.968396768386491
FRF3,5.7087436375476575
FRG0,10.27259298940798
FRH0,8.277349192921134
FRI1,10.240692393838392
FRI2,8.824129747209447
ITC4,5.392415223448685
ITF1,6.770298880401027
ITF2,10.911826875502735
ITF3,10.326991767784728
ITF4,15.885361476066565
ITF5,15.226867641377483
ITF6,10.9567860901709
ITG1,15.725302626135079
LT01,3.020423678576244
LT02,2.743556179402688
LU00,6.071688716777166
PL22,5.636443948369442
PL41,5.922178930851727
PL42,4.414179494257268
PT18,26.128043189086522
PT20,0.0
PT30,0.0
RO11,6.383594591391807
RO12,5.153777730268886
RO21,7.502788313550712
RO22,11.216232064424473
RO31,10.407113905534827
RO32,10.16078358193049
ITH3,5.679368443596443
ITH4,4.0013875581820555
ITH5,7.28303452512835
ITI1,6.421573930197129
ITI2,7.87258945864125
ITI3,7.307518667150099
ITI4,7.057457851663011
LI00,1.5886930977643856
FI1D,0.6473054880885067
TR82,17.82630596501438
TR83,19.15243825189627
TR90,11.610451005836017
TRA1,21.040065242496716
TRA2,11.957748208875275
PL43,5.756437921262814
PL51,5.4582070216503515
PL52,5.983510290792788
PL61,5.869268929617279
PL62,4.036365166742945
PL63,3.9601619100125456
PL71,6.046354225603704
PL72,5.4615228596067515
PL81,5.36199542577864
PL82,4.93042769565818
PL84,4.386898129477267
PL91,5.229964384793281
PL92,5.22675449111717
PT11,16.62158411549045
PT15,27.86373201695132
TRB1,30.024281055676457
TRB2,29.735665940860475
TRC1,34.67901152394565
RS12,10.345326631166058
RS21,7.66874039815818
RS22,10.44691017277069
SE11,2.826282966150436
SE12,2.7388654000038226
NL33,3.6521005931112067
NL34,4.1744825791523485
NL41,3.938593380543189
NL42,4.041342662813068
PL21,4.577398508397992
UKM6,0.9597485111351268
TR22,21.49540951741193
TRC2,38.85870597370608
TRC3,41.86637177655933
UKC1,3.0957485076567024
UKC2,2.5186576320184653
UKD1,1.330840117763409
UKD3,2.3553708011847934
UKD4,1.8895700324982387
UKD6,2.6373681434401157
UKD7,2.5833419286409156
UKE1,6.204432542987421
UKE2,3.7663641887605768
UKE3,5.225034283068441
RO41,10.242272531865165
RO42,7.336736329552818
RS11,9.871928000591547
TR41,23.80770050557239
TR42,12.519150764902495
TR51,29.754870735234146
TR52,33.10676671322316
TR61,28.24883711036455
TR62,27.691230683428063
TR63,29.933678630836887
TR71,31.867383593118625
TR72,27.962434203040907
TR81,11.29248399439376
UKK1,4.067104441084963
UKK2,3.3240656753096314
UKK3,2.9927646043454335
UKK4,3.1802251270049204
UKL1,1.7251490889292123
UKL2,2.1317368752382144
UKM5,1.7237167728138372
UKM7,1.5223652634593479
UKM8,1.0708139358402122
UKM9,1.6197005896335481
UKN0,1.6586397966091153
SE21,3.1623376760099826
SE22,3.657710102648548
SE23,2.2103353969757626
SE31,2.14285399203677
SE32,0.8943995985673324
SE33,0.8315401676549876
SI03,4.255183776185506
SI04,4.145481175415697
SK01,7.973726949751136
SK02,7.141945960576316
SK03,4.268631163720901
SK04,4.797891327851821
TR10,15.459405961798877
TR21,20.19981197569477
UKE4,3.553172841837686
UKF1,5.510300956439863
UKF2,5.834137763754954
UKF3,6.846913746080201
UKG1,4.1675874004055355
UKG2,3.3835275133476452
UKG3,4.638331368844726
UKH1,6.764214536724659
UKH2,6.932984559592889
UKH3,6.913429417508588
UKI3,6.733571626314094
UKI4,6.667111291600056
UKI5,6.5516516328546235
UKI6,5.703051120580441
UKI7,6.680204945129777
UKJ1,5.471134631207922
UKJ2,5.372129741399061
UKJ3,4.56253358445381
UKJ4,5.14140032503275
NO09,1.1079584757762864
NO0A,0.6580178295360748
NO0B,0.0
HR05,5.038657336394771
HR06,5.50312801374205
NO02,0.9670333351634419
NO06,0.864305052564107
NO07,0.5111567780315815
NO08,1.230429265609031
