nuts,February Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,0.6132539113949949
DE60,0.6255723328675822
DE71,0.7415155514557543
DE72,0.5970388291698149
DE73,0.6922285671692803
DE80,0.6477225100145104
DE91,0.8217805171494454
BG41,1.7596570670766192
BG42,2.2328097686924804
CH01,0.5580649633819429
AT32,0.3061148818693388
AT33,0.36111587690852154
AT34,0.5345296997312067
BE10,1.1850388428872602
BE23,1.1303248131918335
BE24,1.1183864250523872
BE25,1.1503903079421351
BE31,1.150598177280567
BE32,1.078587348276883
BE33,0.8937332569994749
BE34,0.6779908133579395
BE35,0.9301706559475511
BG31,2.9798037987538533
BG32,2.5344291609944083
BG33,2.4104306152749295
BG34,2.3584645488099625
DE92,0.8234442876009589
DE93,0.7063175077621223
DE94,0.7658869229468759
CZ07,0.6858635918403134
CZ08,0.7214793509145327
AL01,1.3923209817875675
AL02,2.0492407716326912
AL03,1.8695466395104252
AT11,2.0681040940396302
AT12,1.5211703794653109
AT13,2.2292026330721812
AT21,0.7270561852145688
AT22,1.0072072555709046
AT31,0.5455140164152684
DK05,0.6359186440643726
BE21,1.0181666078661116
BE22,1.0327208817260203
ES43,6.347175685461333
ES51,6.831444330275205
ES52,12.916383130180286
ES53,7.878622262025347
ES61,8.254623743406277
ES62,14.964876802675121
ES63,0.0
ES64,0.0
CH02,0.6958765497750103
CH03,0.7226046911106768
CH04,0.732493361608084
CH05,0.47674318397254306
CH06,0.49651266233239333
CH07,0.8936242126656336
CY00,6.531536093576782
CZ01,1.1944089278365326
CZ02,1.0554696195780513
CZ03,0.9166819886428053
CZ04,0.7724224083199698
CZ05,0.6833841405066362
CZ06,1.158776988891837
DE40,0.7281389100419734
EL53,1.9442815970199372
EL54,1.5705522875902598
EL61,1.8956389061794285
EL62,0.0
EL63,2.0927901751833273
ES70,0.0
ITC1,2.0801399310742292
ITC2,0.7147360294832745
DE11,0.891107868152766
DE12,0.9054506527267085
DE13,0.8083121972868433
DE14,0.9596023713656038
DE21,0.7509591245686327
DE22,0.6820295118307184
DE23,0.7028269049088428
DE24,0.6064992176969191
DE25,0.8483913924518779
DE26,0.747180813250887
DE27,0.9568772550192621
DE30,0.7182020031743389
EL42,4.534242968146754
LV00,0.19123591508516946
ME00,1.0646621893707733
MK00,2.0618203896592986
MT00,0.0
NL11,0.8854132714899164
NL12,0.8897514692556796
EL64,2.590413804326206
EL65,2.9863817460412947
ES11,2.109854699888392
ES12,1.9633966301653336
ES13,2.0460752149163652
ES21,2.241451249063393
ES22,3.8549563081893714
ES23,3.5360508928542673
ES24,8.546114588595348
ES30,5.121300663187259
IE05,0.8530746564558335
IE06,0.8909846804499615
IS00,0.2488551096331821
ITC3,2.7238418454918687
FI19,0.1448862499148005
FI1B,0.13468278313684431
FI1C,0.12290053839451412
DEA1,0.8684181633423916
DEA2,0.8629981394501445
DEA3,0.7680143735624275
DEA4,0.7336112143244601
DEA5,0.6729216179021533
DEB1,0.6929378305456868
DEB2,0.6460908502199701
DEB3,0.8520664893069302
DEC0,0.7005127520769124
DED2,0.8139738546333171
DED4,0.8511794731728638
DED5,1.0633201573196753
DEE0,0.9334306575448647
DEF0,0.5199649809368838
DEG0,0.845924581305083
DK01,0.6830499384177658
DK02,0.7273725653659351
DK03,0.5665798458082324
DK04,0.5864428799164492
ES41,3.7818879080505594
ES42,7.312535722559221
HU23,1.9064629942300473
HU31,1.1589915180929327
HU32,1.359604202377236
HU33,1.7534886887598549
IE04,0.772348351929992
EE00,0.17367905613159582
EL30,4.859743953561841
EL41,3.7940212126239605
EL43,5.389553337591968
EL51,2.667742744061956
EL52,2.51295083121262
FI20,0.685981783875239
FR10,1.1507678752424435
FRB0,1.25788349906296
FRC1,1.115298667082384
FRC2,1.1177759274273191
FRD1,1.1029491249999943
FRD2,1.2361669141579323
FRE1,1.1947501900579172
FRE2,1.1391493417226615
FRF1,0.8651907964177395
NL13,0.8476638589321244
NL21,0.7976560943511225
NL22,0.8322164713861542
NL23,0.7871065280669818
NL31,0.9057351484286182
NL32,0.9144965410992578
ITG2,4.950136672634174
ITH1,0.5278155500637844
ITH2,1.4057964185368343
FRI3,1.7575551305736907
FRJ1,3.910212131090883
FRJ2,2.342595978358407
FRK1,1.807873178251751
FRK2,1.49233338597216
FRL0,3.9247149749872303
FRM0,3.163499970416249
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,2.6005347867262185
TR32,3.07274642684621
TR33,2.882264577235329
HR03,1.6010624076977578
HR02,1.5749751770911642
HU11,1.6898599853135967
HU12,1.7464374149084174
HU21,1.8956743325189325
HU22,2.1276115338358115
PT16,5.162028739940779
PT17,6.2293213607953035
FRF2,0.9492013171781274
FRF3,0.8698346042087358
FRG0,1.4415049648481868
FRH0,1.49617399501644
FRI1,2.335840645835672
FRI2,1.8662306487432607
ITC4,2.251829368117268
ITF1,1.9467842648485767
ITF2,2.501934795169046
ITF3,1.9432771125834858
ITF4,4.480889324720589
ITF5,3.3529464536796794
ITF6,2.3868945252496943
ITG1,5.006009082286552
LT01,0.2214412437574773
LT02,0.26421414579160024
LU00,0.6390094114767512
PL22,0.8306772438133958
PL41,0.7327485344714886
PL42,0.5650702381750754
PT18,7.650984060111084
PT20,0.0
PT30,0.0
RO11,0.7266805835817731
RO12,0.7260923090881126
RO21,1.5271663225746706
RO22,2.7099562178901806
RO31,2.5426755174932856
RO32,2.374111367526953
ITH3,2.042997968265468
ITH4,1.3193978338030696
ITH5,2.9736827551180744
ITI1,2.4481467494708955
ITI2,2.2115323093394084
ITI3,2.5776721493304042
ITI4,2.1613740186432984
LI00,0.5283635658328444
FI1D,0.10678543127341311
TR82,1.9379878192196962
TR83,2.4661858950242435
TR90,0.9235758768526311
TRA1,0.40753562170848856
TRA2,0.09876929622755688
PL43,0.7044010983114452
PL51,0.9411401226807624
PL52,1.0187885647280683
PL61,0.5926591608081714
PL62,0.3687851328615176
PL63,0.5035141906680906
PL71,0.8032284128342346
PL72,0.773123668642992
PL81,0.5810895502337025
PL82,0.6138954738579467
PL84,0.3975923523571174
PL91,0.5487037657139306
PL92,0.5530700157464209
PT11,2.645049410251314
PT15,9.334077123004812
TRB1,1.3967902954338083
TRB2,0.17602700635977195
TRC1,3.389003720338457
RS12,1.8917953174406754
RS21,1.3750059098036302
RS22,1.6218225828318071
SE11,0.42663612226149417
SE12,0.4058435507257501
NL33,0.9975146026497125
NL34,1.0596249761116858
NL41,0.9513344707912937
NL42,1.0083412959686682
PL21,0.649543048563419
UKM6,0.5272032406958914
TR22,2.5708512142807343
TRC2,4.2204188939289695
TRC3,4.607663025215228
UKC1,0.9636377447964892
UKC2,0.9291087456912116
UKD1,0.3920006892279142
UKD3,0.7404528198004391
UKD4,0.5203393971379086
UKD6,0.8122593222007749
UKD7,0.7765548490793633
UKE1,1.781301907449129
UKE2,1.1710490057216254
UKE3,1.5412134013953385
RO41,2.478205799686292
RO42,1.1769592945505278
RS11,1.7351708044033427
TR41,2.7220649900963747
TR42,1.2976102889214196
TR51,3.38878997480782
TR52,4.318175904868824
TR61,2.4249282294910564
TR62,2.7389835633201782
TR63,2.8688145515932133
TR71,4.127059929817443
TR72,2.398002011340425
TR81,1.0162074853281848
UKK1,1.2486292770989396
UKK2,1.329749642930413
UKK3,1.4827965498192914
UKK4,1.3302411880681102
UKL1,0.7398245597107549
UKL2,0.7535018814102213
UKM5,0.7312337636997758
UKM7,0.5523795570764934
UKM8,0.5575161077082491
UKM9,0.651371174149233
UKN0,0.7160499501706615
SE21,0.47799387563413864
SE22,0.46228802706303435
SE23,0.2853402293460497
SE31,0.21992903342647493
SE32,0.1327104173882608
SE33,0.11528467933788387
SI03,1.5946007016783763
SI04,1.3008148785768607
SK01,1.8523389932994538
SK02,1.308587696407656
SK03,0.6250521497356263
SK04,0.478528843857593
TR10,1.9462913536547575
TR21,2.9150057496553208
UKE4,1.191644886461977
UKF1,1.5064740393542497
UKF2,1.6653401121401705
UKF3,1.9524307580162363
UKG1,1.2327772789293834
UKG2,1.04957435376233
UKG3,1.2533074479996096
UKH1,1.7490852142618127
UKH2,1.6617405288508103
UKH3,1.717702208637039
UKI3,1.3946325692679584
UKI4,1.443614463332162
UKI5,1.4613727000283205
UKI6,1.3570381346890736
UKI7,1.360092817155402
UKJ1,1.3738798419501659
UKJ2,1.377106933547867
UKJ3,1.3012361556952703
UKJ4,1.4805479090500597
NO09,0.2059175341240396
NO0A,0.16430054174321732
NO0B,0.0
HR05,1.578923461465078
HR06,1.8079427087869169
NO02,0.10506883916127398
NO06,0.15185527923145514
NO07,0.13150684537062457
NO08,0.16500594098698382
