nuts,Annual Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,4.494241702153832
DE60,5.19339315238917
DE71,6.241166205931626
DE72,4.929919752045256
DE73,4.669819154138643
DE80,5.789370495026406
DE91,5.257693401974185
BG41,9.171583501837672
BG42,12.866320336983453
CH01,2.348695969090384
AT32,1.9913560091854132
AT33,1.763731624331451
AT34,1.906443693261802
BE10,5.49736198557668
BE23,5.453964353117317
BE24,5.367636955921251
BE25,5.573075774201275
BE31,5.120437392903954
BE32,5.327058719382206
BE33,4.303437451431362
BE34,4.401158106974817
BE35,4.4550731825872605
BG31,12.838298508240698
BG32,12.051138093238023
BG33,12.505498165219217
BG34,12.657920073210004
DE92,5.27179618685992
DE93,5.510976424167909
DE94,5.165061297941384
CZ07,5.7331984541911325
CZ08,4.929994755135765
AL01,9.41760236205917
AL02,12.784868162952675
AL03,13.701216318368985
AT11,8.763506362837168
AT12,7.04648849521749
AT13,9.928756328874544
AT21,2.635575297250903
AT22,3.455587960217713
AT31,3.6065307467650594
DK05,5.07581487199642
BE21,5.55316248303021
BE22,5.168065522137588
ES43,24.543774095060865
ES51,14.492999822188397
ES52,22.77365316777592
ES53,17.077650817454362
ES61,25.56585423814372
ES62,27.46511050621352
ES63,0.0
ES64,0.0
CH02,2.9950817843376134
CH03,3.950689652384977
CH04,3.7809187843789123
CH05,2.4691646800052376
CH06,2.3308767375686323
CH07,3.167336074604858
CY00,28.276821330496485
CZ01,6.883623098002735
CZ02,6.624491753990742
CZ03,5.025747464571189
CZ04,5.9659646697118545
CZ05,5.458675088617144
CZ06,7.060927177303854
DE40,6.915123633571479
EL53,15.585779122824757
EL54,14.298417283846193
EL61,16.71598955537282
EL62,0.0
EL63,18.610378383696887
ES70,0.0
ITC1,7.296422190306994
ITC2,3.2672492573937277
DE11,5.284855969526857
DE12,5.749144132769342
DE13,4.547806405008684
DE14,3.701880438118351
DE21,3.591502488391833
DE22,4.638391106873038
DE23,5.030605737447403
DE24,5.166630412070966
DE25,5.4379816235419955
DE26,5.617388761403151
DE27,3.7238498051486393
DE30,7.355223838685962
EL42,20.690091611611855
LV00,4.757008918224628
ME00,7.451352139322592
MK00,14.084469266006224
MT00,0.0
NL11,4.583864473885964
NL12,4.2212324533261345
EL64,20.415109999303517
EL65,22.132503035940573
ES11,9.426407184454236
ES12,4.440341751856397
ES13,5.004772081733089
ES21,6.917339140562999
ES22,13.414961845395723
ES23,13.305030284708398
ES24,19.943061747361586
ES30,23.24485708054167
IE05,3.302012733294166
IE06,3.313462094100043
IS00,1.6514805335699805
ITC3,7.11457133945272
FI19,4.25730761457222
FI1B,5.271503540478958
FI1C,4.796429742953768
DEA1,5.084961869700222
DEA2,4.693593162119744
DEA3,5.551703586575338
DEA4,4.894738806873907
DEA5,4.5065296585652845
DEB1,5.3635708454651665
DEB2,5.141595555225529
DEB3,6.754750087526411
DEC0,5.839354808085563
DED2,5.787191007028978
DED4,4.741340319681701
DED5,6.895803040338455
DEE0,6.442371742850423
DEF0,4.974376910813702
DEG0,5.291804547811993
DK01,5.894906702837341
DK02,5.432095393390068
DK03,4.794328989526149
DK04,4.789402700377071
ES41,17.73063853268392
ES42,25.266372852663476
HU23,10.635917825102533
HU31,10.890423203628202
HU32,11.682314195581151
HU33,12.01464397133113
IE04,2.620636161797286
EE00,4.464281170355883
EL30,29.512277409720582
EL41,23.747936697146248
EL43,27.84844428051479
EL51,16.44277642895633
EL52,14.956733605170044
FI20,4.78974888703484
FR10,7.688591516620821
FRB0,8.326058308543038
FRC1,6.740813557009396
FRC2,5.941739925237535
FRD1,6.1166846122137075
FRD2,6.160720237198296
FRE1,5.759262822756496
FRE2,6.296168691086849
FRF1,6.04204196361248
NL13,4.9364314574509445
NL21,5.313420571514125
NL22,5.272867391958072
NL23,4.974006906178132
NL31,5.14681142521925
NL32,4.669410041551193
ITG2,20.19398710819776
ITH1,2.5753902630405205
ITH2,3.306911620863547
FRI3,8.826477828364112
FRJ1,13.74400453666822
FRJ2,8.244766178528867
FRK1,6.778828675688434
FRK2,7.136830266073178
FRL0,13.77717651603321
FRM0,12.245393687561272
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,26.95716236244223
TR32,27.146987531329202
TR33,24.951173766417085
HR03,9.275144203377394
HR02,9.44405163239048
HU11,11.169660616018096
HU12,11.548939848624425
HU21,10.749598858298677
HU22,10.178009444384973
PT16,19.86413660506398
PT17,21.04066900463287
FRF2,6.4167677960263
FRF3,5.9571449163058094
FRG0,8.264071341555185
FRH0,6.939961773986779
FRI1,7.825777125830798
FRI2,6.602302990153055
ITC4,7.607172326753565
ITF1,10.779085917529343
ITF2,14.299583217096393
ITF3,14.851157364866141
ITF4,20.764677663294986
ITF5,18.634191469145676
ITF6,13.625120804112685
ITG1,20.94406191736481
LT01,4.718227435035837
LT02,4.854512076636282
LU00,5.015635499801326
PL22,5.839422215277049
PL41,7.355876854031585
PL42,6.082938498490954
PT18,24.151570370895346
PT20,0.0
PT30,0.0
RO11,6.291016690935751
RO12,5.128501256884402
RO21,8.406534359437552
RO22,13.123942591848161
RO31,11.615053993841867
RO32,11.73911975760304
ITH3,6.91729668131465
ITH4,4.940409469262688
ITH5,10.684026185579876
ITI1,11.830825576679807
ITI2,13.919060537685946
ITI3,11.712096671264772
ITI4,13.20787067412224
LI00,2.018537430860115
FI1D,3.0916524596899806
TR82,15.74130821488782
TR83,16.673450241341715
TR90,7.569624300961422
TRA1,15.46301368711302
TRA2,5.830903853599195
PL43,7.5667173934684016
PL51,6.083590793993803
PL52,6.617019083275583
PL61,6.238020631721421
PL62,4.996558651283006
PL63,5.097900339524819
PL71,7.191661572331718
PL72,6.3862387375214045
PL81,6.153212673979221
PL82,5.2072531126266055
PL84,5.479223704927283
PL91,6.116307134100321
PL92,6.036666563782423
PT11,14.876403186291212
PT15,25.661840738168397
TRB1,27.451763434783516
TRB2,23.35123257036983
TRC1,33.88727937980907
RS12,12.733231431950118
RS21,9.467609183282727
RS22,11.390682424631487
SE11,5.151202949253306
SE12,5.270648423311797
NL33,4.816875484154281
NL34,5.38602594174442
NL41,5.444391684897391
NL42,5.21410676677773
PL21,4.552165544632351
UKM6,1.7513574123799729
TR22,22.740929335227193
TRC2,38.04629670479941
TRC3,38.25092499676165
UKC1,3.8347662112472056
UKC2,3.386812890869985
UKD1,2.5135999774256503
UKD3,3.401341237521175
UKD4,2.7259926703830164
UKD6,3.851723231900484
UKD7,3.532291217452594
UKE1,5.766396283576041
UKE2,4.4845360830159535
UKE3,5.666330573223693
RO41,11.293998386441704
RO42,8.238629440164098
RS11,12.243167032737702
TR41,21.811597978951827
TR42,12.560496502193388
TR51,24.86952015159199
TR52,28.01182213108378
TR61,22.90816892482221
TR62,21.93295525086139
TR63,27.611940234825386
TR71,27.105571850888225
TR72,23.491733422913207
TR81,11.126614574254065
UKK1,5.739737569617459
UKK2,5.201055918596494
UKK3,4.5053747078995485
UKK4,4.412036632680911
UKL1,3.180653778745764
UKL2,3.792468598173787
UKM5,2.353861969297839
UKM7,2.494827300567429
UKM8,2.3842996112125103
UKM9,2.6573121294391475
UKN0,2.569142297162727
SE21,5.585043177786393
SE22,5.325793934669044
SE23,4.965356972489511
SE31,4.2656372157645315
SE32,3.2439841157632685
SE33,3.0955249371197002
SI03,6.150663935499197
SI04,4.9947268371131335
SK01,10.946165935414426
SK02,9.363754006206934
SK03,5.376047950693745
SK04,5.470100484119259
TR10,16.507487410574235
TR21,20.01853349796964
UKE4,4.482932005077444
UKF1,5.861423575909886
UKF2,6.733745364312072
UKF3,6.881586866561174
UKG1,5.703457522450508
UKG2,4.848902442859858
UKG3,5.788721096867956
UKH1,6.588382063862602
UKH2,6.977858422614734
UKH3,6.68198073054435
UKI3,6.751071294532064
UKI4,6.746688788643981
UKI5,6.701063206884279
UKI6,6.412287264253918
UKI7,6.651181329247718
UKJ1,6.429563676072745
UKJ2,6.336852565251634
UKJ3,6.197927814120192
UKJ4,6.085724873881689
NO09,3.8678410283948095
NO0A,1.9193512532475987
NO0B,0.0
HR05,8.639186241940617
HR06,8.622952993033905
NO02,2.910995818060622
NO06,2.043585253844222
NO07,1.9841837373624807
NO08,3.9265678138197875
