nuts,March Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,1.5544648947288118
DE60,1.5201056100643495
DE71,1.683665203684328
DE72,1.4703164604969785
DE73,1.3636160100430263
DE80,1.5812746936004611
DE91,1.5875259909812731
BG41,3.236378366941124
BG42,4.2988316431061255
CH01,0.8489036781524298
AT32,0.7974660022139434
AT33,0.8154572190934999
AT34,0.863107264940316
BE10,2.09710584283107
BE23,1.9876019697766292
BE24,1.936799516336591
BE25,2.1368244786030055
BE31,1.9486871482943637
BE32,1.8389452531595734
BE33,1.5801837428538565
BE34,1.4151015202944397
BE35,1.6467887627801157
BG31,5.7433431943019775
BG32,5.1646553241186615
BG33,5.048167575257832
BG34,4.587241881667059
DE92,1.5620786881913893
DE93,1.6084858833067817
DE94,1.71589851849876
CZ07,2.1286821776571303
CZ08,2.022952076897402
AL01,2.3919263278307863
AL02,3.6390445029491674
AL03,3.624792000547862
AT11,4.28571286121334
AT12,3.227409993762254
AT13,4.630665625842551
AT21,1.4400680976635816
AT22,2.0351479341721186
AT31,1.6251920748261786
DK05,1.6163920240386513
BE21,1.8899144735708897
BE22,1.7146611659073945
ES43,12.705769700468759
ES51,10.781432378712516
ES52,17.068226778967965
ES53,10.689345767009481
ES61,14.16357129181053
ES62,19.73300223304572
ES63,0.0
ES64,0.0
CH02,1.2028800562264284
CH03,1.4646513660341378
CH04,1.3901336843722434
CH05,0.848690375023328
CH06,0.9915378100053024
CH07,1.6650944682260684
CY00,12.47751707716652
CZ01,2.621156735839678
CZ02,2.1851974948808537
CZ03,2.0371291643811515
CZ04,1.8011974842292566
CZ05,1.6364420669159718
CZ06,2.95874129371988
DE40,1.9597015486983032
EL53,4.171869583070968
EL54,3.1747324843203217
EL61,4.208498554450328
EL62,0.0
EL63,3.8668145916065018
ES70,0.0
ITC1,3.523751775244639
ITC2,1.1586567591932033
DE11,1.6708755809716704
DE12,1.5506866148537302
DE13,1.518502640432696
DE14,1.611722035036329
DE21,1.849796104048252
DE22,1.9393340791520326
DE23,1.8224071892829552
DE24,1.562373533106468
DE25,1.8156193053546652
DE26,1.5740835954166041
DE27,1.6200602002476867
DE30,1.8414640697489304
EL42,7.122728302021441
LV00,1.44082997669444
ME00,1.9569650077072114
MK00,4.311171812947738
MT00,0.0
NL11,1.9203886317667411
NL12,1.6859948139311245
EL64,5.366996424865119
EL65,5.692548054927234
ES11,3.9605418230064564
ES12,2.807325167565951
ES13,3.047599695002311
ES21,3.461620063660942
ES22,7.5539076932602445
ES23,6.761936489903841
ES24,14.018368249474133
ES30,11.070120690349135
IE05,1.7296115128649214
IE06,1.5404640975948378
IS00,0.3366634647624775
ITC3,3.6842998296532787
FI19,0.629611953078155
FI1B,0.8410503718806405
FI1C,0.6239349622440512
DEA1,1.7181359678256265
DEA2,1.4875329007434779
DEA3,1.7094433955873465
DEA4,1.488467202185939
DEA5,1.402742047730894
DEB1,1.5597631349275622
DEB2,1.4411025022322193
DEB3,1.7608076434605706
DEC0,1.5088869197917678
DED2,1.8310527718118987
DED4,1.626839269329224
DED5,2.2557374644407537
DEE0,2.0598031068573963
DEF0,1.4278623837725013
DEG0,1.7400129132955597
DK01,1.7384872306154782
DK02,1.5912892194149886
DK03,1.445679798271172
DK04,1.666629269861373
ES41,8.347867802716083
ES42,13.711756476411246
HU23,4.4322377467254475
HU31,4.995747213124403
HU32,5.274062953661983
HU33,4.986467902163726
IE04,1.1186853724258556
EE00,1.2594939695126317
EL30,9.90352105138001
EL41,5.4373777317683185
EL43,10.452979431939742
EL51,4.240740359038169
EL52,4.671702141411744
FI20,1.4768355461252156
FR10,2.4320644491602903
FRB0,2.8805331316219673
FRC1,2.1763665730039667
FRC2,1.9251785686099434
FRD1,2.365794510124272
FRD2,2.2053915630011955
FRE1,2.147762523465892
FRE2,2.0265981668828195
FRF1,1.6350948412605644
NL13,1.8905928922660806
NL21,1.7220455768540945
NL22,1.747897904605587
NL23,1.7818079164640612
NL31,1.833131043863258
NL32,1.7732880758518126
ITG2,8.167400696986087
ITH1,0.9334243095656167
ITH2,1.8090385544341432
FRI3,3.572549548622192
FRJ1,7.1347812350178605
FRJ2,3.872768332220959
FRK1,3.0130280336695203
FRK2,2.9931139320001554
FRL0,6.69311150886253
FRM0,4.515037745956178
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,4.600328411945354
TR32,5.98705626033273
TR33,5.698253187210088
HR03,3.1285520091307175
HR02,3.909689546193864
HU11,4.814016397215201
HU12,5.056275038767304
HU21,4.7066979239491165
HU22,4.82950968494497
