nuts,April Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,4.747266971435063
DE60,5.299357424465776
DE71,5.514413021615025
DE72,4.790054717501802
DE73,4.370258390897558
DE80,5.168461737365832
DE91,4.582442313969632
BG41,5.606686305843633
BG42,6.614785611413764
CH01,1.7729781646822609
AT32,3.070951507634634
AT33,1.7137448068573127
AT34,2.0584367300960644
BE10,4.98963734113583
BE23,4.9875346363732636
BE24,4.95358445409351
BE25,4.998006966157322
BE31,4.697912827219862
BE32,4.747879751283726
BE33,3.9412535299312106
BE34,3.907638854044989
BE35,4.096762058413708
BG31,7.175842884637041
BG32,7.018755569657497
BG33,6.735690367678454
BG34,6.837431803243839
DE92,4.771371144226188
DE93,5.314798414206527
DE94,5.401967176965055
CZ07,5.3988082219612625
CZ08,4.937341671559698
AL01,3.8999747741177817
AL02,5.5769427857160485
AL03,5.9000916207691985
AT11,7.8996428281298465
AT12,6.299886846244929
AT13,8.502343710019327
AT21,2.6388782505047463
AT22,4.8376369205285235
AT31,4.199070711308096
DK05,4.085465865549584
BE21,5.318772271446555
BE22,5.089259357216592
ES43,15.650828850105707
ES51,13.760060091008402
ES52,21.568909911081178
ES53,14.881376655121118
ES61,17.414202979203907
ES62,25.545835303746586
ES63,0.0
ES64,0.0
CH02,2.5804826984919704
CH03,3.4783747157672247
CH04,3.638746467382784
CH05,2.366724644972612
CH06,2.1716473004153487
CH07,3.250496634673798
CY00,25.055125822348472
CZ01,6.070509051520555
CZ02,5.618299829665988
CZ03,4.602633980951228
CZ04,5.17848386801302
CZ05,4.458831839645582
CZ06,6.714250229601967
DE40,5.728890783159407
EL53,7.309897695118065
EL54,5.829064292819163
EL61,8.441868453949125
EL62,0.0
EL63,8.21303126963752
ES70,0.0
ITC1,5.450206797203877
ITC2,1.9858966211426226
DE11,4.788463221755193
DE12,5.208174884546586
DE13,4.117738680817281
DE14,3.4337534792765165
DE21,4.070251662328351
DE22,4.5679741520881585
DE23,4.692169659112499
DE24,4.622722074743266
DE25,4.956498110980222
DE26,5.155729630521102
DE27,3.5069279465586325
DE30,5.862945610825999
EL42,12.778998622362113
LV00,4.634367322816351
ME00,3.824192843020235
MK00,7.8474480691724295
MT00,0.0
NL11,5.344709284150038
NL12,4.897194517084167
EL64,10.584160344192359
EL65,11.089864189856124
ES11,4.550428134424035
ES12,3.4577303678785727
ES13,3.624302877705422
ES21,4.337360418472197
ES22,9.611086122011969
ES23,8.639676605016307
ES24,17.94796809012586
ES30,14.344284926685381
IE05,2.612970686495876
IE06,2.5113066648067
IS00,0.6077977036933934
ITC3,4.84257451704731
FI19,4.0580466073259345
FI1B,4.4443132047578136
FI1C,4.391020388941488
DEA1,5.190880963861541
DEA2,4.303612953767204
DEA3,5.513797887310053
DEA4,4.58262699560013
DEA5,4.4014217787389045
DEB1,4.4153092701245935
DEB2,4.097438961812636
DEB3,5.697133019500358
DEC0,4.945832382341231
DED2,4.736002793168848
DED4,3.9934904791824946
DED5,5.132165897504911
DEE0,5.27560150056989
DEF0,4.903751153192494
DEG0,4.205008662547695
DK01,5.806172284338314
DK02,4.786363769254386
DK03,4.502763564955243
DK04,4.3210799727459746
ES41,10.888201366262003
ES42,17.131297996562207
HU23,7.860127876838374
HU31,9.637305483093861
HU32,9.828673513293076
HU33,8.960862327952277
IE04,2.2770778087382015
EE00,4.138146096223238
EL30,18.55467494136426
EL41,10.334239440530629
EL43,19.49200351424109
EL51,7.523015750779816
EL52,8.63399074692772
FI20,3.1818781250230077
FR10,6.256291713195565
FRB0,6.488094765910219
FRC1,5.125600116014235
FRC2,4.155444310667837
FRD1,5.274350446954759
FRD2,5.540622632024713
FRE1,5.1400562116141755
FRE2,5.3548907145309625
FRF1,5.2345989623017735
NL13,5.707222300061699
NL21,5.924334451438147
NL22,5.59591545297471
NL23,5.474490991245997
NL31,5.3032969598271515
NL32,4.745673014245854
ITG2,10.541391376528114
ITH1,1.6450745870957755
ITH2,2.5710833451689528
FRI3,6.754395183703554
FRJ1,10.109088099478754
FRJ2,5.578625540771487
FRK1,4.81380572616577
FRK2,5.663537842223364
FRL0,9.431779798028142
FRM0,5.6867032735110135
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,11.480910829874546
TR32,15.211726966965372
TR33,14.534254387012638
HR03,5.207531992323462
HR02,6.253607466228578
HU11,9.458900078805684
HU12,9.24753490881413
HU21,8.499568401750707
HU22,8.546980846318924
PT16,11.608400928752628
PT17,14.742297559135343
FRF2,4.89887561716191
FRF3,4.620387486846759
FRG0,6.3695254807533255
FRH0,5.283040696338899
FRI1,6.092814758438623
FRI2,5.299015633767762
ITC4,6.741925662473347
ITF1,4.758711287925417
ITF2,6.60852190650204
ITF3,5.2362538896023425
ITF4,11.41557641285774
ITF5,8.63379828229577
ITF6,6.247008172065587
ITG1,15.619377155332092
LT01,4.534037152550224
LT02,5.512997843824684
LU00,4.161078196701936
PL22,5.73502671282591
PL41,6.657027648753079
PL42,5.654033132111635
PT18,16.798450503280556
PT20,0.0
PT30,0.0
RO11,6.2741652269088535
RO12,5.11031553046653
RO21,6.092241106540382
RO22,7.697363814802857
RO31,7.420589214700164
RO32,7.712458133358735
ITH3,5.222720330387873
ITH4,3.926677769020777
ITH5,6.978129519641266
ITI1,5.860151165963365
ITI2,5.949719382104095
ITI3,4.804692434199909
ITI4,5.2399892541465025
LI00,2.77894767957923
FI1D,3.112625454115437
TR82,7.539880258767862
TR83,8.483534637150465
TR90,3.3450215122352853
TRA1,5.561934826441433
TRA2,1.333815917760904
PL43,6.078964517548932
PL51,5.2885107116576195
PL52,5.961017693803088
PL61,6.1565832058946235
PL62,4.907292829417402
PL63,5.141754355390047
PL71,6.697094115856762
PL72,6.374337029051755
PL81,6.046428862233454
PL82,5.529362583619518
PL84,5.417150652224306
PL91,6.066962406268551
PL92,5.850680912754965
PT11,7.748265219081864
PT15,18.907477012122154
TRB1,11.403056330330923
TRB2,8.117841552363544
TRC1,17.275843693492135
RS12,9.44750462732798
RS21,6.497538705002829
RS22,7.308557263381628
SE11,4.441779251649245
SE12,5.050315038278935
NL33,4.882207678362865
NL34,5.186091603855155
NL41,5.2884319301450295
NL42,5.052724927123621
PL21,4.925330851491526
UKM6,1.6454945446909324
TR22,9.826660402766615
TRC2,20.517852770359102
TRC3,20.308416711945316
UKC1,3.0822399589781155
UKC2,2.743135720837337
UKD1,2.135569485044533
UKD3,3.0328428868456827
UKD4,2.422300871293608
UKD6,3.2595625053146495
UKD7,3.2077899053117465
UKE1,4.4710889602952815
UKE2,3.5102440322832495
UKE3,4.361618743427784
RO41,7.779752590136407
RO42,6.5266214700438905
RS11,9.263744705873357
TR41,12.984091681210492
TR42,6.248739938633767
TR51,14.933238971321964
TR52,17.9432064586185
TR61,11.642085216210656
TR62,10.839985546784753
TR63,13.448571562051955
TR71,16.647725953737275
TR72,10.987093911868735
TR81,4.113561356201689
UKK1,4.607078363812211
UKK2,4.2131327466787445
UKK3,3.9019498820091862
UKK4,3.76277396152006
UKL1,2.8398991944293432
UKL2,3.069823771611207
UKM5,1.877922611432982
UKM7,2.035470467526832
UKM8,2.1297899250276258
UKM9,2.407506872982194
UKN0,2.1847736752995757
SE21,5.554853759568687
SE22,5.100373634096334
SE23,5.018974949037923
SE31,4.113295295809494
SE32,2.460293302970759
SE33,2.419540093012872
SI03,5.5509497395300675
SI04,4.635060180081525
SK01,9.473290764912385
SK02,8.076032282926171
SK03,5.399341039070917
SK04,5.92858962406767
TR10,6.696741949990545
TR21,9.4185234193069
UKE4,3.7017700124526844
UKF1,4.542386574632034
UKF2,5.1931569041234305
UKF3,5.133905894290306
UKG1,4.4758280821854495
UKG2,3.7611660446875264
UKG3,4.633201578694931
UKH1,5.1693112131516505
UKH2,5.365301799921846
UKH3,5.286399427565098
UKI3,5.162689951728033
UKI4,5.2040639745964645
UKI5,5.163611088506037
UKI6,5.05059978436003
UKI7,5.1220960932439885
UKJ1,5.038641357576425
UKJ2,5.131479519371745
UKJ3,4.996651780028882
UKJ4,4.84594177354983
NO09,3.384704101876401
NO0A,1.3652113499276948
NO0B,0.0
HR05,5.834227590665562
HR06,6.470853594832335
NO02,3.205243512397899
NO06,1.8635865971355856
NO07,0.6259843120092563
NO08,3.4879446734144284
