nuts,January Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.3783089294703541
DE60,0.2745175898800983
DE71,0.22644220429718145
DE72,0.17002166825301326
DE73,0.2236830033660275
DE80,0.3380952393850041
DE91,0.3588886646160752
BG41,1.761463913232515
BG42,2.000840232188097
CH01,0.3685228185528182
AT32,0.2498007120503155
AT33,0.2660447371379129
AT34,0.3416489974377787
BE10,0.4624904306806644
BE23,0.5117920145673991
BE24,0.4992040128491803
BE25,0.5625889646230305
BE31,0.5403730578203951
BE32,0.42166468225835047
BE33,0.4664158206880942
BE34,0.2333079899019338
BE35,0.37256122697301625
BG31,2.5966254485798745
BG32,2.3281619259027213
BG33,2.5325043698021528
BG34,2.2373649005418508
DE92,0.3903978565414931
DE93,0.34834681899568365
DE94,0.4013795584728726
CZ07,0.33547538268643334
CZ08,0.4430939221715995
AL01,0.9896902001536271
AL02,1.4912972266097435
AL03,1.3743278472799785
AT11,1.472183717136558
AT12,1.1876710104311168
AT13,1.7908405089465127
AT21,0.5422006692103164
AT22,0.7090193343913742
AT31,0.3221082410841289
DK05,0.4288740596489878
BE21,0.4609459330679885
BE22,0.5341411372482925
ES43,4.7986984414055955
ES51,5.111106440004489
ES52,9.932619650238937
ES53,6.129198125929461
ES61,7.19340307725064
ES62,12.126064332885734
ES63,0.0
ES64,0.0
CH02,0.3580855168885136
CH03,0.32284750560440273
CH04,0.3911949014336806
CH05,0.33678722228775837
CH06,0.34704355050183944
CH07,0.7351985407839524
CY00,7.842454651445026
CZ01,1.0138014698659517
CZ02,0.7746100912014328
CZ03,0.48929691581101453
CZ04,0.5299015454985936
CZ05,0.2905231431707072
CZ06,0.7563303167882519
DE40,0.35869106278645985
EL53,1.400513686547424
EL54,1.0821172724510206
EL61,1.6803643376708777
EL62,0.0
EL63,1.8334352174367097
ES70,0.0
ITC1,1.6144565793141983
ITC2,0.7386072272718527
DE11,0.24325030840648193
DE12,0.25063611630209537
DE13,0.3244228668866051
DE14,0.40485006524121536
DE21,0.39576994971055557
DE22,0.28052253446385517
DE23,0.17523661864965204
DE24,0.15763755290475273
DE25,0.22200634405649364
DE26,0.18878515482977593
DE27,0.5384993016441142
DE30,0.27616340073368234
EL42,4.925755989829873
LV00,0.12826891148808206
ME00,0.8647486201468031
MK00,1.3380279793071328
