nuts,May Fire Weather Index (-) (1981 - 2010)
TRC3,21.209232386228187
UKC1,4.2907270619965265
UKC2,3.8495172376132456
UKD1,3.4942925229654604
UKD3,4.691625463456506
UKD4,4.006869331520915
UKD6,4.9288701572519535
UKD7,4.38071387956438
UKE1,5.405278176361725
UKE2,4.586350360396899
UKE3,6.156000161997022
RO41,10.66260569804685
RO42,8.304665669712584
RS11,11.74372619439764
TR41,15.640307630163322
TR42,8.116615307845088
TR51,19.059607554860175
TR52,20.80993852495335
TR61,13.936854061693502
TR62,12.68748787543227
TR63,16.21097425498063
TR71,19.35812700238121
TR72,11.60979991190754
TR81,5.108660968146434
UKK1,6.281761239189461
UKK2,5.45033287983223
UKK3,4.802364099902808
UKK4,4.579706909876477
UKL1,3.9164303887597547
UKL2,4.492952061447035
UKM5,2.921338034731619
UKM7,3.3612172329448704
UKM8,3.6487024164308326
UKM9,3.4689043188347863
UKN0,3.5001703194643325
SE21,7.836320673795686
SE22,7.472084221571098
SE23,7.172137285597165
SE31,6.898396538351792
SE32,5.378927752541535
SE33,4.17468988067201
SI03,5.822029130104391
SI04,4.356334993598754
SK01,12.444744377049695
SK02,10.594595038610677
SK03,6.3269696849604875
SK04,6.782708899982563
TR10,10.686131911435243
TR21,13.459098914795042
UKE4,5.2793237757420455
UKF1,6.298193773530486
UKF2,7.0293954532918494
UKF3,6.684107508423361
UKG1,6.109093378024206
UKG2,5.2805696400107935
UKG3,6.199260038401899
UKH1,6.5646413705344635
UKH2,7.37345750650555
UKH3,6.65608178352989
UKI3,7.795331335317158
UKI4,7.795331335317158
UKI5,7.420851380681517
UKI6,7.469655118191231
UKI7,7.475222126910739
UKJ1,7.020086022840436
UKJ2,6.557514726722893
UKJ3,6.581961946717304
UKJ4,6.1471747677537145
NO09,5.01247024734344
NO0A,2.1787720818109904
NO0B,0.5564922495289849
HR05,7.904285430089997
HR06,8.27745537367085
NO02,4.452546788367211
NO06,2.5386974389896677
NO07,1.266917831072465
NO08,5.703866188102543
