nuts,February Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.8914051895185884
DE60,0.8576311946455046
DE71,1.0867373468173886
DE72,1.0272308047159742
DE73,0.9550749564215785
DE80,0.8296979119094298
DE91,0.9486939321224518
BG41,3.5278483465883457
BG42,4.025934929544304
CH01,1.5649374250973955
AT32,0.5370004652335325
AT33,0.7261504826410712
AT34,0.9947333961419802
BE10,1.6355332820311792
BE23,1.3383890281925412
BE24,1.5302444861285494
BE25,1.2241235918574787
BE31,1.5391822265989796
BE32,1.2033896456086024
BE33,1.0992521413529424
BE34,0.7784224449175239
BE35,1.0773606720260593
BG31,4.166778390590931
BG32,3.939822660911335
BG33,4.045207980340354
BG34,4.046873712794831
DE92,0.9571912543961667
DE93,0.957159975826431
DE94,1.0390687784599442
CZ07,1.0194693255593896
CZ08,1.3319940672768016
AL01,2.195575628095348
AL02,2.588075677298058
AL03,2.4847344743627193
AT11,2.9076604013626017
AT12,2.221135630229254
AT13,3.1710795236774323
AT21,1.772352361524684
AT22,2.0016810393236435
AT31,1.20926626360822
DK05,0.9263170786300354
BE21,1.2622272447816971
BE22,1.226151258940416
ES43,10.697420210349543
ES51,7.800057867458632
ES52,15.015728386752887
ES53,8.579453242893022
ES61,12.637165357184132
ES62,17.459840239620853
ES63,0.0
ES64,0.0
CH02,0.9346673176172489
CH03,0.9057250702794618
CH04,0.9310663503277816
CH05,0.8008204499560796
CH06,0.7322912170538995
CH07,1.3643168077661265
CY00,11.447652865911866
CZ01,1.5286854520231437
CZ02,1.4947038072593728
CZ03,1.541611321003629
CZ04,1.665587326421553
CZ05,0.9574554070400094
CZ06,1.681304199502373
DE40,0.9031974975675268
EL53,2.820484618043169
EL54,2.3217696329715345
EL61,3.21250855624978
EL62,0.0
EL63,2.790229628588765
ES70,0.0
ITC1,2.9694388702367407
ITC2,1.5616221684584821
DE11,1.0895417928726736
DE12,1.2024709112501553
DE13,1.402587579663204
DE14,1.236866619416828
DE21,1.083454538939327
DE22,1.1420238810161285
DE23,0.960708762205208
DE24,0.9191486859328772
DE25,1.0056764279413726
DE26,0.9793254555421245
DE27,1.4193294686934044
DE30,0.9127506731435215
EL42,6.641590694679884
LV00,0.28460507821223796
ME00,2.3272100203866994
MK00,3.2472579438149114
MT00,0.0
NL11,1.2358938553784495
NL12,1.256049567533396
EL64,3.726481572186456
EL65,4.490550627742397
ES11,2.327420990481496
ES12,2.4088198724725003
ES13,2.923886494535124
ES21,3.043864971196819
ES22,4.506176995771085
ES23,5.236860078440271
ES24,10.61102096611579
ES30,7.493574199355598
IE05,0.8916710054939033
IE06,1.0071355161807545
IS00,0.25250060763106963
ITC3,3.096307960072218
FI19,0.15491573515153215
FI1B,0.15728167950942415
FI1C,0.1347374372149789
DEA1,1.0129567908633357
DEA2,0.9580530713393617
DEA3,0.9663844557890575
DEA4,0.9348800376901639
DEA5,0.9177850166025222
DEB1,1.0050386026973173
DEB2,0.9252455811727487
DEB3,1.0648715288985393
DEC0,0.8188694476495999
DED2,1.1686883006005389
DED4,1.3784441744006786
DED5,1.253902176551394
DEE0,1.1244212698020728
DEF0,0.7901266780254267
DEG0,1.2994224357321011
DK01,0.9682630722016617
DK02,1.0256809811459906
DK03,0.8443256641685204
DK04,0.9484394336529165
