nuts,Autumn Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,4.888961120366407
DE60,5.668140423482238
DE71,7.044879819567868
DE72,5.866901455012901
DE73,5.005434913657639
DE80,6.23479044573219
DE91,5.539107675956099
BG41,11.581332636033942
BG42,15.14898672746245
CH01,3.171591036582893
AT32,2.2096541203640014
AT33,2.2482222104075738
AT34,2.188432396848595
BE10,7.777232068787245
BE23,7.106009557875473
BE24,7.393568438928756
BE25,6.955569377344537
BE31,7.5596241491686
BE32,7.543293357280882
BE33,5.904904519138089
BE34,7.116017988156141
BE35,7.056321472619454
BG31,13.990999266146863
BG32,12.717572715600097
BG33,13.671248903400178
BG34,14.80208502606795
DE92,5.859773982642835
DE93,6.012393457281741
DE94,5.446162555908169
CZ07,5.168109634667874
CZ08,4.702186012538855
AL01,11.036031927204668
AL02,13.424535478545575
AL03,14.460269244447643
AT11,6.637793432742883
AT12,5.539323722343225
AT13,7.564267783016272
AT21,3.038185689601744
AT22,3.0676790922713084
AT31,3.2900392844863333
DK05,4.118118848224866
BE21,6.754292101298404
BE22,7.23854202888692
ES43,27.00289389776041
ES51,12.756716975590953
ES52,20.03613594353506
ES53,16.15537870467853
ES61,27.563704992038154
ES62,23.648296917888548
ES63,0.0
ES64,0.0
CH02,3.4139141027224804
CH03,4.462745437364494
CH04,4.068803692687749
CH05,3.08306544184794
CH06,2.4886190380404485
CH07,3.284863959046056
CY00,32.64868272373755
CZ01,7.178319585195465
CZ02,6.622791034665206
CZ03,4.905756810708707
CZ04,5.518266764188224
CZ05,5.322474392772999
CZ06,6.028755440894493
DE40,6.553810927808702
EL53,16.697991336428277
EL54,15.944512277902447
EL61,16.707571647353042
EL62,0.0
EL63,19.740007466013548
ES70,0.0
ITC1,7.381299144495494
ITC2,4.1916532459910245
DE11,5.2909867755157975
DE12,6.0904099721764515
DE13,5.286104428701863
DE14,4.003258224079439
DE21,3.1661899748340963
DE22,4.151918180645604
DE23,4.366846143381068
DE24,5.2116131397559196
DE25,5.2237411282624215
DE26,5.7701353719197845
DE27,3.648258402828015
DE30,6.731025925254377
EL42,24.503798871305435
LV00,3.2203939384432845
ME00,9.263777063681598
MK00,15.378187813874298
MT00,0.0
NL11,5.144705533123158
NL12,4.548021044908078
EL64,20.586869261785566
EL65,23.052056991001564
ES11,14.214753811912107
ES12,8.372036000413301
ES13,8.685320678134627
ES21,10.405305025092863
ES22,15.14070235067891
ES23,16.950972066347326
ES24,19.85030641372411
ES30,24.263367870168455
IE05,3.8251846730468073
IE06,3.5339646763531345
IS00,0.9554438152175997
ITC3,7.516009970267066
FI19,2.507158775759639
FI1B,3.348326408949705
FI1C,2.9674497431855436
DEA1,6.493473218035234
DEA2,6.217419089439959
DEA3,6.1469369668554155
DEA4,5.475436337682565
DEA5,5.185111957461786
DEB1,6.853741741892368
DEB2,7.339608127535244
DEB3,8.135283434572441
DEC0,7.985336875413428
DED2,5.39300654076055
DED4,4.596889292899521
DED5,6.62684658686344
DEE0,6.324932499759028
DEF0,5.062480406267759
DEG0,5.536197299626924
DK01,5.320979945864297
DK02,5.653518552621462
DK03,4.475529842323105
DK04,4.062366229667557
ES41,21.552775630557004
ES42,25.467405711910445
HU23,8.668336653405893
HU31,8.744104967632904
HU32,10.517659957415415
HU33,10.475705377986042
IE04,2.5551550188224375
EE00,3.2677422342438645
EL30,29.96806010935123
EL41,28.1078937580554
EL43,30.402471247663247
EL51,20.263133480655757
EL52,15.748497199596255
FI20,4.024497229103421
FR10,10.436444238967834
FRB0,11.95779106409233
FRC1,9.582640617094414
FRC2,8.569664052221995
FRD1,8.22727756972326
FRD2,8.355102873591337
FRE1,7.993563297716149
FRE2,9.355306599492845
FRF1,7.648407146441174
NL13,5.151611231172588
NL21,5.657490494246401
NL22,5.759176492748791
NL23,4.958838157112049
NL31,5.641831337010109
NL32,5.006292861776429
ITG2,18.86310700163049
ITH1,3.4335052666189054
ITH2,3.821777958853859
FRI3,12.485318237080802
FRJ1,14.312787291593821
FRJ2,10.110804557870992
FRK1,9.145711167473118
FRK2,8.103499879917798
FRL0,12.994268541389593
FRM0,11.768161078539865
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,29.532687131699127
TR32,30.258784076145666
TR33,27.661265322505542
HR03,9.130386439719713
HR02,8.42050088515627
HU11,8.733968378385011
HU12,9.199664892093596
HU21,8.51009293165831
HU22,7.497038241499728
PT16,22.500983257736966
PT17,22.194802720940952
FRF2,9.536551938370707
FRF3,8.746491002757258
FRG0,12.343044786047543
FRH0,10.134560084728063
FRI1,10.196785915288928
FRI2,9.086145839621198
ITC4,6.847746577881054
ITF1,9.4974271418795
ITF2,13.095916569134266
ITF3,12.524381779837135
ITF4,18.231586215159105
ITF5,16.130525314183558
ITF6,11.846821511911376
ITG1,17.751528017566493
LT01,3.9765081359955183
LT02,3.650163479380693
LU00,7.698443396374651
PL22,5.39983339436482
PL41,6.452862014432128
PL42,5.4274692101021484
PT18,25.931143452754
PT20,0.0
PT30,0.0
RO11,6.959014556037959
RO12,6.171842970178067
RO21,8.98595755706621
RO22,13.857156329692907
RO31,11.942322496319994
RO32,11.676654439926692
ITH3,6.755575615366226
ITH4,4.984885753592014
ITH5,9.609624807301662
ITI1,10.520805264162412
ITI2,12.138498098793061
ITI3,10.490976912849865
ITI4,10.803123099502463
LI00,2.430316220782808
FI1D,1.2270307661312567
TR82,18.760808479883423
TR83,19.520814857331686
TR90,11.112417600526637
TRA1,23.33634350243055
TRA2,11.876268776581085
PL43,6.570370337586034
PL51,5.656081140594989
PL52,5.796424441474528
PL61,5.877321033302242
PL62,5.209076406193721
PL63,4.600040872771987
PL71,6.357185867541602
PL72,5.8325666647082635
PL81,6.23072588387077
PL82,5.2205747008094
PL84,5.681133564883386
PL91,5.435929738131106
PL92,5.64489016822379
PT11,18.20759833321877
PT15,27.49139186735852
TRB1,32.40628528216873
TRB2,31.437417622681235
TRC1,36.79456799940113
RS12,12.317669753248042
RS21,10.270316825899197
RS22,12.504918404359776
SE11,3.6055682307199093
SE12,3.5794214682761742
NL33,5.579918111111997
NL34,6.323377275986332
NL41,6.549540184811267
NL42,7.030940304020686
PL21,4.411640654793789
UKM6,1.35900250368381
TR22,24.863804562502917
TRC2,40.009006931061776
TRC3,42.025766916932454
UKC1,4.239453026195675
UKC2,3.5390638267952745
UKD1,2.032099268589441
UKD3,3.0935276254035755
UKD4,2.430668143538391
UKD6,3.3587630054081283
UKD7,3.07462505846072
UKE1,6.755703521114702
UKE2,4.844223117519685
UKE3,6.328706351504773
RO41,12.167358848622213
RO42,8.488909302869171
RS11,12.434761955988451
TR41,23.09280767053286
TR42,14.387802573203901
TR51,28.36731832389396
TR52,32.009624080667045
TR61,26.79215679223117
TR62,27.816084885744747
TR63,31.897237171417935
TR71,31.14970284308151
TR72,29.29752391467163
TR81,13.906887761695137
UKK1,8.064826997514572
UKK2,7.096500747830548
UKK3,5.186806428213874
UKK4,5.616565065430099
UKL1,3.5511929067341237
UKL2,4.554087317457427
UKM5,2.3080997672818264
UKM7,1.977488149746149
UKM8,1.7812076482103638
UKM9,2.3158034725862615
UKN0,2.181865553005176
SE21,4.194543280049493
SE22,4.156267642023583
SE23,3.1494470760040687
SE31,2.920122250098271
SE32,1.8447857582141418
SE33,1.3841242463695973
SI03,5.430940160759897
SI04,5.017600077748889
SK01,8.594224887450554
SK02,7.662714255976565
SK03,4.405697468954939
SK04,5.031128637431012
TR10,18.84412534488607
TR21,23.94230394320992
UKE4,4.643805570111644
UKF1,6.7372565435065255
UKF2,8.525676632884798
UKF3,8.141391332882435
UKG1,7.545951918648441
UKG2,5.463747658263404
UKG3,7.181905132256145
UKH1,8.846644165241987
UKH2,9.602726303880454
UKH3,9.361592984962831
UKI3,9.398029117286221
UKI4,9.295141247502205
UKI5,9.26214731278874
UKI6,8.914039693278472
UKI7,9.212674645871301
UKJ1,9.004504447249673
UKJ2,8.926055562409637
UKJ3,8.463936143945956
UKJ4,8.737341450395355
NO09,2.0192209544371225
NO0A,0.7713632971941019
NO0B,0.0
HR05,7.088724770281923
HR06,6.982056463294584
NO02,1.6501757030388526
NO06,0.9415614689161481
NO07,0.7069461028822059
NO08,2.401428066303407
