nuts,January Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,0.2339125080807964
DE60,0.21095146075835963
DE71,0.2010871274686414
DE72,0.15416939181850314
DE73,0.1968182346429394
DE80,0.3458432442669392
DE91,0.2982495231169728
BG41,1.751843498411044
BG42,2.0251788852682524
CH01,0.3325268506239038
AT32,0.20182249315683432
AT33,0.2645699919678756
AT34,0.312819573481915
BE10,0.5185566153802641
BE23,0.5603150674031951
BE24,0.5076291338987751
BE25,0.5839499639225316
BE31,0.49102332586242414
BE32,0.3992039431212223
BE33,0.3320717915180465
BE34,0.1954977072282927
BE35,0.27093272316119127
BG31,2.1402955681058566
BG32,1.9922665120083716
BG33,2.3572169992323486
BG34,2.0357174220537844
DE92,0.26940942251076233
DE93,0.26429964029067904
DE94,0.2483745651028193
CZ07,0.3863183574292208
CZ08,0.49204045628307236
AL01,1.2242179749257942
AL02,1.651394292983408
AL03,1.5649671579412001
AT11,1.4834941168931919
AT12,1.311235837756905
AT13,1.692911063797478
AT21,0.8769618699763685
AT22,0.8173331517309306
AT31,0.29452070949269066
DK05,0.3662819882205657
BE21,0.546649831211319
BE22,0.5132644821305258
ES43,5.557909195337396
ES51,5.001531139583312
ES52,10.599532004450143
ES53,6.223906848537993
ES61,8.69626290911894
ES62,11.881825117185713
ES63,0.0
ES64,0.0
CH02,0.28839424833771166
CH03,0.25972546899881765
CH04,0.28603785616950256
CH05,0.37147801497816113
CH06,0.26614889502854855
CH07,0.8393325252682073
CY00,7.916496097203018
CZ01,0.8230083554258005
CZ02,0.7021946288920935
CZ03,0.5667996706512289
CZ04,0.42605988652628185
CZ05,0.34447844468279776
CZ06,0.8812234896937692
DE40,0.3316759953204795
EL53,1.4391932553872016
EL54,1.4209037625797525
EL61,1.8713572580251763
EL62,0.0
EL63,1.8393329656456543
ES70,0.0
ITC1,1.6555767365548382
ITC2,0.8147221508150638
DE11,0.23670826462756436
DE12,0.23803338255007914
DE13,0.2556420243807968
DE14,0.3346941582995978
DE21,0.3603904149334555
DE22,0.2784931578712354
DE23,0.19144562490852834
DE24,0.16398822091993165
DE25,0.2569391408330889
DE26,0.1955985608166571
DE27,0.4096748004009226
DE30,0.2711650430144683
EL42,6.25106368468041
LV00,0.1296708101263908
ME00,1.0184989873035795
MK00,1.6018354547525426
MT00,0.0
NL11,0.34306078152504893
NL12,0.43428938427594777
EL64,2.1624402465035217
EL65,2.896836410589844
ES11,1.187736503147251
ES12,1.2492863118536621
ES13,1.3237889181331337
ES21,1.2869760496402816
ES22,2.4033651548057033
ES23,2.4095016911915783
ES24,6.520312016586038
ES30,4.118385052707833
IE05,0.41673712073946034
IE06,0.3895408535869739
IS00,0.22302086452628966
ITC3,2.4018993546187843
FI19,0.09604325228099776
FI1B,0.08623077041451789
FI1C,0.07699929023233698
DEA1,0.29375746190446894
DEA2,0.33245156408553883
DEA3,0.23013717280056545
DEA4,0.21422361051607863
DEA5,0.21009007893467724
DEB1,0.2187514139438226
DEB2,0.163405239201627
DEB3,0.27830459268273205
DEC0,0.1738483958201331
DED2,0.38655740880427963
DED4,0.35601482858602684
DED5,0.478071890805606
DEE0,0.3783102426635707
DEF0,0.2417825723739282
DEG0,0.3308401838953996
DK01,0.45230013959297566
DK02,0.5468883663029669
DK03,0.26910965915548585
DK04,0.3164423211876975
ES41,2.634161796546747
ES42,5.98272112443531
HU23,1.1331716044563351
HU31,1.252373917658263
HU32,1.037331937344366
HU33,1.1888090566700726
IE04,0.3599716117450307
EE00,0.12732288593996144
EL30,4.32953909956501
EL41,3.129459798198113
EL43,5.96568548935115
EL51,2.4249644885870967
EL52,2.0335078086551657
FI20,0.5665266397556779
FR10,0.44101034549175394
FRB0,0.5235986622057581
FRC1,0.35245724728340677
FRC2,0.3556442299434854
FRD1,0.5081863210488956
FRD2,0.48895289347254933
FRE1,0.5437198609919259
FRE2,0.4252850037588284
FRF1,0.2706112072451352
NL13,0.3071393845934923
NL21,0.2667408624360561
NL22,0.2893254508840527
NL23,0.3113281082816413
NL31,0.3531316471268608
NL32,0.5098977504633594
ITG2,4.165958995729521
ITH1,1.3636363612485851
ITH2,1.8102433408135488
FRI3,0.7070542359169671
FRJ1,2.876055557002492
FRJ2,1.2431264960328106
FRK1,0.6473179320338767
FRK2,1.0222824527078669
FRL0,3.260183243303975
FRM0,2.9515519318269803
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,2.2218924225911727
TR32,3.078634747289894
TR33,2.578385582537259
HR03,1.2437545916189672
HR02,0.8722371512894148
HU11,1.1970946714283874
HU12,1.2715055723090771
HU21,1.209875856755901
HU22,1.324840854773056
PT16,4.133769809456843
PT17,5.6440199863535465
FRF2,0.32257455156909304
FRF3,0.24172704903431652
FRG0,0.6838291995989924
FRH0,0.7109548980354684
FRI1,0.9858353634788682
FRI2,0.7071742758232279
ITC4,1.6635163749375594
ITF1,1.6889383147926418
ITF2,2.1045482401430378
ITF3,1.4788818824011198
ITF4,3.7971980621712285
ITF5,2.8815855555803505
ITF6,1.827104184681153
ITG1,4.639744286287784
LT01,0.1081833243792605
LT02,0.13953712375733396
LU00,0.15702410957362498
PL22,0.6258978165420128
PL41,0.36798341828350895
PL42,0.24212211546674756
PT18,6.84255900570972
PT20,0.0
PT30,0.0
RO11,0.40696358084392975
RO12,0.7251167518872458
RO21,1.9307426260713887
RO22,2.456892697521045
RO31,2.2221829153080432
RO32,2.22773202856197
ITH3,2.0047215463369996
ITH4,1.2609888759272523
ITH5,1.9955034576162127
ITI1,1.4312574361213086
ITI2,1.3777027871822356
ITI3,1.818519395175029
ITI4,1.5291875003782862
LI00,0.369344133043513
FI1D,0.07247448210760986
TR82,2.5750406433823296
TR83,2.5708910545044885
TR90,1.0461356274155382
TRA1,1.30338983366285
TRA2,0.09559487497637141
PL43,0.35929262789252475
PL51,0.5020106511954615
PL52,0.6549243668238145
PL61,0.2998261006192636
PL62,0.17382716530993697
PL63,0.23837337241995188
PL71,0.4838324426541419
PL72,0.7611819131291759
PL81,0.5002853283944411
PL82,0.519134761643776
PL84,0.1778566422673013
PL91,0.34911371486672815
PL92,0.36080464808875784
PT11,1.4448440273887222
PT15,9.445181126781163
TRB1,3.181275855061341
TRB2,1.9860579288127358
TRC1,4.184811871315516
RS12,1.0821300466969268
RS21,0.8669144007209872
RS22,1.179963945420154
SE11,0.26988765967168504
SE12,0.2515104631077275
NL33,0.621484483634434
NL34,0.6275984587055254
NL41,0.5155011290951923
NL42,0.4572701858462663
PL21,0.6269706863520929
UKM6,0.3073206038132328
TR22,2.001540319180693
TRC2,5.14822397238392
TRC3,6.134309291180975
UKC1,0.6460720565900784
UKC2,0.6989110147389256
UKD1,0.14508716419100587
UKD3,0.28161051733741654
UKD4,0.31602296202433805
UKD6,0.38804647116575197
UKD7,0.5550358488276271
UKE1,1.2126983728984304
UKE2,0.6943982302350598
UKE3,0.8855509004526708
RO41,2.157345832422804
RO42,0.7085240228642348
RS11,0.8642589677393981
TR41,2.1483385409122486
TR42,1.5609324362865387
TR51,4.099018016881943
TR52,4.0748220906205175
TR61,3.480279302678898
TR62,5.75489918984793
TR63,4.940578086108374
TR71,4.82970273240061
TR72,6.078018301928375
TR81,0.9410305781614113
UKK1,0.8970373887362799
UKK2,0.7728037412091289
UKK3,0.7923864274764173
UKK4,0.7051225501060453
UKL1,0.29090498403773135
UKL2,0.3814039315181413
UKM5,0.45739415954380835
UKM7,0.27529803293376875
UKM8,0.11329220543764477
UKM9,0.3469417191237798
UKN0,0.2585554349674403
SE21,0.27338419214608217
SE22,0.2693352154292519
SE23,0.17695647669053446
SE31,0.13511355450391133
SE32,0.08819132237854393
SE33,0.08868951074687723
SI03,0.9856129694663305
SI04,0.9496953984732086
SK01,1.4377062923962203
SK02,0.9392927864565199
SK03,0.4022943982683795
SK04,0.27704428756000493
TR10,1.713734261352429
TR21,2.4849442485242643
UKE4,0.5887771957173042
UKF1,0.790676992542051
UKF2,0.833136685817701
UKF3,1.020397091286931
UKG1,0.6799461890806096
UKG2,0.5097392783868039
UKG3,0.5969164193005505
UKH1,0.9191979723566231
UKH2,0.9528345641637888
UKH3,1.039517726336384
UKI3,0.5473441549607784
UKI4,0.819632262813623
UKI5,0.874894013830746
UKI6,0.9012272420091879
UKI7,0.7533311919153545
UKJ1,0.7867611695933018
UKJ2,0.857892685726694
UKJ3,0.9090212234862347
UKJ4,0.9959969891343002
NO09,0.1663459312574431
NO0A,0.15220396467823666
NO0B,0.0
HR05,0.7407221907194808
HR06,0.963725477339175
NO02,0.06789940268123973
NO06,0.18508145857212072
NO07,0.12378582688524682
NO08,0.1138900003921493
