nuts,Annual Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,4.737604832225708
DE60,5.758721694253664
DE71,6.688105617132718
DE72,5.26831812510995
DE73,4.892428377019091
DE80,6.140273581122791
DE91,5.578477216105616
BG41,9.045047488682139
BG42,12.693449757736204
CH01,2.369470636278511
AT32,2.0632311079164607
AT33,1.8487880507793084
AT34,2.0370551629958924
BE10,5.723735557250432
BE23,5.619332287989613
BE24,5.7107796455468485
BE25,5.65476834307524
BE31,5.574898265804878
BE32,5.647089003456785
BE33,4.659951361392688
BE34,4.922958908540852
BE35,5.076270124998032
BG31,12.731909279080302
BG32,12.033972122248281
BG33,12.531161818486748
BG34,12.900723480799353
DE92,5.538846241569959
DE93,5.9756516273217635
DE94,5.373426046569508
CZ07,5.983732189937516
CZ08,4.996348216977069
AL01,9.220259626177995
AL02,12.60162349959588
AL03,13.969491829091764
AT11,8.42695406233314
AT12,6.891002469194992
AT13,9.737409395247036
AT21,2.640854077097462
AT22,3.430195043893661
AT31,3.6220047707036818
DK05,5.219186294657327
BE21,5.724284627195718
BE22,5.534752341453529
ES43,24.021483074978743
ES51,14.74815145061262
ES52,23.175560697951823
ES53,17.2399807823433
ES61,25.166471255739463
ES62,28.014364563237525
ES63,0.0
ES64,0.0
CH02,3.014391212107137
CH03,3.9022083798536724
CH04,3.8334375131325507
CH05,2.4869295668283176
CH06,2.382158610372603
CH07,3.072363856341961
CY00,28.9832590467041
CZ01,6.908176457813226
CZ02,6.528838250741117
CZ03,4.865111397927301
CZ04,6.164890214361813
CZ05,5.502015815542349
CZ06,7.175882887359872
DE40,7.268605121682948
EL53,15.863708480104286
EL54,14.368547938544982
EL61,16.6449414855932
EL62,0.0
EL63,18.053023286907873
ES70,0.0
ITC1,7.049577448745714
ITC2,3.0709301844150687
DE11,5.363820346253642
DE12,5.859450328739823
DE13,4.699080083361656
DE14,3.7288765995603934
DE21,3.5506479290175346
DE22,4.558065276471913
DE23,5.0604350813515495
DE24,5.279630838612819
DE25,5.532537831841642
DE26,5.917604536815571
DE27,3.724594012929638
DE30,7.749559759121406
EL42,20.925880754768233
LV00,4.821997087092317
ME00,7.474930009255433
MK00,13.916073582692636
MT00,0.0
NL11,4.862856705632109
NL12,4.584333947221053
EL64,20.122859809158108
EL65,21.87329500226977
ES11,9.048780789608585
ES12,4.477563956448369
ES13,5.2452917718993275
ES21,7.214716561618101
ES22,13.434412648317181
ES23,13.818891236641575
ES24,20.207885104092465
ES30,22.748442485175925
IE05,3.3260483306821067
IE06,3.335380719680266
IS00,1.838888149833261
ITC3,6.9472952961290115
FI19,4.53356854759466
FI1B,5.739504631419102
FI1C,5.091352400455333
DEA1,5.4489118726813714
DEA2,5.009030095457198
DEA3,6.033961122242379
DEA4,5.210938519329349
DEA5,4.765611460130281
DEB1,5.648570826410582
DEB2,5.573440244100439
DEB3,7.024277315072974
DEC0,6.39805140787273
DED2,5.859426181167015
DED4,4.949151351284097
DED5,6.932557075285573
DEE0,6.817659450954432
DEF0,5.4621871371511
DEG0,5.486010160417591
DK01,6.219537367638004
DK02,5.721441446599813
DK03,5.336281530582131
DK04,5.24191678148116
ES41,17.193788182515025
ES42,25.17155960720476
HU23,10.41646310758067
HU31,10.31310780815293
HU32,11.359944704443013
HU33,11.677520470259072
IE04,2.583462614723035
EE00,4.852060707786516
EL30,29.29973060858213
EL41,23.510098413522744
EL43,28.358927136558876
EL51,16.35668658428955
EL52,15.173768256460251
FI20,4.956021464859229
FR10,8.091569806628737
FRB0,8.401842781793137
FRC1,6.949906826212696
FRC2,6.00386257966994
FRD1,6.330494876193833
FRD2,6.4574711733982
FRE1,5.870409108365957
FRE2,6.901669376761856
FRF1,6.115470376583372
NL13,5.298489647558616
NL21,5.718520330838429
NL22,5.686778492135868
NL23,5.442615316871271
NL31,5.438284960167145
NL32,4.834463547356661
ITG2,20.420636006326745
ITH1,2.5961104132602837
ITH2,3.2036666560697005
FRI3,9.174114145399301
FRJ1,13.988897786286628
FRJ2,8.47971931180764
FRK1,6.898869899202173
FRK2,7.406919506750304
FRL0,14.033748059024095
FRM0,12.27996606662686
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,27.371168450796898
TR32,27.8426699881433
TR33,25.17647166424965
HR03,9.227353291560615
HR02,9.640226066132616
HU11,10.789921052070792
HU12,11.17105459254878
HU21,10.266468736839153
HU22,9.739190853113852
PT16,19.246516186184305
PT17,20.627742136242546
FRF2,6.948047122057518
FRF3,6.562524254872775
FRG0,8.437673744105684
FRH0,7.1512141379959395
FRI1,8.329328403112019
FRI2,6.6942140021134415
ITC4,7.471261409776707
ITF1,10.844329227579127
ITF2,14.172297588980554
ITF3,14.464944038504811
ITF4,20.68864066720383
ITF5,18.417043064332816
ITF6,13.692428436593024
ITG1,21.68328530278371
LT01,4.779296483384881
LT02,4.834274804157292
LU00,5.591537585464227
PL22,5.78891781109222
PL41,7.433541589943639
PL42,6.210874663684069
