nuts,Spring Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,4.701708548925822
DE60,5.102359759269925
DE71,5.46840336589261
DE72,4.769047150678108
DE73,4.462947596179149
DE80,5.295622775719925
DE91,4.769140018348255
BG41,7.668235970211237
BG42,10.778247722461684
CH01,2.9425878161405477
AT32,3.7914580081314213
AT33,3.094372720311966
AT34,3.0141781738216
BE10,5.5383764712029695
BE23,5.582842306614725
BE24,5.474769862095286
BE25,5.5908260804086325
BE31,5.39410951391269
BE32,5.155551122293416
BE33,4.4305498958854495
BE34,4.389798402874453
BE35,4.930503222256801
BG31,11.423652648308098
BG32,11.325231135637278
BG33,11.24844712838944
BG34,11.127608436422006
DE92,4.890726897971522
DE93,5.430066426154743
DE94,5.370721149827249
CZ07,5.731627735605851
CZ08,5.010498318549595
AL01,7.1137103774058295
AL02,10.186598834532774
AL03,11.244302417628795
AT11,8.457624741154739
AT12,6.8884519559782635
AT13,9.118136711232358
AT21,3.6835693958951627
AT22,5.0514060390514395
AT31,4.399782741094038
DK05,5.0020317078490475
BE21,5.8200273125166575
BE22,5.5370327481795885
ES43,22.18739476323562
ES51,15.868038335474187
ES52,23.890374420178677
ES53,17.15122892630987
ES61,24.150206543578637
ES62,27.638846693169963
ES63,0.0
ES64,0.0
CH02,3.2281496796715734
CH03,3.851685900067591
CH04,3.482496767413339
CH05,2.348392747452675
CH06,2.3470035926026362
CH07,3.584025708498087
CY00,30.186162744588568
CZ01,6.8288357891280285
CZ02,6.620352783057062
CZ03,4.955953823906792
CZ04,5.773955764379442
CZ05,5.456656035621294
CZ06,6.976674286507135
DE40,6.629851524502743
EL53,13.157953455246586
EL54,11.143558106543221
EL61,15.514791524612175
EL62,0.0
EL63,16.011860239622347
ES70,0.0
ITC1,6.259819308009401
ITC2,2.5393218613020156
DE11,4.979716171147181
DE12,5.173517884394943
DE13,4.646330571470126
DE14,3.804972096402049
DE21,4.22685712374281
DE22,4.785942929442665
DE23,5.460520535009592
DE24,5.361722733676979
DE25,5.333060714955874
DE26,5.517451776763706
DE27,3.9805684958119123
DE30,7.23103151915926
EL42,21.85376750731225
LV00,5.941997668382604
