nuts,April Fire Weather Index (-) ensemble median - RCP8.5 - (2071 - 2100)
DE50,4.719250741910719
DE60,4.816276174225732
DE71,5.623131101093573
DE72,4.690199686754241
DE73,4.506335858858119
DE80,5.189262360971626
DE91,4.583690384986629
BG41,8.009215620170343
BG42,10.603632009276755
CH01,4.158649877867746
AT32,7.821725844304203
AT33,5.41628534508331
AT34,5.078141557237376
BE10,5.7365661970140875
BE23,5.597260382660373
BE24,5.833798756539196
BE25,5.203589421539207
BE31,5.612676817204034
BE32,5.474080670727104
BE33,4.373988839143873
BE34,4.3831346796269175
BE35,4.882913462091118
BG31,10.12221689797029
BG32,10.61151140091319
BG33,9.813819617998831
BG34,10.368873887796624
DE92,4.864382357605935
DE93,5.382900944008626
DE94,5.516869266575021
CZ07,6.104942372686786
CZ08,5.403371047738587
AL01,5.078880420613725
AL02,6.56486592823483
AL03,7.528926816827343
AT11,7.236893543014559
AT12,6.898571341965209
AT13,8.079508457280923
AT21,3.9453642296754587
AT22,6.2994064856573555
AT31,5.545638226182752
DK05,4.775901500329367
BE21,6.032303300964896
BE22,6.039733649286276
ES43,20.806511209904627
ES51,14.845793372119555
ES52,25.025408561043868
ES53,18.718916628396848
ES61,23.299528115462557
ES62,30.910398181919305
ES63,0.0
ES64,0.0
CH02,3.0566573696404906
CH03,4.031888556637184
CH04,3.801463358535525
CH05,3.204134214087779
CH06,2.934380041690171
CH07,3.960773820394669
CY00,28.443110479994086
CZ01,7.141352198475619
CZ02,6.624985706545309
CZ03,5.665693092435873
CZ04,6.194160768322251
CZ05,5.623192828155974
CZ06,7.394113124316925
DE40,6.0194749299767905
EL53,13.118473070212518
EL54,8.515424065079163
EL61,15.5092857286598
EL62,0.0
EL63,13.214572715032922
ES70,0.0
ITC1,6.196350028301758
ITC2,3.2516408874050087
DE11,5.407229407658842
DE12,5.511649776557548
DE13,4.938502526195873
DE14,5.240416550374594
DE21,6.464886769910217
DE22,5.506923709629524
DE23,5.572218459574502
DE24,5.255392134164883
DE25,5.43925595168448
DE26,5.95708041788312
DE27,5.639634958607921
DE30,6.118651116431873
EL42,20.04872891436629
LV00,5.096121256308883
ME00,5.489028417226484
MK00,10.18433895686138
MT00,0.0
NL11,5.489071766243009
NL12,5.035964679884459
EL64,16.936386078637874
EL65,18.007715526704096
ES11,7.143482364109462
ES12,5.911237879441202
ES13,5.555199057263846
ES21,6.284716744598925
ES22,11.857820407552286
ES23,11.354026395161606
ES24,20.404513966718774
ES30,18.04949667496659
IE05,3.186537520339143
IE06,3.409775008331346
IS00,1.5065336068079787
ITC3,4.807093087877402
FI19,6.636387612166741
FI1B,4.476296848619435
FI1C,5.726399087440423
DEA1,5.450240254411888
DEA2,4.702700644271816
DEA3,5.66232099632957
DEA4,4.514289475914655
DEA5,4.165189144570918
DEB1,4.5912699280738405
DEB2,4.542745603132271
DEB3,5.8970772381692775
DEC0,5.664671192898076
DED2,5.1373370444923205
DED4,4.468984222473225
DED5,5.292077172650396
DEE0,5.347777263425767
DEF0,4.7139380769347285
DEG0,4.792133557687486
DK01,6.334214655150852
DK02,5.416042873643314
DK03,4.98162145491481
DK04,4.98237897414173
ES41,13.346757569487902
ES42,22.63729811373725
HU23,8.001051969625584
HU31,10.25098838831319
HU32,10.801372731113602
HU33,9.971836101715937
IE04,2.7112478001603066
EE00,3.9860217146258696
EL30,27.388882939322805
EL41,14.100636131583649
EL43,26.17725059373254
EL51,11.921063202376875
EL52,14.147957535052136
FI20,3.2728119220674294
FR10,5.918211729019137
FRB0,5.901822490186463
FRC1,5.328479804677173
FRC2,4.957620449005679
FRD1,4.77078238944828
FRD2,5.23264942030447
FRE1,5.4257490751252195
FRE2,5.5412468658387635
FRF1,5.4899601753293386
NL13,5.8280899947486215
NL21,6.516511908473625
NL22,6.596799988524574
NL23,6.4041654067021305
NL31,6.296751798073896
NL32,5.656098381340191
ITG2,14.94701740017753
ITH1,3.80109752104242
ITH2,4.362437395247558
FRI3,7.154722404997298
FRJ1,11.081624977311261
FRJ2,7.437205669969624
FRK1,7.16942018071297
FRK2,7.095307363374556
FRL0,10.899219435180354
FRM0,7.770380081047497
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,16.23087819894611
TR32,18.99250627984628
TR33,17.356458319809285
HR03,5.839703153207303
HR02,7.060765744256944
HU11,10.58122381412205
HU12,10.600097312879134
HU21,8.849216853681122
HU22,8.152732466624522
PT16,14.428361735405565
PT17,18.004055708476084
FRF2,5.095312373094023
FRF3,5.160524278408998
FRG0,5.640310227779519
FRH0,4.661514350304998
FRI1,8.201262595477589
FRI2,8.509665595016791
ITC4,7.567950996530982
ITF1,7.864547076476046
ITF2,10.062403413706495
ITF3,7.421266537427153
ITF4,16.32957965336859
ITF5,13.232330866715852
ITF6,10.051726722449708
ITG1,21.34351375791116
LT01,4.787156436530491
LT02,5.868454777058692
LU00,4.808100671382391
PL22,5.700961427456134
PL41,6.9782887304464465
PL42,5.718414280418146
PT18,21.323505840494594
PT20,0.0
PT30,0.0
RO11,6.673801038297612
RO12,5.855690146879812
RO21,7.125128130709218
RO22,10.845105461480667
RO31,10.063537285836953
RO32,10.205074645761458
ITH3,6.04576402750551
ITH4,4.364695246170423
ITH5,7.6260390406674
ITI1,6.3738972680466865
ITI2,6.551967524911253
ITI3,7.3737850073750115
ITI4,6.21853545108175
LI00,4.249829186477698
FI1D,6.219301282826983
TR82,10.9416270666612
TR83,12.286185678829368
TR90,5.910040798917784
TRA1,10.663520360363778
TRA2,3.8655150808913827
PL43,6.7661458408299
PL51,6.142134609141054
PL52,6.900487834017463
PL61,6.892675403059399
PL62,5.165654237456116
PL63,5.587375433921655
PL71,6.402149591422947
PL72,4.951271146416801
PL81,5.724592862547781
PL82,5.093017880693972
PL84,5.966307928355797
PL91,6.090789205688275
PL92,6.015452692847968
PT11,9.70292145053665
PT15,24.533196774971607
TRB1,17.797560721511434
TRB2,16.760929944473464
TRC1,25.02867879228675
RS12,10.395571248132585
RS21,6.850452056636236
RS22,7.750538337530825
SE11,4.594928548310631
SE12,5.970590267464605
NL33,5.13503008647172
NL34,5.628342758056474
NL41,5.979394698277944
NL42,5.5818471542106405
PL21,5.054669778525651
UKM6,2.047935628838512
TR22,12.86495184785381
TRC2,29.709295602512974
