nuts,May Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,6.520421615928622
DE60,7.4886935008112125
DE71,8.13022943967114
DE72,7.015819525058002
DE73,6.0265979035264925
DE80,7.6927387847580695
DE91,6.987048367261902
BG41,8.494273772398166
BG42,12.474259117269233
CH01,2.7056202282014183
AT32,2.69255443396517
AT33,2.2670146551000174
AT34,2.566415412106713
BE10,7.211259754283826
BE23,7.359599125071242
BE24,7.184007196702924
BE25,7.164319209862162
BE31,6.6792290159140055
BE32,6.639756697698044
BE33,5.674710707350763
BE34,5.393611219568238
BE35,5.954239025880437
BG31,13.302393860741166
BG32,13.339019353777324
BG33,14.063146528512625
BG34,12.169175770266765
DE92,6.899154896105516
DE93,7.816660229304261
DE94,7.409551546515133
CZ07,7.280900444129287
CZ08,6.0570409931482505
AL01,7.779931028614298
AL02,11.988279524295328
AL03,13.516650510260042
AT11,9.435803926884093
AT12,7.596503559120659
AT13,10.516409178392047
AT21,3.2929867003292683
AT22,4.072871314007189
AT31,4.569507837989882
DK05,6.919506286503949
BE21,7.874849069955459
BE22,7.236473163701224
ES43,27.533176096286276
ES51,17.779381419342382
ES52,25.573598721995406
ES53,20.481106905141047
ES61,28.92875358951921
ES62,31.47377310356375
ES63,0.0
ES64,0.0
CH02,3.2913323871801383
CH03,4.116118156962628
CH04,4.262611598280425
CH05,2.667101232538166
CH06,2.541982575973608
CH07,2.933554410138181
CY00,33.51443866151613
CZ01,8.342742451876536
CZ02,8.029815222431472
CZ03,6.049960570942587
CZ04,7.555062311386731
CZ05,6.873295162093019
CZ06,8.623039451814515
DE40,9.149974731065216
EL53,15.539961484848277
EL54,12.81239111918586
EL61,17.905314870531218
EL62,0.0
EL63,19.474543787527878
ES70,0.0
ITC1,6.567644543972248
ITC2,2.2370704868594107
DE11,6.167021004585758
DE12,7.190710083913971
DE13,5.3297969067172595
DE14,4.328948316659024
DE21,4.378232228542439
DE22,5.854314284024677
DE23,6.2260474982683105
DE24,6.531263818121284
DE25,6.529160071501968
DE26,6.9993013072554255
DE27,4.509467681473094
DE30,9.775510939002697
EL42,26.019527101962744
LV00,7.640830261841721
ME00,6.368259170320804
MK00,13.007511587148802
MT00,0.0
NL11,7.456035146292391
NL12,7.230972143365849
EL64,22.260328172259356
EL65,25.087887575129397
ES11,8.037115919226864
ES12,5.042385630769246
ES13,5.7374099787023365
ES21,6.945724267808422
ES22,15.125792709992417
ES23,13.852568476837247
ES24,24.87467485083415
ES30,24.189242947991886
IE05,4.38151839248591
IE06,4.64378746813397
IS00,2.5830821527344106
ITC3,6.304851511663317
FI19,6.679330366809805
FI1B,8.029197290029627
FI1C,7.26896624933486
DEA1,7.412424771040174
