nuts,Winter Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.4489165816413017
DE60,0.4555228066949057
DE71,0.5703424486951333
DE72,0.4402194709796916
DE73,0.4465784635755624
DE80,0.5119944454392193
DE91,0.5742344280346277
BG41,2.174383877294122
BG42,2.565400512381621
CH01,0.5278181917971053
AT32,0.34881544157103395
AT33,0.3813950364233265
AT34,0.47057577649511695
BE10,0.797315115627513
BE23,0.8518222822857537
BE24,0.7894878762740036
BE25,0.897060420276824
BE31,0.7875039139354337
BE32,0.7756554509344558
BE33,0.6112196667017445
BE34,0.4503330811355717
BE35,0.6169819524110906
BG31,2.7961940166273123
BG32,2.6543861199885215
BG33,2.8035518864057067
BG34,2.672634897854511
DE92,0.5641630910760821
DE93,0.45743108712412467
DE94,0.5382297778859529
CZ07,0.6020232572819798
CZ08,0.7032606775666126
AL01,1.536670864022841
AL02,2.1047551181874744
AL03,1.9950387045198539
AT11,1.7029872690208836
AT12,1.2401285079250155
AT13,1.857041768027865
AT21,0.7844483189142342
AT22,0.9108200006796057
AT31,0.5374263843457368
DK05,0.549912381516259
BE21,0.7472424317654263
BE22,0.7232244349030249
ES43,6.087351832536508
ES51,6.397018555449198
ES52,11.621312092221086
ES53,7.485093123131382
ES61,8.775649014653661
ES62,13.370149030261556
ES63,0.0
ES64,0.0
CH02,0.46499782026812325
CH03,0.47358986143076864
CH04,0.49966785429375066
CH05,0.518937042669465
CH06,0.3895387187284454
CH07,1.0051655905047847
CY00,9.144977310166997
CZ01,0.9838120711752802
CZ02,0.8511213909825109
CZ03,0.7152652598542054
CZ04,0.6507245272772935
CZ05,0.5583247777433927
CZ06,0.9271923521364277
DE40,0.5374400888783792
EL53,2.1674832711643535
EL54,1.7320683035897877
EL61,2.5299787994640592
EL62,0.0
EL63,2.1813549137433608
ES70,0.0
ITC1,2.065757378633971
ITC2,0.9138649625012658
DE11,0.5975499934835071
DE12,0.6257712033754347
DE13,0.5706811764273418
DE14,0.6521910734325828
DE21,0.5928914472927126
DE22,0.600103792602335
DE23,0.5051217150590396
DE24,0.42067429242858484
DE25,0.5499393230340819
DE26,0.475851295123344
DE27,0.7179698758332732
DE30,0.4722077303658565
EL42,5.771424245997937
LV00,0.14959226054027697
ME00,1.1962136471516185
MK00,2.409001113775688
MT00,0.0
NL11,0.6969202717173227
NL12,0.7171652060240381
EL64,2.6504284534225033
EL65,3.191402815078651
ES11,1.53077724596573
ES12,1.4892015773244873
ES13,1.7805910741777244
ES21,2.0462403808655605
ES22,3.2335411740591296
ES23,3.202949050131928
ES24,7.4197573309134315
ES30,4.359631340857121
IE05,0.6482926309349476
IE06,0.6786730163800802
IS00,0.2137748795341762
ITC3,2.626073299536774
FI19,0.10932518572268803
FI1B,0.10776744484304071
FI1C,0.09120504272697627
DEA1,0.6134901210886129
DEA2,0.5549775719403703
DEA3,0.5170050175175618
DEA4,0.4888093658569765
DEA5,0.4597453076545117
DEB1,0.5593871151333196
DEB2,0.48389649145555186
DEB3,0.6328499768781054
DEC0,0.5781525001635038
DED2,0.6623663735405747
DED4,0.6636854469013037
DED5,0.9177524852771507
DEE0,0.729315228623569
DEF0,0.4682114773425468
DEG0,0.6688921609485253
DK01,0.5461771181741172
DK02,0.686926399634317
DK03,0.44947046461541545
DK04,0.4296633579303233
ES41,3.2237571590665457
ES42,6.7853820789902395
HU23,1.600499688190347
HU31,1.321467637970554
HU32,1.3583544168339186
HU33,1.4715765312641678
IE04,0.5763452800107347
EE00,0.13866343555214997
EL30,4.785194998613416
EL41,4.219678532353765
EL43,7.191712733667844
EL51,2.9968665140949637
EL52,2.8302403299757697
FI20,0.7924219445858083
FR10,0.8807222701954184
FRB0,0.9484392452825181
FRC1,0.6827582444161623
FRC2,0.7282597934912869
FRD1,0.8435608570795821
FRD2,0.9107749547670209
FRE1,0.8690211434802841
FRE2,0.8252638363854069
FRF1,0.5926761923962417
NL13,0.6405099611113446
NL21,0.5712527443529147
NL22,0.6043754311035937
NL23,0.6227409839442205
NL31,0.6813780034945904
NL32,0.7665658531385495
ITG2,4.944988853400796
ITH1,0.9284538008340051
ITH2,1.7163333945750257
FRI3,1.1935820717763934
FRJ1,3.610334159636992
FRJ2,1.6797758496896962
FRK1,1.1586405648410674
FRK2,1.2157989095435415
FRL0,3.768025682476284
FRM0,3.2053284137668863
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,3.5385566550589806
TR32,4.460781472660959
TR33,4.094496136173591
HR03,1.305043441553143
HR02,1.3371894051747035
HU11,1.397593576891323
HU12,1.506061422049825
HU21,1.4374397738439262
HU22,1.6524235941494227
PT16,4.338947650451607
PT17,6.590016265137363
FRF2,0.6748047163451555
FRF3,0.6634831785962366
FRG0,0.9879340356501563
FRH0,1.0075456556928908
FRI1,1.544253412754475
FRI2,1.1631113312566213
ITC4,2.127514225324481
ITF1,2.214077998472664
ITF2,2.475249864072684
ITF3,1.6962633200343524
ITF4,4.3965387207606765
ITF5,3.61270403382899
ITF6,2.63782746814442
ITG1,5.135209171953903
LT01,0.16254729174885768
LT02,0.23955139832696953
LU00,0.42952582549665325
PL22,0.8371718322312898
PL41,0.5789479401516658
PL42,0.4550262140020268
PT18,7.647179073568372
PT20,0.0
PT30,0.0
RO11,0.8421259822295718
RO12,1.1301613408401707
RO21,2.2197376584650392
RO22,3.3781066047243886
RO31,2.7743700844414927
RO32,2.842302717115097
ITH3,2.0481406774515607
ITH4,1.3604827954142973
ITH5,2.470512101321603
ITI1,1.9371603689829975
ITI2,1.6683423705940401
ITI3,2.3494043155514204
ITI4,1.7898685010658493
LI00,0.4709595328636907
