nuts,Winter Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
FI1D,0.08304010069774795
TR82,2.620602289155326
TR83,2.7610878797244953
TR90,1.4964877486889439
TRA1,2.501523698858931
TRA2,0.5277488314521704
PL43,0.5016963539064982
PL51,0.738956692670241
PL52,0.9089909398390602
PL61,0.5090228005048657
PL62,0.35326374300835056
PL63,0.5393904159435206
PL71,0.7931630004207035
PL72,0.8165921945756613
PL81,0.6174630808830669
PL82,0.6748669215362564
PL84,0.3750937042197185
PL91,0.5835660120047029
PL92,0.6015324173872907
PT11,2.2270179179461236
PT15,10.008941986767612
TRB1,4.191104598162238
TRB2,2.564241427266831
TRC1,5.593889865168984
RS12,1.593357224878903
RS21,1.4113319791870662
RS22,1.8778198478180426
SE11,0.32028626407122096
SE12,0.25696030360039
NL33,0.8086427276160594
NL34,0.8599700738126453
NL41,0.7007796102004931
NL42,0.6903363117286869
PL21,0.6770015947883538
UKM6,0.39711352745625755
TR22,3.0211186901931875
TRC2,6.450527130390306
TRC3,7.379580954531149
UKC1,0.6768991414347013
UKC2,0.6629865613776026
UKD1,0.41784646651846336
UKD3,0.6346368610611924
UKD4,0.5668749429063815
UKD6,0.620948729178289
UKD7,0.6596391322571501
UKE1,1.2955248893206681
UKE2,0.8176960811245922
UKE3,1.0294957773825069
RO41,2.542932117727358
RO42,1.1789751193639104
RS11,1.6431545085792612
TR41,3.247404797664441
TR42,2.005850361479476
TR51,4.242496141753539
TR52,5.400085494141717
TR61,4.056813144389279
TR62,5.5147601048102155
TR63,5.7175123423405605
TR71,5.182215119010015
TR72,5.493429113862694
TR81,1.5103732346115353
UKK1,0.7981130658920422
UKK2,0.8277222645770241
UKK3,1.0778050701086117
UKK4,0.8554696279679458
UKL1,0.4553599449970416
UKL2,0.45907058269109524
UKM5,0.495957549386834
UKM7,0.346657925309403
UKM8,0.2894791624498438
UKM9,0.46755976849671094
UKN0,0.5264386404105331
SE21,0.2896399319614784
SE22,0.3081989076122477
SE23,0.20592032225104873
SE31,0.1495127441905304
SE32,0.09924410486591063
SE33,0.0943404746982504
SI03,1.3204154059763877
SI04,1.179560293600792
SK01,1.5250327447339633
SK02,1.0729970356109548
SK03,0.5729892111035912
SK04,0.5568840782737943
TR10,2.2184777383683305
TR21,3.2921734468892208
UKE4,0.7467499218627937
UKF1,0.9958741211725476
UKF2,1.0949684455889854
UKF3,1.3082203745746894
UKG1,0.7955370752951098
UKG2,0.6659729998503651
UKG3,0.7767639212993349
UKH1,1.1841368150934697
UKH2,1.1739569917148167
UKH3,1.121700462059558
UKI3,0.8769085694131582
UKI4,0.94633815192185
UKI5,0.9724902280165107
UKI6,0.9128500187214014
UKI7,0.900465953011762
UKJ1,0.9740831680680873
UKJ2,0.9699804750904988
UKJ3,0.8666585956002458
UKJ4,1.060929718777676
NO09,0.17554006154235613
NO0A,0.17739547151371327
NO0B,0.0
HR05,1.352350206308083
HR06,1.5090835453314255
NO02,0.07981057556137518
NO06,0.14712187091039708
NO07,0.1146930851351079
NO08,0.1191673382261407
