nuts,March Fire Weather Index (-) ensemble median - RCP4.5 - (2011 - 2040)
DE50,1.3491844841670706
DE60,1.3401880840683902
DE71,1.6092937896328792
DE72,1.3193001286798756
DE73,1.3893404500405875
DE80,1.567742164054924
DE91,1.564142291947576
BG41,3.628870998465147
BG42,4.91928330080613
CH01,0.8824082318935694
AT32,0.8668483820067157
AT33,0.7473022859154735
AT34,0.8307842247730105
BE10,2.3154970417499134
BE23,2.220256468917374
BE24,2.1624855056900225
BE25,2.3837348065945676
BE31,2.123186609323724
BE32,2.2061408272086895
BE33,1.5838245753969793
BE34,1.263923491493996
BE35,1.73603240977262
BG31,6.659357774654106
BG32,6.115918511087526
BG33,5.701759209532869
BG34,5.000814170910989
DE92,1.5092741944347579
DE93,1.4728621350339532
DE94,1.5987333441320337
CZ07,2.0694095058435233
CZ08,1.8801011852579101
AL01,2.416656591244769
AL02,3.651416112191943
AL03,3.550211344504177
AT11,4.897618437971888
AT12,3.447935602471842
AT13,4.83649054110389
AT21,1.5716380117547775
AT22,2.30400831587687
AT31,1.6872635464450128
DK05,1.5318584176223835
BE21,2.040524317418923
BE22,1.8505051773982293
ES43,12.763580826748235
ES51,11.46226247316374
ES52,19.75597783612134
ES53,11.939405368591444
ES61,14.731620092961892
ES62,22.389117089105913
ES63,0.0
ES64,0.0
CH02,1.3489757149472161
CH03,1.571860840237576
CH04,1.4342046799602106
CH05,0.8457800875098143
CH06,0.9175150664602911
CH07,1.4868341942523928
CY00,12.557841096942555
CZ01,2.425524266913807
CZ02,2.1378688908566295
CZ03,1.972844901766923
CZ04,1.778485714278484
CZ05,1.5031279492707015
CZ06,2.909694608995939
DE40,1.8053587048856223
EL53,4.85974144930818
EL54,2.9990022970236585
EL61,5.077210958118722
EL62,0.0
EL63,3.686007095365237
ES70,0.0
ITC1,3.634088983800325
ITC2,1.202476719571649
DE11,1.6965867471760554
DE12,1.6650768440830959
DE13,1.8068644750045781
DE14,1.6412563876164346
DE21,1.8670259578463602
DE22,1.9045469797786514
DE23,1.7264338262223227
DE24,1.5051117482476832
DE25,1.747726304887988
DE26,1.6236561542718497
DE27,1.6765401265256847
DE30,1.8287196999113895
EL42,7.191800471070909
LV00,1.1944331003718478
ME00,2.05556162954479
MK00,4.844467659172587
MT00,0.0
NL11,1.7983915266211241
NL12,1.5874561107937213
EL64,5.952831026842778
EL65,6.115467880649745
ES11,4.203653996268053
ES12,3.1798110094119094
ES13,3.5388687890345865
ES21,3.9290019019821876
ES22,7.758439962789361
ES23,7.661701231350624
ES24,14.460452120748423
ES30,10.635077465766297
IE05,1.4467146969890046
IE06,1.4088694994904416
IS00,0.3315255566888835
ITC3,3.5355669711784126
FI19,0.6123771181849188
FI1B,0.9594211384701031
FI1C,0.6668568733625856
DEA1,1.629276989507573
DEA2,1.4866265624518404
DEA3,1.5940607317621167
DEA4,1.484509475317869
DEA5,1.3992982528953755
DEB1,1.5405529951422894
DEB2,1.4532507645782613
DEB3,1.8749678880715044
DEC0,1.5634917094767364
DED2,1.685669410533885
DED4,1.6213143301626325
DED5,1.9982413626881426
DEE0,2.0039231786362386
DEF0,1.3597811878397332
DEG0,1.6737100249710302
DK01,1.7993735989288955
DK02,1.7456678399627261
DK03,1.407810214168862
DK04,1.6202132220056455
ES41,8.802954649625262
ES42,14.262479279891018
HU23,4.9370131242105035
HU31,5.08517832961045
HU32,5.354713616423184
HU33,5.1565430378337025
IE04,1.0554340077073454
EE00,1.077956220248572
EL30,11.160760337392018
EL41,5.928122858301311
EL43,10.447780105338499
EL51,4.780940340255993
EL52,5.285780575679468
FI20,1.1554315935435377
FR10,2.4181190833729396
FRB0,2.9389771290390536
FRC1,2.419025279949304
FRC2,2.0889532600076874
FRD1,2.171213656006124
FRD2,2.1218001457515423
FRE1,2.331389593426028
FRE2,2.061728426357785
FRF1,1.8965796119584537
NL13,1.7948305371354358
NL21,1.6678052653956752
NL22,1.6606360973854621
NL23,1.6886928641252654
NL31,1.8071494850586145
NL32,1.7637038883751615
ITG2,8.633559033446398
ITH1,0.871435626779878
ITH2,1.878945940817605
FRI3,3.5230691206727136
FRJ1,7.118735550539562
FRJ2,4.220270304821508
FRK1,3.22000955587147
FRK2,2.8658025976929555
FRL0,6.505070079618978
FRM0,4.995332106458001
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.284199077426313
TR32,6.5278344817909195
TR33,6.1862215441786494
HR03,3.3359540293397862
HR02,4.399480229505135
HU11,5.3871289933881075
HU12,5.455570249076174
HU21,4.996220605737478
HU22,5.414187394047448
PT16,10.013547140251069
PT17,12.105002305728538
FRF2,2.067282191911398
FRF3,1.8700358227773162
FRG0,3.214698073422803
FRH0,2.7726741205950156
FRI1,4.107247514232581
FRI2,3.33755354663919
ITC4,4.123609603478938
ITF1,3.80088389329729
ITF2,4.891716828729173
ITF3,3.7972579191881755
ITF4,8.22302665193657
ITF5,6.567882895272747
ITF6,4.727419462911622
ITG1,9.711391150935825
LT01,1.1766312626550877
