nuts,April Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,4.503907370926997
DE60,4.760163788693769
DE71,5.451451513963677
DE72,4.397545147828823
DE73,4.204468498096148
DE80,5.008073888732208
DE91,4.456926047616482
BG41,4.522350450800755
BG42,5.734441842736569
CH01,1.9362013397533113
AT32,2.7261870623942386
AT33,2.2750548612844215
AT34,2.1217564559240274
BE10,5.083972454899116
BE23,5.024072384259917
BE24,4.867001229318059
BE25,4.97399595238726
BE31,4.586078587029228
BE32,4.5723209916407805
BE33,3.7929058944063168
BE34,3.733574470754844
BE35,3.8664538983968297
BG31,7.1504830101580055
BG32,6.390569270698297
BG33,6.142139227498836
BG34,5.925456185572882
DE92,4.8048096403951615
DE93,5.142511084834491
DE94,5.078802474762457
CZ07,5.6345583327747235
CZ08,5.088604996961501
AL01,3.293802769889926
AL02,4.826284511904852
AL03,5.418205783540575
AT11,7.582205746809823
AT12,6.625756615578636
AT13,8.733084415981311
AT21,2.4239508642584147
AT22,3.53271620036962
AT31,4.402610956560988
DK05,4.014068355148885
BE21,5.2441116843712905
BE22,4.961798352196447
ES43,15.83905856550138
ES51,12.9665615381186
ES52,20.929165996510186
ES53,13.827538213310996
ES61,17.199862168145188
ES62,25.66657691466695
ES63,0.0
ES64,0.0
CH02,2.735257444713189
CH03,3.634945601946869
CH04,3.796704744514187
CH05,2.2304076903640637
CH06,2.111754595409397
CH07,3.367626278473142
CY00,21.509717534876565
CZ01,7.3427981618353355
CZ02,6.3849827084489394
CZ03,5.2668833411004
CZ04,5.203061781174233
CZ05,4.862763637671938
CZ06,6.839077426043912
DE40,6.0925141134829275
EL53,7.39426101333417
EL54,5.2503328728627405
EL61,8.355646894850159
EL62,0.0
EL63,7.8481934226849095
ES70,0.0
ITC1,5.512062097526759
ITC2,1.809213198510104
DE11,5.128200732378518
DE12,5.500053338776639
DE13,4.244961804666801
DE14,3.8634875426948154
DE21,4.605389265039105
DE22,4.991129594706917
DE23,4.751094056000861
DE24,4.660767108987691
DE25,5.095208008734629
DE26,5.041817380748223
DE27,4.047125232037086
DE30,6.382626312547177
EL42,12.048801204009917
LV00,4.791184495636403
ME00,3.5325714225661637
MK00,7.230765468131248
MT00,0.0
NL11,4.868776738645452
NL12,4.580805690585348
EL64,10.241460335895876
EL65,10.750389231962133
ES11,4.793434275406709
ES12,3.3483984661265773
ES13,3.3553707200363805
ES21,3.8434098778964585
ES22,8.574465979257631
ES23,7.87753137774079
ES24,16.643164782952287
ES30,13.753866640063466
IE05,3.0976312017920864
IE06,3.062468396358286
IS00,0.5475067175677121
ITC3,4.415808818643141
FI19,3.5603018935901627
FI1B,3.6487599515860754
FI1C,3.441977214922293
DEA1,5.056886686494498
DEA2,4.516656751309541
DEA3,5.304902555490439
DEA4,4.4501447733649195
DEA5,4.241452391702938
DEB1,4.553209610631064
DEB2,4.289238467497392
DEB3,5.586614020678768
DEC0,4.7905164171469385
DED2,4.955344853391716
DED4,4.202174128588351
DED5,5.4763280105938446
DEE0,5.516774853377671
DEF0,4.514303910166402
DEG0,4.4927666749494835
DK01,5.47764013876507
DK02,4.655245015552022
DK03,4.5111161016261
DK04,4.386678100292145
ES41,9.74141265652283
ES42,16.933660730854335
HU23,8.50657151274565
HU31,9.705959329653544
HU32,10.35380943582053
HU33,10.102313039798563
IE04,2.5679753373898486
EE00,3.901124073095139
EL30,17.317350136615588
EL41,8.314006354666706
EL43,18.610542340185898
EL51,6.621950081290238
EL52,8.02414937384161
FI20,2.8158621015066365
FR10,6.218801352042279
FRB0,6.509625455608613
FRC1,5.295488675179262
FRC2,4.399121757530937
FRD1,5.107835412893156
FRD2,5.1943788463444935
FRE1,4.956211286630728
FRE2,5.2835282106006884
FRF1,5.2571583282722605
NL13,5.247681487312095
NL21,5.381393180099248
NL22,5.171804158829568
NL23,5.134199178510126
NL31,5.1514076714753765
NL32,4.6820700393842865
ITG2,11.741613172691384
ITH1,1.6395728480715472
ITH2,2.4975306404636837
FRI3,6.677969697965222
FRJ1,9.337177626869789
FRJ2,5.12138831018485
FRK1,4.520553008008054
FRK2,5.350958991677136
FRL0,8.489904845849498
FRM0,6.167678219294787
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,10.147350591304923
TR32,13.451473182968376
TR33,13.009018202267784
HR03,5.017566049314193
HR02,6.415944128095118
HU11,9.712237600642764
HU12,9.908462516801325
HU21,9.032249290133045
HU22,8.236256522027617
PT16,10.854189141231654
PT17,13.604926938543384
FRF2,5.103946780979613
FRF3,4.799316270453781
FRG0,6.419073572005648
FRH0,5.324837861931825
FRI1,5.96995647197663
FRI2,5.303285744974055
ITC4,6.394377839588079
ITF1,5.08463051042563
ITF2,7.161727911035354
ITF3,5.352144210805485
ITF4,12.68897530296396
ITF5,9.89969079357647
ITF6,6.920115020128311
ITG1,14.584511629725387
LT01,4.933948863911643
LT02,5.619569699646418
LU00,4.121548676895702
PL22,5.854328416963539
PL41,6.757446062746844
PL42,5.461494258343614
PT18,16.12999161169742
PT20,0.0
PT30,0.0
RO11,5.522854836981071
RO12,4.097500531654674
RO21,6.884320104597297
RO22,9.737261239381231
RO31,8.09552779386163
RO32,8.867963527895228
ITH3,5.088281472118721
ITH4,4.112588451260377
ITH5,6.307628120529884
ITI1,5.416126060511875
ITI2,5.377342290525335
ITI3,5.063611948071151
ITI4,4.900551061630901
LI00,2.273486637939936
FI1D,1.7408862982567694
TR82,7.338648971955818
TR83,7.579164286227835
TR90,2.537545214794086
TRA1,3.9908442314759633
TRA2,1.1718639068970815
PL43,6.630359095712578
PL51,5.774770495496753
PL52,6.303550512903204
PL61,5.848236336879927
PL62,4.813120104932668
PL63,5.067147388206991
PL71,6.580596955513965
PL72,6.0820691224527135
PL81,5.637031944758035
PL82,5.0927304441973655
PL84,5.506537429163026
PL91,6.00981306555939
PL92,5.960270439128969
PT11,7.58750031574371
PT15,18.58580136619033
TRB1,8.810227186547726
TRB2,5.7254951739990885
TRC1,15.133838040678798
RS12,10.287801790812033
RS21,5.426608132367379
RS22,6.3942581584453855
SE11,4.05907544643826
SE12,4.6786897150282085
NL33,4.844610793890414
NL34,5.128317901604483
NL41,5.139356297612903
NL42,5.010201931904656
PL21,4.74416868612474
UKM6,1.5975046050867847
TR22,9.095540396682383
TRC2,19.92447364157456
TRC3,21.164695776162517
UKC1,3.3152514492942085
UKC2,3.038399636552749
UKD1,2.2908627775811916
UKD3,3.1645643357539726
UKD4,2.612433591309962
UKD6,3.3199215490428005
UKD7,3.1815216487124465
UKE1,4.965463480533212
UKE2,3.7434536231740005
UKE3,4.702626136591611
RO41,7.8548481441332765
RO42,6.729286694269443
RS11,8.861285788591847
TR41,12.212487333945703
TR42,5.4560052688315865
TR51,14.14486855863484
TR52,18.14181805863085
TR61,9.763559766909328
TR62,10.198460683732018
TR63,11.215875629374795
TR71,15.491423975994547
TR72,9.9752239106869
TR81,4.2796316018361695
UKK1,4.835021015595748
UKK2,4.428547318296001
UKK3,3.867889661156668
UKK4,3.712053144509114
UKL1,2.87618229772136
UKL2,3.182023887826986
UKM5,1.9192199692082978
UKM7,2.1559648367691273
UKM8,2.1386089631413463
UKM9,2.41636755857458
UKN0,2.345955870198718
SE21,5.030749910736381
SE22,5.019789425092333
SE23,4.475167989400672
SE31,3.740451318104751
SE32,2.5801158908590787
SE33,1.564007010975543
SI03,5.396143948608127
SI04,4.505247156614815
SK01,9.170293246396426
SK02,8.060789007161784
SK03,5.204181648348258
SK04,5.568007429775404
TR10,6.53156246561311
TR21,8.190144923029
UKE4,3.876288943928889
UKF1,4.814182242653974
UKF2,5.359798082690217
UKF3,5.55419554987415
UKG1,4.58738266653851
UKG2,3.8823748294539198
UKG3,4.682874966793905
UKH1,5.489366199759188
UKH2,5.801891797957662
UKH3,5.702513766996414
UKI3,6.0714091166867865
UKI4,5.959841630632688
UKI5,5.877320769493887
UKI6,5.716291153029057
UKI7,5.956660921302502
UKJ1,5.399037337801498
UKJ2,5.607257920214737
UKJ3,5.465519135492334
UKJ4,5.2609183146938685
NO09,2.6280079115085093
NO0A,1.2254058752766264
NO0B,0.0
HR05,6.1322061995950685
HR06,6.424007247871004
NO02,2.0716728178790382
NO06,1.2219060225151546
NO07,0.3372124510818836
NO08,2.94921921393177
