nuts,January Fire Weather Index (-) ensemble median - RCP8.5 - (2041 - 2070)
DE50,0.2694541430577484
DE60,0.25813214907873605
DE71,0.28474597018962605
DE72,0.21650770961145313
DE73,0.25317522734621467
DE80,0.34783723430691543
DE91,0.32286621399503207
BG41,1.3686525638085452
BG42,1.878912678215987
CH01,0.33617517231384614
AT32,0.18659722344951385
AT33,0.23718939517783014
AT34,0.29473599347511525
BE10,0.5205388685591791
BE23,0.5406681640521128
BE24,0.49658372586305266
BE25,0.6288911253430198
BE31,0.5206704340051227
BE32,0.5391501604956629
BE33,0.3602351247576791
BE34,0.21283208631912728
BE35,0.35354958202746267
BG31,1.9291791588839575
BG32,1.7639951133294247
BG33,2.0102300197137284
BG34,1.9478792071497628
DE92,0.3451867937534317
DE93,0.31041023242784205
DE94,0.30121629456082105
CZ07,0.3724951210903959
CZ08,0.4660950592976419
AL01,0.973719523987487
AL02,1.3964173102532293
AL03,1.239203919392289
AT11,1.2183311215178145
AT12,1.0337703144669197
AT13,1.4401501294055883
AT21,0.6138430997403923
AT22,0.6479373742149298
AT31,0.3058599568119211
DK05,0.5088527978793379
BE21,0.4224253053837312
BE22,0.42312120620541166
ES43,4.7856455910897555
ES51,5.46492148101437
ES52,9.933867061066191
ES53,6.539233406164659
ES61,6.978905144799825
ES62,11.802487492902895
ES63,0.0
ES64,0.0
CH02,0.2676103544167058
CH03,0.270993147072185
CH04,0.3071055697212663
CH05,0.30989388419849523
CH06,0.2256998887572942
CH07,0.9866363662189491
CY00,6.7878268269238085
CZ01,0.8368995440997385
CZ02,0.6979045488830863
CZ03,0.44496861285314815
CZ04,0.41146551916680085
CZ05,0.3580256009674261
CZ06,0.7288830462382064
DE40,0.36748048319902665
EL53,1.3573695128767018
EL54,1.0967302804051833
EL61,1.445097400209093
EL62,0.0
EL63,1.5454151664867415
ES70,0.0
ITC1,1.6389247885226452
ITC2,0.7199924895595438
DE11,0.26935455726457663
DE12,0.2810304797807842
DE13,0.2526828260127498
DE14,0.3423928435916011
DE21,0.272468743690797
DE22,0.272558828899054
DE23,0.25460312915598954
DE24,0.21145043745329928
DE25,0.2774132124931575
DE26,0.23855094067928223
DE27,0.4111090613507212
DE30,0.3127420086614845
EL42,4.846413817168563
LV00,0.1300515716835582
ME00,0.8067891701953028
MK00,1.2991489230000601
MT00,0.0
NL11,0.4446213523570685
NL12,0.47744486438645783
EL64,2.066617903498707
EL65,2.6755953851464627
ES11,0.9433448992363449
ES12,1.1084770968353703
ES13,1.3049747325376702
ES21,1.2259582416366777
ES22,2.255090015439744
ES23,2.4589354675949906
ES24,5.931508447063838
ES30,3.0581452550197916
IE05,0.4960854612437113
IE06,0.4661242970581913
IS00,0.23259561809714865
ITC3,2.154685295935169
FI19,0.09636582187835341
FI1B,0.08676645625910374
FI1C,0.07712254731849102
DEA1,0.31871801851647474
DEA2,0.33262621660556224
DEA3,0.27689611510759177
DEA4,0.24482833244205685
DEA5,0.22271348831877555
DEB1,0.286305869275886
DEB2,0.18032896487917632
DEB3,0.35855920105705563
DEC0,0.293035679947555
DED2,0.48483565839619297
DED4,0.4598150542521026
DED5,0.5837238645126059
DEE0,0.4537386113881601
DEF0,0.28667079104168947
DEG0,0.40958253128730177
DK01,0.3909384372309213
DK02,0.5018632582440223
DK03,0.28417246319348427
DK04,0.3350261145596476
ES41,2.284816320424679
ES42,5.414106971500586
HU23,0.908145984896944
HU31,1.0373647861736948
HU32,0.9505698819308712
HU33,0.9072843972800784
IE04,0.3209130826211478
EE00,0.12416172448879227
EL30,3.8025519811746755
EL41,3.0019225509603724
EL43,5.678493614542268
EL51,1.9191172516663189
EL52,1.7662587057030943
FI20,0.547922749424123
FR10,0.5188321097776022
FRB0,0.5975666009505275
FRC1,0.3650305054885879
FRC2,0.352635988359552
FRD1,0.606141463048577
FRD2,0.6936332520830112
FRE1,0.6624444903542452
FRE2,0.5325152037749661
FRF1,0.28026799962970256
NL13,0.39719371559155925
NL21,0.3451385994582298
NL22,0.34442440877754915
NL23,0.38822589671766805
NL31,0.3868515121403329
NL32,0.49410919043365154
ITG2,3.987751227813314
ITH1,0.7465134862663504
ITH2,1.3817385902196366
FRI3,0.6997241506878188
FRJ1,2.863684558662022
FRJ2,1.1375194455008208
FRK1,0.6102037282691622
FRK2,0.8738760395159605
FRL0,3.2929991181944436
FRM0,2.6044065799135065
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,1.9595858707965959
TR32,2.706100963027663
TR33,2.439330823930737
HR03,1.001511036591487
HR02,0.7091285819848927
HU11,0.9706134907354099
HU12,0.9761132497470882
HU21,0.9170275333876693
HU22,1.0975129459637143
PT16,3.5386384462500757
PT17,5.077966141180013
FRF2,0.31860891942555625
FRF3,0.2938379394423355
FRG0,0.8503044133048002
FRH0,0.7009406812845473
FRI1,0.8367105330403485
FRI2,0.6039079961526916
ITC4,1.83025366317463
ITF1,1.3967560451720347
ITF2,1.6652142177831692
ITF3,1.0520494565538485
ITF4,3.274313966211563
ITF5,2.55711131954114
ITF6,1.7942191143228867
ITG1,3.9290488172338276
LT01,0.1110327687749114
LT02,0.1440807286891278
LU00,0.17973717287805652
PL22,0.571553059517022
PL41,0.41856286339397314
PL42,0.260507694956914
PT18,5.904497044081122
PT20,0.0
PT30,0.0
RO11,0.43474871043460606
RO12,0.5638445908596924
RO21,1.7102014416245424
RO22,2.245359824609364
RO31,2.054499859072637
RO32,2.0780670619313724
ITH3,1.7547796978812387
ITH4,1.1855953067390077
ITH5,1.8050400805034346
ITI1,1.4570346604721347
ITI2,1.1725967087396876
ITI3,1.5971310692149523
ITI4,1.3543052290715356
LI00,0.2699306859606589
FI1D,0.07367310628864106
TR82,2.1461751183006825
TR83,2.5666194474976316
TR90,1.0887191288643456
TRA1,0.7644706086730543
TRA2,0.09805103868780086
PL43,0.37986850319888754
PL51,0.5309426032286534
PL52,0.546086411672348
PL61,0.3402495202913464
PL62,0.2047929177835881
PL63,0.2694041381256892
PL71,0.4238349255472243
PL72,0.4616419268757005
PL81,0.3922323281101171
PL82,0.36919066089507613
PL84,0.1912194959133289
PL91,0.3281359533882561
PL92,0.33071053729265565
PT11,1.4442486468716773
PT15,7.403791017509524
TRB1,2.3292726901406375
TRB2,0.6673647263153161
TRC1,3.152916920605412
RS12,0.910291457721174
RS21,0.715518374271227
RS22,0.9855058623270058
SE11,0.2840293186753436
SE12,0.2067702539732445
NL33,0.5073975631260633
NL34,0.5374843348704605
NL41,0.4131769587654948
NL42,0.398302643039336
PL21,0.4005175156806635
UKM6,0.29378869107475253
TR22,2.135772711919676
TRC2,3.7214099066480792
TRC3,4.30940499424344
UKC1,0.4928363864194977
UKC2,0.5267979045706492
UKD1,0.15296910265155877
UKD3,0.2564051222355781
UKD4,0.2540956677829918
UKD6,0.3242241868116203
UKD7,0.42458626657018056
UKE1,0.8427561086863222
UKE2,0.5820547422650036
UKE3,0.6360933753769283
RO41,1.9602000984942236
RO42,0.5538583376984947
RS11,0.8529047854795951
TR41,2.235791837928717
TR42,1.5889632520863766
TR51,2.8527961107691233
TR52,4.022126390438608
TR61,2.4370932038677697
TR62,3.652856826846581
TR63,3.099924872664321
TR71,4.579349757976918
TR72,5.6175120894934825
TR81,0.9853855868006529
UKK1,0.6314518367997082
UKK2,0.7065965148771864
UKK3,0.9206737780802727
UKK4,0.7785861190199602
UKL1,0.3012315764686052
UKL2,0.31015068272079616
UKM5,0.381777012964321
UKM7,0.2341927397588882
UKM8,0.10449617271844966
UKM9,0.28909571405986045
UKN0,0.34688062405816655
SE21,0.2359940175547779
SE22,0.22927127656439533
SE23,0.1602865795756746
SE31,0.13143406475846056
SE32,0.08973017558406231
SE33,0.090162722455772
SI03,0.8646731559925702
SI04,0.9037486472355748
SK01,1.1901074734583448
SK02,0.78316285616688
SK03,0.3757462344292641
SK04,0.2736671212654217
TR10,1.940672530376893
TR21,2.356534785938174
UKE4,0.4845267314996902
UKF1,0.6471879333313812
UKF2,0.719314655863705
UKF3,0.8880621541821762
UKG1,0.5419522251883925
UKG2,0.41014365573380696
UKG3,0.5084901910370858
UKH1,0.8290950246105865
UKH2,0.7558849181340728
UKH3,0.8161099929619537
UKI3,0.5388833122333746
UKI4,0.7151591123189975
UKI5,0.7561902023579843
UKI6,0.7018953997834199
UKI7,0.6555239312926637
UKJ1,0.6663360940724994
UKJ2,0.8612756061854303
UKJ3,0.7217000001772569
UKJ4,0.9567274323377383
NO09,0.12896314756143148
NO0A,0.17295478402971515
NO0B,0.0
HR05,0.6384900937821255
HR06,0.7727126150185841
NO02,0.06679130557554919
NO06,0.18029983280147377
NO07,0.1267836465502597
NO08,0.09766091165837745
