nuts,March Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
PL91,1.8999449875415197
PL92,1.9254187470794795
PT11,6.638040632280722
PT15,14.789149597382314
TRB1,3.854134731370337
TRB2,1.4110141947098112
TRC1,6.574584547340503
RS12,5.552031028299008
RS21,3.827742964456575
RS22,4.902401841336613
SE11,1.8273031332168082
SE12,2.0111271395782975
NL33,1.9583710307069182
NL34,2.1163073117364255
NL41,1.924908246176096
NL42,1.8454723278453353
PL21,2.1548625615058885
UKM6,0.7072378620649524
TR22,5.65479773941111
TRC2,8.653105361277847
TRC3,9.056257665172478
UKC1,1.831760921647644
UKC2,1.631729669134982
UKD1,0.8006535622990727
UKD3,1.3091023150922683
UKD4,1.0189316523588203
UKD6,1.477622314076124
UKD7,1.4496221669585532
UKE1,3.179385568890877
UKE2,2.2043566566775903
UKE3,2.664008707845824
RO41,6.30561736007595
RO42,3.553766663431402
RS11,5.20706101942764
TR41,5.951441264873503
TR42,2.9340418841503983
TR51,6.978780747386086
TR52,10.437601942565621
TR61,5.691745288302221
TR62,4.859124358699617
TR63,5.550831321251495
TR71,9.130901854442707
TR72,5.651500959069224
TR81,2.2736353534100187
UKK1,2.2483083974300895
UKK2,2.0911773911346643
UKK3,1.722960947126814
UKK4,1.7481515589664454
UKL1,0.9944010067325306
UKL2,1.2187960637961326
UKM5,1.1405474942406744
UKM7,0.9773045366241505
UKM8,0.905104353999014
UKM9,1.0685220368433224
UKN0,0.9925459306948042
SE21,2.504311266071111
SE22,1.7626764661449645
SE23,1.95954384774093
SE31,1.9643079074340213
SE32,0.32272952949086886
SE33,0.20655620369250802
SI03,3.3870948843840343
SI04,2.594477967640881
SK01,4.785786863918237
SK02,4.243533906452801
SK03,2.71601711165871
SK04,2.6359823346037956
TR10,4.097327853151015
TR21,6.1054174971739315
UKE4,2.122032641645829
UKF1,2.5989962120077212
UKF2,2.824528174324448
UKF3,3.358491531660003
UKG1,2.174421852374033
UKG2,1.833956976031316
UKG3,2.223030676680286
UKH1,3.0181553903375336
UKH2,3.035838874449132
UKH3,3.072560121772353
UKI3,2.7845473444497824
UKI4,2.9014030710393373
UKI5,2.913637201046464
UKI6,2.7475539154370696
UKI7,2.7130079204244866
UKJ1,2.608361331968897
UKJ2,2.6177331493686444
UKJ3,2.4931368450422045
UKJ4,2.6945289191481367
NO09,0.7296536570302856
NO0A,0.2939462763759469
NO0B,0.0
HR05,3.7598342055701863
HR06,4.104833379621917
NO02,0.4866536591179116
NO06,0.3089354218028884
NO07,0.16176069750779062
NO08,1.242699690544674
