nuts,March Fire Weather Index (-) ensemble median - RCP4.5 - (2041 - 2070)
DE50,1.5089481638553528
DE60,1.5797941637451611
DE71,1.8618755281960837
DE72,1.6047177927258953
DE73,1.5995030253783706
DE80,1.7631151544869477
DE91,1.6983708778223479
BG41,3.751094601479131
BG42,5.03258422487171
CH01,0.9303231732704729
AT32,0.9757624298902738
AT33,0.8572749313083095
AT34,0.9561427275532771
BE10,2.214890790573924
BE23,2.1329690342481196
BE24,2.0645884320351193
BE25,2.2871636436042047
BE31,2.0299319152237505
BE32,2.039596675227863
BE33,1.7481596625970768
BE34,1.5257002709326932
BE35,1.718245714808755
BG31,6.416291242398523
BG32,5.756596716460929
BG33,5.612602496582702
BG34,5.101335550553237
DE92,1.549447601519832
DE93,1.6043183972477804
DE94,1.628481848131596
CZ07,2.4352808772423487
CZ08,2.2714786174300925
AL01,3.1317904702307815
AL02,4.116037136496495
AL03,4.119024592365758
AT11,4.4205026075435425
AT12,3.3742818732912183
AT13,4.621188911376347
AT21,1.4886079128586605
AT22,2.3869274927247917
AT31,2.023187161834706
DK05,1.6081397953387044
BE21,2.053638900647096
BE22,1.9261990093674348
ES43,12.505797411276124
ES51,11.490950096066486
ES52,18.052170123587064
ES53,11.5361952753648
ES61,13.45685725137859
ES62,20.500604302334338
ES63,0.0
ES64,0.0
CH02,1.3392877100062335
CH03,1.6160463151427125
CH04,1.6328132906046215
CH05,1.0126305804205358
CH06,1.0649879338620123
CH07,1.6044469710786757
CY00,13.788910963638608
CZ01,2.6979704886667344
CZ02,2.513922566687286
CZ03,2.434841717075486
CZ04,2.097838907039694
CZ05,1.7502748196780276
CZ06,3.081847340869015
DE40,2.0146577033440702
EL53,5.458240691590346
EL54,3.686955746908331
EL61,5.001352127278122
EL62,0.0
EL63,4.1791754274019555
ES70,0.0
ITC1,3.44897619101106
ITC2,1.2520732344725083
DE11,1.8904106352391856
DE12,1.8192809021586567
DE13,1.7363944469524513
DE14,1.7215118597369592
DE21,1.981326213901346
DE22,2.4178036404581427
DE23,2.3146538884098122
DE24,1.9010338714413397
DE25,2.189735851720186
DE26,1.903992143303637
DE27,1.8577231395028844
DE30,2.0731662125017776
EL42,8.409632399351041
LV00,1.461105510872577
ME00,2.712196070667445
MK00,5.498396057531518
MT00,0.0
NL11,1.898041644805105
NL12,1.694210858096607
EL64,6.124537030185352
EL65,6.213179217334779
ES11,4.131552621711185
ES12,2.759983978278941
ES13,3.1146310070666448
ES21,3.4695356484240207
ES22,7.610283169204968
ES23,6.90971305988287
ES24,14.77209365440573
ES30,10.555750203452112
IE05,1.437320856963155
IE06,1.3211810722797568
IS00,0.32500687777378107
ITC3,3.358269104651208
FI19,1.4771300986638212
FI1B,1.9439571424507056
FI1C,1.8410174376533843
DEA1,1.6511059080002843
DEA2,1.613818471960293
DEA3,1.6264383692670705
DEA4,1.5096887645466477
DEA5,1.6010150777997163
DEB1,1.5897051091495977
DEB2,1.6911120975393112
DEB3,2.0072479320144976
DEC0,1.8351278040801444
DED2,1.8014125642138195
DED4,1.9777934786520324
DED5,2.195444282362436
DEE0,2.1328712264856136
DEF0,1.4296968454352943
DEG0,1.9682155154690426
DK01,1.837603530673623
DK02,1.6660894382665816
DK03,1.4671347170896176
DK04,1.675223756284149
ES41,8.064486421990832
ES42,13.5059937044897
HU23,4.558228865606009
HU31,5.645789423016632
HU32,5.526543403090069
HU33,4.920404421224344
IE04,0.9661294399208079
EE00,1.3885235123292632
EL30,11.061212520671019
EL41,6.596979484877652
EL43,10.93062791401874
EL51,5.192982582131665
EL52,5.712326086469694
FI20,1.5729973815744087
FR10,2.6018671574620504
FRB0,2.964867468779117
FRC1,2.096685956158056
FRC2,2.1727006013759405
FRD1,2.4068654676412162
FRD2,2.2879224238350915
FRE1,2.174814739285064
FRE2,2.1951759287175974
FRF1,1.7800126548132327
NL13,1.869772403566054
NL21,1.7032556538761165
NL22,1.7782611905108392
NL23,1.772484968907252
NL31,1.9223305649121722
NL32,1.8860982405626934
ITG2,8.941642644622048
ITH1,0.9603481580384213
ITH2,1.9135286095823218
FRI3,3.513980941754351
FRJ1,7.278659228255733
FRJ2,3.832760114902318
FRK1,2.6788243660412974
FRK2,2.9699326249454976
FRL0,6.862781052858363
FRM0,5.079778683193253
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,5.840343412921705
TR32,7.146247062854145
TR33,6.6337808256278
HR03,3.314457834790438
HR02,3.922820766711749
HU11,4.9221332554336374
HU12,5.164961937314568
HU21,4.715672864953015
HU22,4.982069823180409
PT16,9.996158746003214
PT17,11.788767956703937
FRF2,1.9983647461506104
FRF3,1.8473329738953266
FRG0,3.4165520068112416
FRH0,2.9392022164414304
FRI1,3.825454291865199
FRI2,2.778796638688815
ITC4,4.066748164753082
ITF1,3.594366716585579
ITF2,4.561965970650122
ITF3,3.720940918857123
ITF4,8.128339617116884
ITF5,6.540485370822338
ITF6,4.74593343410648
ITG1,9.815749981286519
LT01,1.4785432775956946
LT02,1.5597791000633061
LU00,1.6313282083405494
PL22,2.4830891951680822
PL41,2.1880145186062627
PL42,1.730591744858832
PT18,13.668548423412885
PT20,0.0
PT30,0.0
RO11,3.2303514131887634
RO12,2.9385596916918875
RO21,4.16485914702541
RO22,6.786392646974863
RO31,6.528508162451167
RO32,6.220642532183395
ITH3,3.2652082178175488
ITH4,2.2845991868358895
ITH5,5.032876711205303
ITI1,4.420595653695246
ITI2,4.435680550486562
ITI3,4.0991318797304235
ITI4,3.931037983351339
LI00,1.093786028994692
FI1D,0.23436199022048182
TR82,3.7821746952480666
TR83,4.3915757581222685
TR90,1.4719373217268554
TRA1,1.587496935659679
TRA2,0.17676888876242958
PL43,2.204674561177823
PL51,2.069303787223055
PL52,2.3069410882897725
PL61,2.0580479793097957
PL62,1.680365812454254
PL63,1.7632608063201884
PL71,2.267699946814945
PL72,2.4654758615703822
PL81,2.1533286110679475
PL82,2.141094079218361
PL84,1.8124394570649636
