nuts,October Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
FI1C,1.3688749657069474
DEA1,3.6776318862044883
DEA2,3.4308557575493666
DEA3,3.5770929251307773
DEA4,2.9935726696459177
DEA5,2.885650385192819
DEB1,3.066328404683233
DEB2,3.3618540974850664
DEB3,4.173350036676811
DEC0,3.9807638285329023
DED2,3.517878963419719
DED4,2.8411666259176487
DED5,4.755885524869146
DEE0,4.542408224908443
DEF0,2.4523398883592145
DEG0,3.2783374941828876
DK01,3.237882509587362
DK02,3.620808999743624
DK03,2.5997616581420133
DK04,2.539609274580611
ES41,17.335165880249132
ES42,21.452977689524058
HU23,6.442272191445524
HU31,7.237026779610604
HU32,8.406343003917131
HU33,8.12267353056304
IE04,1.6699540515076223
EE00,2.0979201307496758
EL30,27.680433941465168
EL41,22.676473912421464
EL43,29.633847337802663
EL51,14.430079951443348
EL52,12.198078205965802
FI20,2.9994198601785502
FR10,7.051726572578372
FRB0,7.59941709412074
FRC1,5.541154701992105
FRC2,4.179289683717732
FRD1,6.1443126643242385
FRD2,6.751218960210063
FRE1,6.386479675475457
FRE2,6.396105540963336
FRF1,4.376388632298708
NL13,3.4498678058270946
NL21,3.5941144168141133
NL22,3.8058688271695327
NL23,3.299770108117245
NL31,3.683121157206752
NL32,3.3205917076005607
ITG2,15.2742274252074
ITH1,2.643040292947116
ITH2,3.80361334015825
FRI3,9.691249748832448
FRJ1,12.471205029861133
FRJ2,7.587944920628667
FRK1,5.41421926998792
FRK2,5.340566641520801
FRL0,11.724734499150781
FRM0,8.986659880021788
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,26.178445084052132
TR32,28.644545921323576
TR33,27.1634050212109
HR03,5.1808277036942245
HR02,5.656366330251408
HU11,7.557456791671976
HU12,7.554892692809565
HU21,6.489191000542678
HU22,5.70453534170239
PT16,17.72632219101144
PT17,17.62304783569214
FRF2,5.4167266262271285
FRF3,4.576012959247201
FRG0,8.63121043041102
FRH0,6.352787257111811
FRI1,8.725477421098539
FRI2,5.864116522878371
ITC4,6.4801854131184955
ITF1,6.107601719349467
ITF2,9.416885590939685
ITF3,8.633953942187464
ITF4,14.232274827705405
ITF5,13.464270232654686
ITF6,9.614881114136244
ITG1,16.12256637061832
LT01,3.4045668747113815
LT02,2.9490309652943774
LU00,3.8843894758828927
PL22,4.38644728884548
PL41,4.905437635819732
PL42,3.1964281993861117
PT18,20.50340940292212
PT20,0.0
PT30,0.0
RO11,4.534360014047155
RO12,3.9866525027110535
RO21,6.390506944371318
RO22,10.371651890003129
RO31,8.357245169431726
RO32,8.366845682042495
ITH3,5.769701732223011
ITH4,3.980877852587479
ITH5,7.886507847513507
ITI1,7.312599600855296
ITI2,7.5625925395351095
ITI3,7.352418766970527
ITI4,6.410663029146537
LI00,1.9403827982733362
FI1D,0.44680195832906106
TR82,17.10134038295635
TR83,18.683665997297627
TR90,9.229778690193639
TRA1,17.65600550450836
TRA2,7.793768978617626
PL43,4.867101389154048
PL51,4.06621475222654
PL52,4.996027200733914
PL61,4.423390867677602
PL62,3.3261209713221365
PL63,3.2533041340064943
PL71,5.269971056271731
PL72,4.451659187618781
PL81,3.62328899162869
PL82,3.5330573166457837
PL84,3.75718232503505
PL91,3.7148639508323784
PL92,3.9699477716217046
PT11,14.845648576626058
PT15,21.785523761379807
TRB1,27.750917904527256
TRB2,24.27275414824497
TRC1,34.37427874891294
RS12,8.50977963699422
RS21,6.033019339863336
RS22,8.35357552704588
SE11,2.5544448250114162
SE12,2.550661101274094
NL33,3.702294611855391
NL34,4.43295855966011
NL41,4.281490286284111
NL42,4.158475888395282
PL21,3.501157584562557
UKM6,1.209526451578152
TR22,21.463298358526032
TRC2,36.331442320673034
TRC3,37.03213961989541
UKC1,3.7292858403693794
UKC2,2.7130787912257164
UKD1,1.414417722819858
UKD3,2.7419490288309065
UKD4,1.8789626314917909
UKD6,2.7523058796490707
UKD7,2.6242466469103194
UKE1,6.184140054356972
UKE2,4.516047744676782
UKE3,5.094535203927393
RO41,8.741664614764229
RO42,6.412481607244641
RS11,8.033574509513057
TR41,22.561347944308707
TR42,12.134898101155034
TR51,28.09902540484975
TR52,31.40853962756936
TR61,26.42378885856448
TR62,26.168170996647653
TR63,29.238988967658806
TR71,29.734221612984612
TR72,25.187436033768765
TR81,10.609632697773021
UKK1,6.21222526469458
UKK2,5.64671250099591
UKK3,3.3960495190216506
UKK4,4.1351881857096595
UKL1,2.2555140857279623
UKL2,3.1225299538562603
UKM5,2.075829734587595
UKM7,1.5533543838537094
UKM8,1.1889016539465282
UKM9,1.6749303429487132
UKN0,1.6356256970591672
SE21,2.626455356170721
SE22,2.8336260948234298
SE23,1.8451602132586926
SE31,1.7312303150828119
SE32,0.8077675691025527
SE33,0.7002405551514963
SI03,3.7190833535920262
SI04,3.524833239071481
SK01,6.956548589574503
SK02,5.9933213803484415
SK03,3.46610780483499
SK04,3.597697587425888
TR10,15.06974794977151
TR21,18.006395084308902
UKE4,4.216138962690907
UKF1,5.1431844929098
UKF2,6.448208095790231
UKF3,7.298652381805507
UKG1,5.366477683247793
UKG2,4.00961139512331
UKG3,5.44321306161029
UKH1,7.647092139878161
UKH2,7.671443352073396
UKH3,6.873022159013392
UKI3,7.287051514387176
UKI4,6.755963272971168
UKI5,6.774803468299849
UKI6,6.709097895192375
UKI7,7.339252763845749
UKJ1,6.8200191788756275
UKJ2,7.102176401348429
UKJ3,7.073661410568062
UKJ4,6.578760204021172
NO09,1.1025800052193637
NO0A,0.6838985801210468
NO0B,0.0
HR05,4.995266090369794
HR06,4.787838014782488
NO02,0.7943230836997814
NO06,0.7445591510938981
NO07,0.38931021624880013
NO08,1.1530282699357641
