nuts,October Fire Weather Index (-) ensemble median - RCP4.5 - (2071 - 2100)
DE50,2.111715551142713
DE60,2.426935277452841
DE71,3.2969473114536
DE72,2.5244835581703287
DE73,2.848156972258958
DE80,3.2781855550679904
DE91,3.3466919145337597
BG41,8.119731746938246
BG42,11.148853172171778
CH01,2.4906100255344916
AT32,2.046096859276507
AT33,1.9240748619415244
AT34,2.026826672780529
BE10,5.169149546078511
BE23,4.867596581835495
BE24,5.01008460809739
BE25,5.419828070860037
BE31,4.8364354419640145
BE32,5.117560856228983
BE33,3.286241327880632
BE34,3.4444632752324997
BE35,3.7311291128073134
BG31,9.841058944606111
BG32,8.661963834361535
BG33,9.358654162082676
BG34,10.273958835667322
DE92,2.999330888457558
DE93,2.4751574798703246
DE94,3.030333442478054
CZ07,3.788473957395696
CZ08,3.4803866042299196
AL01,6.297340825594548
AL02,8.686371567653886
AL03,10.378188615106183
AT11,4.831130470439876
AT12,4.847154224131461
AT13,6.145452023233703
AT21,2.3595976170004764
AT22,2.3057682186691038
AT31,2.3102246832313993
DK05,2.5598224339104907
BE21,4.843548276109211
BE22,4.442586806751395
ES43,19.93170937660767
ES51,10.94819898957448
ES52,17.21432927418883
ES53,13.220102137789842
ES61,22.056805268156385
ES62,21.793271232648497
ES63,0.0
ES64,0.0
CH02,2.733896505710412
CH03,3.307405379025119
CH04,2.773567248973439
CH05,2.6085822022091314
CH06,2.3071773898729306
CH07,2.2098773703342434
CY00,31.74089987495782
CZ01,4.677155115752834
CZ02,4.202366573430307
CZ03,3.3480000602072453
CZ04,3.379893639451111
CZ05,3.226864189977013
CZ06,5.054269662052832
DE40,4.136659622861012
EL53,13.744189270327244
EL54,11.150213650228991
EL61,14.133312729309571
EL62,0.0
EL63,16.17800636957711
ES70,0.0
ITC1,5.84957978726797
ITC2,3.0737047034808187
DE11,3.369492764166938
DE12,3.9821051679432333
DE13,3.5595839086415255
DE14,3.2203749979282676
DE21,2.39522857784355
DE22,2.594173656047273
DE23,2.6721850700757503
DE24,2.295775290832753
DE25,2.654493612250814
DE26,2.694568236939622
DE27,3.0971916897978353
DE30,4.470937682334726
EL42,23.700762554200388
LV00,2.7192739328412014
ME00,5.182371305518481
MK00,11.360213137090115
MT00,0.0
NL11,3.3837467791380917
NL12,3.138119248993257
EL64,18.101858463497464
EL65,20.92669233221853
ES11,11.714780616249687
ES12,5.4691911700035005
ES13,6.0137350756179915
ES21,9.735466258885609
ES22,15.300284732224117
ES23,14.431853946200455
ES24,18.293407928078512
ES30,20.79555625861806
IE05,2.3749681547400936
IE06,2.409671198859136
IS00,0.6742827021711969
ITC3,6.179438190619071
FI19,0.9805853250170482
FI1B,1.7314323665886873
