nuts,September Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
DE50,4.449742526083914
DE60,5.113373813787828
DE71,8.584378669925655
DE72,6.508873030214447
DE73,5.348006356112156
DE80,5.970489047770892
DE91,5.610852390244328
BG41,13.79201021358296
BG42,18.786237415552073
CH01,2.7632972981561283
AT32,2.122541307135199
AT33,2.175926988243165
AT34,2.2450663302533447
BE10,7.582175143747234
BE23,7.742681560745002
BE24,7.642957200426896
BE25,8.294461738556278
BE31,7.7449632369489505
BE32,7.902464667476083
BE33,5.8566496658251594
BE34,6.332972121214399
BE35,6.5202015545256655
BG31,18.39442402735983
BG32,16.92772495791135
BG33,17.77392737516354
BG34,18.84413204833901
DE92,5.584270800906798
DE93,5.526287318780861
DE94,4.920256477494847
CZ07,7.492909589356051
CZ08,6.169011798604129
AL01,13.675061527672028
AL02,17.91425225472924
AL03,18.42681330285651
AT11,8.645256429397712
AT12,7.44715293773473
AT13,10.647535155460908
AT21,2.9514853790620665
AT22,3.472156106979204
AT31,3.8302384140263643
DK05,5.791079761673562
BE21,7.051518250778804
BE22,6.991071041135364
ES43,36.07022079989924
ES51,16.019154599179238
ES52,25.254011098085815
ES53,20.538001344300334
ES61,34.150121858657734
ES62,30.83953528122791
ES63,0.0
ES64,0.0
CH02,3.42144071987637
CH03,4.846567790271053
CH04,4.534319876746081
CH05,3.138749203306929
CH06,2.4054073216551743
CH07,3.1125662287027525
CY00,40.23570027879285
CZ01,8.377131363073728
CZ02,7.961635910824515
CZ03,5.75406280461094
CZ04,6.807429819577221
CZ05,6.380911514141741
CZ06,8.343326933143178
DE40,7.269029783023709
EL53,21.652260336243707
EL54,19.252629699922092
EL61,21.677346303682533
EL62,0.0
EL63,24.50936672400567
ES70,0.0
ITC1,8.305532688200527
ITC2,4.011653747751735
DE11,6.849677535268127
DE12,7.603811289698286
DE13,5.945231852902115
DE14,4.749362709772976
DE21,3.965374108491336
DE22,5.234476552135337
DE23,5.584212449755696
DE24,5.868092440692113
DE25,6.852466509903452
DE26,7.534457812455048
DE27,4.730736993137834
DE30,7.883614907861982
EL42,30.88843130159083
LV00,4.645812409184435
ME00,11.304139540233841
MK00,19.240326510738665
MT00,0.0
NL11,4.798089063927131
NL12,4.4352148319601925
EL64,25.755959040978514
EL65,28.916034103267382
ES11,16.80432080985017
ES12,8.001396582405855
ES13,8.973397521165012
ES21,11.52484725085174
ES22,19.38651475332128
ES23,20.914111351186875
ES24,24.89557037088978
ES30,33.71350398625604
IE05,4.46787233091695
IE06,4.550398865973241
IS00,1.3521353967955796
ITC3,8.127052427096121
FI19,3.069254285990355
FI1B,4.271545318859686
FI1C,3.73385679706517
DEA1,5.79491964897511
DEA2,5.769181759425124
DEA3,5.767342346971099
DEA4,5.153990687134218
DEA5,4.842359787872503
DEB1,6.988932697585181
DEB2,7.187835284789286
DEB3,9.112154609084497
DEC0,8.110428384737894
DED2,6.188365746910702
DED4,5.169377170080136
DED5,7.814713959160066
DEE0,7.165471360869537
DEF0,5.12270284945431
DEG0,6.200323240199327
DK01,6.488694743601191
DK02,6.548717794746027
DK03,5.141897102163479
DK04,5.501138441585995
ES41,28.188186022063988
ES42,34.145808268943725
HU23,11.858397522321676
HU31,13.223609589295748
HU32,15.38193345373338
HU33,15.285870094329178
IE04,3.3885053438164183
EE00,3.6715229234320255
EL30,37.74336500316316
EL41,35.63795762880621
EL43,37.69025344963709
EL51,24.324392953998395
EL52,20.45246939891787
FI20,5.378521178858547
FR10,12.072701994329465
FRB0,13.505009232383479
FRC1,10.039016400722561
FRC2,7.87004375819169
FRD1,10.297627527434882
FRD2,9.951934732270596
FRE1,8.609964564483457
FRE2,9.934824686018304
FRF1,7.743839609231261
NL13,4.763691731594312
NL21,5.3203325675594035
NL22,5.6651463409497875
NL23,5.002336619611226
NL31,5.4342976435409955
NL32,4.875053929958498
ITG2,25.527521221420287
ITH1,3.4153606308976263
ITH2,3.748843187656355
FRI3,14.380590613116256
FRJ1,19.441633195230832
FRJ2,12.595956840200921
FRK1,10.594915641573229
FRK2,10.164972712830298
FRL0,16.74571143996399
FRM0,16.344220942126597
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,38.13359609830531
TR32,38.66789293669554
TR33,36.3983722827744
HR03,11.909898308139583
HR02,10.874094584161991
HU11,12.667693816128839
HU12,13.630142503824969
HU21,11.902771101786731
HU22,10.729005638330444
PT16,30.13639054074234
PT17,29.529161666624557
FRF2,9.278436641134435
FRF3,8.278640305715053
FRG0,14.277333960777348
FRH0,11.94746320661973
FRI1,12.569905699770317
FRI2,10.656757167079894
ITC4,8.211882696382704
ITF1,13.073759344383458
ITF2,17.556398852227275
ITF3,18.083805539733053
ITF4,23.895303755546134
ITF5,21.04003140402032
ITF6,15.330067577330986
ITG1,22.808481875636893
LT01,5.124494023652536
LT02,4.968039342192848
LU00,7.45286573864176
PL22,6.599431774311427
PL41,7.378662378588763
PL42,5.814524041305618
PT18,33.99261026609523
PT20,0.0
PT30,0.0
RO11,9.893298938769451
RO12,7.831572401640085
RO21,10.926572671504568
RO22,17.759362780173422
RO31,15.573843026096805
RO32,14.97704701425045
ITH3,7.9360153129239235
ITH4,5.615191853094604
ITH5,12.021192116898302
ITI1,13.55941195856742
ITI2,16.29636415678684
ITI3,13.984367259442026
ITI4,15.260610571256887
LI00,2.2771485383065224
FI1D,2.1623632973128313
TR82,23.690147123946016
TR83,24.445074859678567
TR90,13.118080214220127
TRA1,28.052873953061276
TRA2,10.630823702987003
PL43,7.331642462977929
PL51,6.65250712136671
PL52,7.507747318594704
PL61,6.357573687466323
PL62,4.6631061814836645
PL63,5.009726069773144
PL71,7.804407925507616
PL72,7.456796760398712
PL81,7.687601210914647
PL82,6.68218168113892
PL84,5.740181331924595
PL91,6.408950427847824
PL92,6.324328290448591
PT11,24.418350747294934
PT15,35.06219296175164
TRB1,44.64477474600529
TRB2,41.648506360159644
TRC1,49.36217129503941
RS12,16.883639339474023
RS21,13.276619408233666
RS22,15.829457280153973
SE11,5.294878458899523
SE12,4.944308784439544
NL33,5.336675933057882
NL34,7.099598019535642
NL41,6.3850951318110765
NL42,6.551936478054194
PL21,5.070045203080521
UKM6,1.950095752053149
TR22,34.4436136703663
TRC2,54.91563087603203
TRC3,55.68755307655924
UKC1,5.383622087875991
UKC2,4.632267348694264
UKD1,2.839441246164206
UKD3,4.162790872970934
UKD4,3.2662629063331265
UKD6,4.669780501144345
UKD7,4.108097352222147
UKE1,8.950539904648519
UKE2,6.406339711157787
UKE3,8.309311230231735
RO41,16.470697541908674
RO42,12.226261135678008
RS11,16.849242790630665
TR41,31.153706834787023
TR42,19.100196143141115
TR51,37.232408622793315
TR52,41.33473779286645
TR61,35.9657574967144
