nuts,September Fire Weather Index (-) ensemble median - RCP8.5 - (2011 - 2040)
TR62,34.51493814820569
TR63,41.19754787357072
TR71,40.95710863944814
TR72,37.54782483275814
TR81,17.446799140423217
UKK1,8.142850252325726
UKK2,7.3837284952628695
UKK3,6.780897715052099
UKK4,6.490114793742154
UKL1,3.983846920624169
UKL2,5.00435265790331
UKM5,3.329628766343772
UKM7,2.8963177914371543
UKM8,2.653025397540097
UKM9,3.2862229469818622
UKN0,3.1317748191835237
SE21,5.294385016576903
SE22,5.4320106789182026
SE23,4.421786083823799
SE31,4.080164309434882
SE32,2.62542462381604
SE33,2.4031696228957635
SI03,6.438771424493424
SI04,5.429651759134648
SK01,12.135719627734824
SK02,11.028486208751463
SK03,6.373909856878352
SK04,7.0696155732307036
TR10,25.126787153065806
TR21,30.437080669951147
UKE4,6.264258086973402
UKF1,8.461473026394911
UKF2,9.938513773560697
UKF3,10.718649269760304
UKG1,8.352014413910172
UKG2,6.682060366415712
UKG3,8.270212437979861
UKH1,10.380083225669475
UKH2,10.1550178887458
UKH3,9.960145867514765
UKI3,9.747581455489208
UKI4,9.627622589942469
UKI5,9.562777200956031
UKI6,9.28707079978536
UKI7,9.574176637399203
UKJ1,9.25440764475742
UKJ2,9.62661679521785
UKJ3,8.88990783493945
UKJ4,9.44285887817168
NO09,3.33367694463768
NO0A,1.3386897573131884
NO0B,0.0
HR05,9.587142672625978
HR06,9.488111236638632
NO02,2.627195208325674
NO06,1.6058201239794634
NO07,1.288127791725816
NO08,3.6770182698618465
